speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|default|dialog|dialog2|dialog3|dialog4
Skellige Warrior 01|A surprise? What kind?|Geralt|You again? Thought you'd wised up.|Skellige Warrior 01|You'll see… so long as ye get to the end. So long as the harpies don't get ye.|Zobaczysz... O ile dopłyniesz do końca. O ile nie rozszarpią cię harpie.|Zobaczysz... pod warunkiem że dojdziesz do końca. Pod warunkiem że harpie cię nie dostaną.|Zobaczysz... o ile dotrzesz do końca. O ile harpie cię nie dostaną.|Zobaczysz... o ile dotrzesz do końca. O ile harpie cię nie dostaną.|Zobaczysz... pod warunkiem, że dotrzesz do końca. Pod warunkiem, że harpie cię nie dopadną.|Zobaczysz... o ile dotrzesz do końca. O ile harpie cię nie dostaną.
Geralt|So? Had enough?|Skellige Woman 04|Ugh… I thought I'd finally found a man who could best me.|Skellige Woman 04|Yes.|Tak.|Tak.|Tak.|Tak.|Tak.|Tak.
Geralt|Dunno… The Garden of Liberty, maybe?|King Beggar|"You say ""tribute,"" I say ""taxes."" You say ""thieves,"" I say ""hard-workin' street clerks."""|King Beggar|For a man who shakes down beggars and thieves for tribute, you're quite the romantic.|Jak na człowieka, który ściąga haracz od żebraków i złodziei, jesteś całkiem romantyczny.|Dla mężczyzny, który wymusza haracz od żebraków i złodziei, jesteś całkiem romantyczny.|Dla mężczyzny, który zastrasza żebraków i złodziei dla haraczu, jesteś dość romantyczny.|Dla człowieka, który zdziera pieniądze od żebraków i złodziei za haracz, jesteś dość romantyczny.|Dla mężczyzny, który zdziera pieniądze od żebraków i złodziei za haracz, jesteś dość romantyczny.|Dla człowieka, który zdziera haracz od żebraków i złodziei, to dość romantyczne.
Yennefer|Due to an edict Hemmelfart issued some years ago. But I managed to find two brawny and obliging passers-by who agreed to remove the impediment. For a modest fee, naturally.|Yennefer|What is this?|Geralt|Here.|Trzymaj.|Tutaj.|Tutaj.|"Tłumaczenie: ""Tutaj."""|- To jest klucz.|To jest klucz.
Keira Metz|Hm?|Geralt|Never heard of a xenovox.|Geralt|Thank you.|Dziękuję.|Dziękuję.|Dziękuję.|Dziękuję.|Dziękuję.|Dziękuję.
Keira Metz|Geralt!|Keira Metz|Are you coming?|Keira Metz|Come on!|No chodź!|Rusz się!|Ruszaj się!|Ruszaj się!|No dalej!|No dalej!
Novigrad Thug Weak 32|Oh, no.|Novigrad Thug Weak 32|I'll be damned!|Novigrad Thug Weak 32|Muuurdeeeer!|Mooorduuuj!|Murderer!|Morderca!|Morderca!|Morderca!|Morderco!
Novigrad Old Woman 02|Take care, now!|Novigrad Old Woman 02|Odd though he is, girls can't seem to look away.|Novigrad Old Woman 02|Oh, you frightened me!|Aleś mnie przestraszył!|Och, przestraszyłeś mnie!|Och, wystraszyłeś mnie!|Och, wystraszyłeś mnie!|Przestraszyłeś mnie!|Och, wystraszyłeś mnie!
Witch Hunter 04|Think Philippa's still here?|Geralt|Poxy mutant!|Witch Hunter 04|Can't rightly know. Sure, we searched a few caverns, but hidden nooks abound. If someone wanted to hide in here, they could, easily. Even if they weren't an owl.|Bo ja wiem? Niby przeszukaliśmy kilka pomieszczeń, ale tu jest mnóstwo zakamarków. Jakby chciała, to mogłaby się schować. Szczególnie w postaci sowy.|Nie mogę dokładnie wiedzieć. Oczywiście przeszukaliśmy kilka jaskiń, ale pełno tu ukrytych zakamarków. Gdyby ktoś chciał się schować, mógłby to zrobić bez trudu. Nawet jeśli nie byłby sową.|Nie mogę dokładnie powiedzieć. Owszem, przeszukaliśmy kilka jaskiń, ale ukrytych zakamarków jest tu bez liku. Gdyby ktoś chciał się tutaj schować, mógłby to zrobić bez trudu. Nawet jeśli nie byłby sową.|Nie mogę dokładnie powiedzieć. Tak, przeszukaliśmy kilka jaskiń, ale ukrytych zakamarków jest tu bez liku. Gdyby ktoś chciał się tutaj schować, mógłby to zrobić bez trudu. Nawet jeśli nie byłby sową.|Nie mogę dokładnie stwierdzić. Pewnie, że sprawdziliśmy kilka jaskiń, ale ukrytych zakamarków jest tu bez liku. Gdyby ktoś chciał się tutaj schować, mógłby to zrobić bez trudu. Nawet jeśli nie byłby sową.|"Nie mogę dokładnie stwierdzić. Oczywiście, że przeszukaliśmy kilka jaskiń, ale ukrytych zakamarków jest tu bez liku. Gdyby ktoś chciał się tutaj schować, mógłby to zrobić bez trudu. Nawet jeśli nie byłby sową.

Paskudny mutant!"
Verden Ghost Peasant 03|What are you doing here?|Keira Metz|What's this? What's he saying about rats?|Geralt|"…but nay, the mage, he says, ""Bring me rats! An' healthy ones! Not somethin' the cat dragged in."""|...ale nie, czarownik mówi: przynieś mi szczurów, ino zdrowe mają być, nie kotu z gardła wyłuskane.|"Ale nie, czarodziej mówi, ""Przynieście mi szczury! Zdrowe! Nie coś, co kot przywlókł."""|"…ale nie, czarodziej mówi: ""Przynieście mi szczury! I zdrowe! Nie coś, co kot przyciągnął."""|"'...ale nie, czarodziej mówi, ""Przynieście mi szczury! I zdrowe! Nie coś, co kot przyciągnął za sobą.""'"|"Ale nie, czarodziej mówi: ""Przynieście mi szczury! I zdrowe! Nie coś, co kot przyciągnął za sobą."""|"""...ale nie, czarodziej mówi, 'Przynieś mi szczury! I zdrowe! Nie coś, co kot przyciągnął za sobą.'"""
Geralt|Our races differ from those on the Continent. We are beholden to one rule alone - first across the line wins. Sometimes he's the swiftest. Other times, it is the one who knocks his opponents off their mounts.|Skellige Priestess 03|Courage. If you do not lack it, hang a horseshoe.|Skellige Priestess 03|Explains the name… There an entry fee?|To tłumaczy nazwę... Jakie jest wpisowe?|Wyjaśnia nazwę... Czy jest opłata za wstęp?|Wyjaśnia nazwę... Jest opłata za wstęp?|Wyjaśnia nazwę... Czy jest opłata za wstęp?|Wyjaśnia nazwę... Czy jest opłata za wstęp?|Odwaga. Jeśli jej ci nie brakuje, zawieś podkowę.
Ermion|Can hear you two clear on the other side of the island.|Geralt|Control yourself, druid. I haven't stolen anything. I've merely borrowed something and fully intend to return it.|Yennefer|Good! May all Skellige know Yennefer of Vengerberg is a common thief!|I bardzo dobrze! Niech całe Skellige się dowie, że Yennefer z Vengerbergu to zwykła złodziejka!|Dobrze! Niech całe Skellige pozna Yennefer z Vengerbergu jako pospolitą złodziejkę!|Dobrze! Niech całe Skellige wie, że Yennefer z Vengerbergu jest pospolitą złodziejką!|Dobrze! Niech całe Skellige pozna Yennefer z Vengerbergu jako pospolitą złodziejkę!|Niech całe Skellige wie, że Yennefer z Vengerbergu jest pospolitym złodziejem!|Niech całe Skellige pozna Yennefer z Vengerbergu jako pospolitą złodziejkę!
Skellige Fisherman 03|Could you tell a trout from a charr?|Skellige Fisherman 03|I don't wanna die…|Skellige Fisherman 03|Hey!|Hola!|Cześć!|"Hey!

""Hej!"" (Wykrzyknienie)

---

Uwaga: W tym kontekście ""Hey!"" jest po prostu wykrzyknieniem lub okrzykiem, który może być użyty jako forma zwrócenia uwagi lub reakcji emocjonalnej. Nie ma ono bezpośredniego znaczenia w języku polskim, ale jego funkcja jest podobna do ""hej"" w języku polskim."|"Hey!

Hej!"|Nie chcę umierać...|Czy mógłbyś opisać różnicę między pstrągiem a lipieniem?
Geralt|Dandelion's life's on the line… Ciri's too. No such thing as too risky.|Triss|This might come as a surprise to you, but shackles do have uses outside the bedroom.|Triss|Uh, Triss… Sure you want to do this? Out here? With everyone watching?|Triss... To chyba nie czas na takie zabawy. Ani miejsce.|Uh, Triss... Na pewno chcesz to zrobić? Tutaj? Na oczach wszystkich?|Uh, Triss... Na pewno chcesz to zrobić? Tutaj? Na oczach wszystkich?|"""Hm, Triss... Na pewno chcesz to zrobić? Tutaj? Na oczach wszystkich?"""|- Uh, Triss... Na pewno chcesz to zrobić? Tutaj? Na oczach wszystkich?|Czy na pewno chcesz to zrobić? Tutaj? Na oczach wszystkich?
Cirilla|Barely. How'd it go down there?|Geralt|The third fled… with Vesemir's medallion. My sole memento.|Cirilla|I slew only two of the Crones.|Zabiłam tylko dwie wiedźmy.|Zabiłem tylko dwie z Kruków.|Zabiłem tylko dwie z Kruków.|Zabiłam tylko dwie z Kruków.|Zabiłem tylko dwie z Kruków. Trzecia uciekła... z medalionem Vesemira. Moją jedyną pamiątką.|Zabiłam tylko dwie z Kruków. Trzecia uciekła... z medalionem Vesemira. Moją jedyną pamiątką.
Cirilla|So why'd you return?|Geralt|Got a minute?|Geralt|Ah, it was too much, I almost drowned in it. When everything is possible, it quickly becomes a lot less alluring.|Bo się nią zachłysnęłam. Kiedy wszystko jest w zasięgu ręki, nagle staje się mniej kuszące.|Ach, to było za dużo, prawie się w tym utopiłem. Kiedy wszystko jest możliwe, szybko staje się znacznie mniej pociągające.|Ach, to było za dużo, prawie się utopiłem w tym. Kiedy wszystko jest możliwe, szybko staje się znacznie mniej pociągające.|Ach, to było za dużo, prawie się utopiłam w tym. Kiedy wszystko jest możliwe, szybko staje się znacznie mniej pociągające.|"- A dlaczego wróciłeś?
- Ech, to było zbyt wiele, prawie się utopiłem w tym. Kiedy wszystko jest możliwe, szybko staje się znacznie mniej pociągające."|Ach, to było zbyt wiele, prawie się utopiłam w tym. Kiedy wszystko jest możliwe, szybko staje się znacznie mniej pociągające.
Eternal Fire Guard 01|Bet you're sweaty in all that armor…|Novigrad Prostitute 01|Wouldn't you rather sweat on me?|Novigrad Prostitute 01|Why you care?|Bo co?|Dlaczego cię to obchodzi?|Dlaczego cię to obchodzi?|Dlaczego cię to obchodzi?|Dlaczego cię to obchodzi?|Dlaczego cię to obchodzi?
Luiza La Valette|Thank you. It was a good race against a worthy opponent.|Voorhis|Not all appreciate it. The races are a privilege of the wealthy.|Voorhis|Soothing, the scent of the freshly cut lawn.|Zapach świeżo skoszonej murawy działa na mnie kojąco.|Uspokajający zapach świeżo skoszonej trawy.|Kojący zapach świeżo skoszonego trawnika.|Kojący zapach świeżo skoszonego trawnika.|Kojący zapach świeżo skoszonej trawy.|Kojący zapach świeżo skoszonej trawy.
Novigrad Thug Weak 02|Whoreson's men raided the Putrid Grove.|Novigrad Thug Weak 01|Word is some mages died.|Novigrad Thug Weak 01|Ooh, must've pissed off Bedlam!|To się musiał Bedlam wkurwić.|Och, musiałem wkurzyć Bedlam!|Ach, musiało to rozwścieczyć Bedlama!|Ach, musieli rozwścieczyć Bedlama!|Ach, musiało to rozwścieczyć Bedlama!|Och, musiałeś rozwścieczyć Bedlama!
Redanian Soldier 03|Aaaaah!|Redanian Soldier 03|Redania!|Redanian Soldier 03|Gut the mutant!|Zatłuc mutanta!|Wypieprz mutanta!|Dobrać mutanta!|Zabij mutanta!|Zabij mutanta!|Wypatrosz mutanta!
Geralt|Hmm, no man did this…|Geralt|Tuft of fur… Ugh, whatever lost it hasn't bathed in a while.|Geralt|This is getting interesting…|Robi się interesująco...|To robi się interesujące...|To się robi interesujące...|To się robi interesujące...|To zaczyna być interesujące...|To zaczyna być interesujące...
Geralt|Yes. Birna Bran.|Arnvald|It's obvious. She schemed this up to get rid of the other claimants, slander our clan in the process.|Cerys|What was her motive?|Jaki miała motyw?|Jaki był jej motyw?|Jaki był jej motyw?|Jaki był jej motyw?|Jej motywem było to, że uknuła cały ten plan, aby pozbyć się pozostałych pretendentów i zniesławić nasz klan w międzyczasie.|Jej motywem było to, że uknuła cały ten plan, aby pozbyć się pozostałych pretendentów i jednocześnie zniesławić nasz klan.
Geralt|Probably drawn by the corpses of drowned crew. Then made their nest here.|Geralt|Not the right ship. Come back up.|Yennefer|There's also a Clan Drummond figurehead.|Jest też galion klanu Drummond.|Jest również figurka dziobowa Clan Drummond.|"Tłumaczenie drugiej wypowiedzi na język polski:

Jest też figurka Clan Drummond."|Jest też figura dziobowa Klanu Drummond.|Jest też figura dziobowa Clan Drummond.|Nie ta łódź. Wracaj na górę.
Geralt|Miss Merigold! At last! So sorry we are forced to meet under such incredibly inopportune circumstances…|Novigrad Rich Man 01|… but I'm sure we'll make up for it another time. I absolutely must show you my alchemical formulae…|Novigrad Rich Man 01|You can say that again.|Dobrze powiedziane.|Możesz to powtórzyć.|Możesz powiedzieć to jeszcze raz.|Możesz powiedzieć to jeszcze raz.|Możesz powtórzyć?|Możesz powiedzieć to jeszcze raz.
Dijkstra|Probably shouldn't ask, but… Dijkstra, how the hell do you know all this?|Geralt|Your sarcasm - it gets tiring, you know?|Geralt|I draw it all from the flight patterns of birds.|Odczytuję z lotu ptaków.|Czerpię to wszystko z wzorców lotu ptaków.|Czerpię to wszystko z wzorców lotu ptaków.|Czerpię to wszystko z wzorców lotów ptaków.|- Czerpię to ze wzorców lotu ptaków.|Czerpię to ze wzorców lotu ptaków.
Redanian Townsman 03|Lost it in the end, it seems… Just after they'd taken his third finger. And once he'd spilled where he kept his gold, they cut off the rest.|Redanian Townsman 04|So? Nothing to cheer about, as I see things.|Redanian Townsman 04|You heard? He finally met his match! Some cutthroat, a witcher, I think, gave Junior his due!|Słyszałeś? Trafiła w końcu kosa na kamień! Jakiś zabijaka, wiedźmin zdaje się, policzył się z Juniorem!|Słyszałeś? Wreszcie spotkał godnego przeciwnika! Jakiś bezwzględny wiedźmin chyba dał Juniorowi to, na co zasłużył!|Słyszałeś? W końcu spotkał godnego siebie! Jakiś bezwzględny typ, chyba wiedźmin, dał Juniorowi to, na co zasłużył!|Słyszałeś? W końcu spotkał godnego siebie! Jakiś oprych, myślę, że czarodziej, odpłacił Juniorowi pięknym za nadobne!|Wreszcie spotkał godnego siebie przeciwnika! Jakiś bezwzględny wiedźmin chyba dał Juniorowi to, na co zasłużył!|Słyszałeś? W końcu spotkała go zasłużona kara! Jakiś bezwzględny zabójca, chyba czarodziej, dał mu to, na co zasługiwał!
Edna Var Attre|Oh, even children know Novigrad's home to the world's largest fleet.|Rosa Var Attre|On occasion, yes. But then Rosa would quickly set him straight.|Edna Var Attre|And they say the city treasury's bursting with enough to equip two armies.|I powiadają, że za to, co jest w miejskim skarbcu, można uzbroić ze dwie armie.|I mówią, że skarbiec miasta jest wypchany wystarczającą ilością pieniędzy, aby wyposażyć dwa wojska.|I mówią, że skarbiec miasta pęka w szwach od funduszy wystarczających do wyposażenia dwóch armii.|I oni mówią, że skarbiec miasta pęka w szwach od wystarczającej ilości środków, by wyposażyć dwa wojska.|A oni mówią, że skarbiec miasta pęka w szwach od wystarczającej ilości środków, by wyposażyć dwa wojska.|I mówią, że skarbiec miasta pęka w szwach od funduszy wystarczających do wyposażenia dwóch armii.
Skellige Old Man 02|Knew you were thick, Brambling, but that thick? To waltz into me… Who the hell's this?|Skellige Warrior 01|He's come to kill ye.|Skellige Old Man 02|Geralt of Rivia. A witcher.|Geralt z Rivii. Wiedźmin.|Geralt z Rivii. Wiedźmin.|Geralt z Rivii. Wiedźmin.|Geralt z Rivii. Wiedźmin.|Geralt z Rivii. Wiedźmin.|Geralt z Rivii. Wiedźmin. Przybył cię zabić.
Novigrad Rich Man 03|Humblest greetings.|Novigrad Rich Man 03|Pardon me.|Novigrad Rich Man 03|Greetings to you, sir.|Moje uszanowanie.|Pozdrowienia dla pana.|Pozdrowienia dla pana.|'Pozdrowienia dla pana.'|Pozdrowienia dla pana.|Pozdrowienia dla ciebie, panie.
Dijkstra|Now that we've professed our feelings for each other… How'd you figure it out?|Geralt|That makes one of us.|Geralt|Sensed from the start you were up to something. You didn't haggle about your pay. And then I heard from my sources that Margrave Henckel and Dandelion had rubbed elbows. Wasn't hard to connect the dots.|Od początku czułem, że coś kombinujesz. Nie targowałeś się o wynagrodzenie. A potem, jak dowiedziałem się swoimi kanałami, że w domu margrabiego Henckla widywano Jaskra... Złożyłem sobie wszystko w całość.|Od początku czułem, że coś knujesz. Nie targowałeś się o swoją zapłatę. A potem moje źródła doniosły mi, że Hrabia Henckel i Chaber zetknęli się ze sobą. Łatwo było połączyć kropki.|Wyczuwałem od początku, że coś knujesz. Nie targowałeś się o swoją zapłatę. A potem dowiedziałem się ze swoich źródeł, że Margrave Henckel i Dandelion zetknęli się ze sobą. Nie było trudno połączyć fakty.|Wyczuwałem od początku, że coś knujesz. Nie targowałeś się o zapłatę. A potem dowiedziałem się ze swoich źródeł, że margrabia Henckel i Dandelion zetknęli się ze sobą. Nie było trudno połączyć fakty.|Wyczuwałem od początku, że coś knujesz. Nie targowałeś się o swoją zapłatę. A potem dowiedziałem się z moich źródeł, że Margrave Henckel i Dandelion mieli ze sobą do czynienia. Nie było trudno połączyć fakty.|Wyczuwałem od początku, że coś knujesz. Nie targowałeś się o zapłatę. A potem dowiedziałem się od moich informatorów, że margrabia Henckel i Dandelion mieli ze sobą do czynienia. Nie było trudno połączyć fakty.
