speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Dudu Biberveldt|Things get spicy you'll just nip round the corner and transform into a buxom wench, a jackdaw or whatever else strikes your fancy.|Zoltan Chivay|I feel strange, both of you staring at me bug-eyed. Is that enough?|Cirilla|Of course. It's that simple. Thanks.|Jasne. Dzięki.|Oczywiście. To takie proste. Dzięki.
Geralt|Why? Truth be told they're awfully similar. Both about maintaining a net of informers, being tough in negotiations, bribing officials… the occasional assassination. Same old shit.|Dijkstra|Now I've decided I've slaved enough for ideals. It's time I worked for myself. And thus far, it's been going rather well.|Dijkstra|Yeah… Except you used to do that in the name of some ideal. And now?|Tak... Tylko kiedyś robiłeś to wszystko w imię jakiejś idei. A teraz?|Tak... Tyle że robiłeś to w imię jakiejś idei. A teraz?
Philippa Eilhart|Really?|Philippa Eilhart|||What do you want?|Czego chcesz?|Czego chcesz?
Geralt|Fisstech? They've got the best powder in the city right here.|Novigrad Nobleman 02|Hello again.|Geralt|Just wanna play.|Mam ochotę tylko na grę.|Chcę tylko zagrać.
Verden Peasant 03|Swish, swash, witchman buccaneer!|Verden Peasant 01|The Black'uns didn't help, Bloody Baron didn't help. But you - you helped.|Verden Peasant 03|Ye know, witcher, folk can say what they will. Me? I'll never forget what ye did for us!|Wiesz, wiedźminie, źle o tobie gadają. Ale ja nie zapomnę, co dla nas zrobiłeś!|Wiesz co, czarodzieju? Ludzie mogą mówić, co chcą. Ja? Nigdy nie zapomnę, co dla nas zrobiłeś!
Novigrad Peasant 03|Tis a miracle you came back at all.|Novigrad Poor Man 01|Goddamn pirates.|Novigrad Poor Man 01|Not all of us did.|Nie wszyscy.|Nie wszyscy wróciliśmy.
Temerian Woman 02|Is that how we're gonna live now?|Temerian Woman 03|It's rainin', it's pourin', emp'ror Emhyr's snorin', he bumped his head when he went to bed and wet himself come mornin'.|Verden Boy 01|Must be. Tavern'll be first to go, just you wait. Then they'll ban hooch-makin' altogether. And then they'll start floggin' us about the fields, rain or shine!|Musi być. Wpierw karczmę zamkną, obaczysz, i bimbru pędzić zabronią. A potem batem na pola zaganiać będą, skwar czy słota!|Musi tak być. Karczma pójdzie pierwsza, poczekaj tylko. Potem zakazują produkcji alkoholu. A potem zaczną nas ganiać po polach, deszcz czy słońce!
Novigrad Girl 31|I'm not afraid.|Novigrad Girl 31|I'm gonna be a mutant when I grow up, too!|Novigrad Girl 32|Run!|Uciekajcie!|Uciekaj!
Novigrad Prostitute 02|Hard times we live in, so I wondered if I could, well, have a go for half price?|Novigrad Citizen Man 01|But you're a regular, so you can choose which half.|Novigrad Prostitute 02|For half price I'll undress half way.|Za pół ceny to ja się mogę rozebrać do połowy.|Dla ceny pół ceny rozbiorę się do połowy.
Geralt|You never gave me piggyback rides at Kaer Morhen, remember? Vesemir was the only one willing.|Cirilla|Had to wait till now to remind me? You've put on some weight since Kaer Morhen.|Geralt|Ugh!|Uhh!|Eh!
Novigrad Girl 11|Help!|Novigrad Girl 03|My auntie says I talk too much.|Novigrad Girl 11|Oh!|O!|Oh!
Geralt|You still think me rotten to the core, a base bastard, don't you? You believe I alone am at fault for what happened here.|Baron|Will you at least tell me how Anna wound up in that blasted bog?|Baron|Sorry, but - your life story? Just not interested. This isn't a social call. I'm here on business.|Wybacz, ale nie interesuje mnie historia twojego życia. Jestem tu w konkretnej sprawie, zapomniałeś?|Przepraszam, ale twoja historia życia? Po prostu nie interesuje mnie. To nie jest telefon towarzyski. Jestem tu w interesach.
Geralt|Silence, wanderer.|Lady Bran|You? Yet another an Craite lackey?|Lady Bran|I can vouch for Cerys. She's telling the truth.|Ja mogę poświadczyć słowa Cerys.|Mogę zaświadczyć za Cerys. Ona mówi prawdę.
Karl Varese|Just a few.|Dijkstra|I'm a witcher.|Geralt|First ever barney with my prick hangin' out. Harrr!|Z gołą dupą jeszcze się nie biłem.|Pierwsza kłótnia, kiedy mój penis zwisa na zewnątrz. Haaa!
Verden Old Woman 02|Yeah?|Verden Old Woman 02|Why you pushin'?|Verden Old Woman 02|Who will protect us poor from the cutthroats? Who, I ask?|Kto nas, biednych ludzi, przed tymi zbirami obroni? No kto?|Kto nas biednych ochroni przed bandytami? Kto, pytam?
Skellige Woman 05|Excuse me… Can we ask you…|Geralt|We're looking for a young woman. Ashen hair, green eyes. Seen her?|Geralt|You can.|Możecie.|Możecie.
Skellige Fisherman 05|You believe that? Cursed trees and flyin' phantoms?|Skellige Fisherman 05|Ahoy?|Skellige Fisherman 05|You takin' the piss?|Żarty sobie stroisz?|Czy ty się ze mnie nabijasz?
Geralt|And we're not like to ever stop.|Skellige Woman 01|Oh aye. Gotten captained a longship, near three dozen men aboard. Raided half a dozen Nilfgaardian villages, filled his hull with captives…|Skellige Woman 01|Your husbands died glorious deaths.|Wasi mężowie zapewne okryli się chwałą.|Wasze mężowie zginęli śmiercią bohaterów.
Hattori|Could I… choose something from your collection?|Geralt|I dunno. Criminal underworld - not really sure I wanna meddle with them.|Geralt|Forget this rubbish! I shall forge you a sword fit for killing gods.|Zapomnij o tych śmieciach! Wykuję ci miecz, którym będziesz mógł zabijać bogów.|Zapomnij o tym! Wykuję dla ciebie miecz godny zabijania bogów.
Troll_2|Sorry say.|Troll_2|Pll… please…|Troll_2|Troll awfulthick hide. Your awfuldull metalstick.|Ja mam grubaskóra. Ty masz tępy miecz.|Troll ma okropnie grube futro. Twoja okropnie nudna metalowa laska.
Nilfgaardian Soldier 02|||||There, in the water! Shoot!|Tam, w wodzie! Strzelać!|Tam, w wodzie! Strzelaj!
Geralt|||Tell me, how do you do it? Sit around playing flute, painting rutting unicorns in gorgeous landscapes, building ornately sculpted towers…|Geralt|Charming world you Aen Elle have got. Could easily fall in love with the place.|Uroczy ten wasz świat. Można się zakochać.|Uroczy świat, który macie, Aen Elle. Mógłbym się w nim zakochać.
Geralt|There aren't many of us, but I'd trust any of you with my life. Work together, and we'll defeat the Hunt.|Geralt|Get everybody together. Time to talk.|Geralt|When they attack, Yen'll dome the fortress with a magic shield. Hunt'll be forced to land outside the walls.|Na początek Yen otoczy twierdzę magiczną kopułą. Będą musieli wylądować na zewnątrz.|Gdy zaatakują, Yen osłoni fortecę magiczną tarczą. Hunta zmusi to do lądowania poza murami.
Geralt|And just who the hell're you?|Skellige Berserker 05|What, our business rubbin' some Novigrad pricks the wrong way? Ploughin' guilds!|Skellige Berserker 05|A friend of a friend. I'm looking for Karadin, thought maybe we could make some sort of deal.|Znajomy jednej twojej znajomej. Szukam Taulera i myślę, że możemy się jakoś dogadać.|Przyjaciel przyjaciela. Szukam Karadina, myślałem, że może moglibyśmy dobić targu.
Skellige Boatbuilder 02|Send 'im to the tavern. Have him bring us some beer.|Skellige Boatbuilder 03|Heard Nilfgaardians were bitin' yesterday 'stead o' the fish.|Skellige Fisherman 01|I know his kind. He'll drink it down along the way, then claim he spilled it…|Jak go znam, to albo wszystko po drodze rozleje, albo sam wypije...|Wiem, jaki on jest. Wypije je po drodze, a potem powie, że wylał...
Geralt|Kind of pass confirms you ain't no mage. Can't enter or leave Novigrad without it.|Eternal Fire Guard 01|You'll scurry no further, then. Next!|Eternal Fire Guard 01|Sorry. Don't have a pass.|Nie mam takiego glejtu.|Przepraszam. Nie mam paszportu.
Geralt|Thank Yennefer. It was her idea, her plan.|Geralt|"Do you jest? They asked Radovid to ""intervene."" Just after he'd appointed them."|Margarita Laux Antille|No reaction from the Council, the Conclave?|A Rada i Kapituła nie zareagowały?|Brak reakcji ze strony Rady, Konklawe?
Avallach|Vedrai!|Avallach|Geralt, please…|Avallach|Yes?|Tak?|Tak?
Geralt|Should check his boots.|Geralt|Key hidden in his boot.|Geralt|Blood, congealed…|Zakrzepła krew...|Krew, skrzepnięta...
Geralt|Hm, you took your time… What is it?|Radovid|I've my orders - I'm not to let anyone in.|Novigrad Guard 02|An audience.|Audiencji.|To spotkanie.
Geralt|Rivia! Blimey! That's a ways!|Verden Old Man 03|I do. From afar, that one, like yourself. But she listens, understands. Helpful - not like the old witch. That one were deaf as a stump and mean to boot.|Verden Old Man 03|A witch lives around here somewhere. You know her?|Gdzieś nieopodal wsi mieszka czarownica. Znasz ją?|A czarownica mieszka gdzieś tutaj w okolicy. Znasz ją?
Emhyr|…so here's a letter. Oughta refresh your memory about the Lodge.|Geralt|Time I was on my way.|Geralt|Hm… Even Yennefer's humblest requests seem like threats. I've always liked that about her. Very well, so be it.|Hm... Nawet uprzejme prośby Yennefer brzmią jak groźba. Zawsze mi się to w niej podobało. Dobrze, niech będzie.|Hm... Nawet najskromniejsze prośby Yennefer brzmią jak groźby. Zawsze mi się to w niej podobało. Cóż, niech tak będzie.
Coroner|Let's start.|Geralt|Next, the killer removed the eyes, placed burning coals in the sockets, then opened the rib cage and… What's this? A parchment? Made of human skin…|Coroner|Gladly. The wounds conform to the killer's modus operandi. The victim was bound and forced to drink formaldehyde.|Chętnie. Obrażenia wskazują na stały modus operandi. Ofiara została skrępowana i napojona formaliną.|Chętnie.
Redanian Townswoman 01|Has she got a black cat? She has. Dried herbs? Plenty. The hunters find a moon-shaped birthmark on her? They did.|Redanian Townswoman 02|It all came out during her interrogation. She confessed. She made Willem's mare die. And her foul whispers lead Gustaf to betray his wife.|Redanian Townswoman 02|But did you ever hear of her hurting anyone?|No, ale słyszałaś, żeby kogoś skrzywdziła?|Czy słyszałaś kiedykolwiek, żeby skrzywdziła kogoś?
Dreamer Corine Tilly|Triss Merigold sent me to see you...|Geralt|I know it must sound foolish, but in the dream - well, it was all too real… and not at all amusing.|Dreamer Corine Tilly|Gods… Horrible nightmares. I was supposed to dream the history of this house… Instead, I saw furniture, hungry furniture that wished to devour me…|Matko... Dręczyły mnie jakieś potworne koszmary. Miałam poznać historię tego domu, podczas gdy śniły mi się meble, które chciały mnie pożreć.|Bogowie… Okropne koszmary. Miałam śnić historię tego domu… Zamiast tego widziałam meble, głodne meble, które chciały mnie pożreć.
Novigrad Peasant 34|Greetings.|Novigrad Peasant 34|Bloody hell.|Novigrad Peasant 34|Well, what are you looking at?|No i na co się tak gapicie?|No co się tak gapisz?
Geralt|||||Givin' me no choice.|Nie dajesz mi wyboru.|Nie dają mi wyboru.
Geralt|On the way here, I didn't know what I'd do. Killing him was definitely an option.|Cirilla|No. This is worse.|Cirilla|Still want to?|Dalej chcesz to zrobić?|Wciąż chcesz to zrobić?
Geralt|||||Damn. Ripped to shreds.|Zaraza, rozszarpany na strzępy.|Cholera. Zostałem rozerwany na strzępy.
Novigrad Bard 02|Hiya!|Novigrad Bard 02|King Radovid the Extraordinary, Took Novigrad for his crowning glory…|Novigrad Bard 02|Oh, dear mother. Thief!|O matko. Złodziej!|Ach, matko droga! Złodziej!
Anabelle|I'm cold… Why has no one come for me? I cannot leave this place, I see no way out…|Anabelle|I'm a witcher.|Geralt|Who are you? Do you seek to hurt me as well?|Kim jesteś? Ty też chcesz mnie skrzywdzić?|Kim jesteś? Czy chcesz mnie też skrzywdzić?
Hjalmar|She's always liked competin' with me.|Hjalmar|Well, time I was on my way. So long, Geralt. Thanks for your help.|Hjalmar|Except so far I've always won.|Ale dotąd to ja wygrywałem.|Do tej pory zawsze wygrywałem.
Verden Boy 03|Aaaah!|Verden Boy 03|Mum said if I'm good she'll send me on the Trail of Treats.|Verden Boy 03|What do I gots to do to get me a sword like that?|A co trzeba zrobić, żeby dostać taki miecz?|Co muszę zrobić, żeby zdobyć takie ostrze?
Verden Scavenger 01|What's going on here? Why isn't anyone putting that out?|Geralt|Piss off or we'll fry you along with that fuckin' elf.|Verden Scavenger 02|We want it to burn, got it?|Bo chcemy, żeby się paliło, jasne?|Chcemy, żeby to spłonęło, kapujesz?
Vesemir|Used to be exactly the same. You've just forgotten.|Geralt|||Do well not to point up my age. You're near a century old yourself.|Sam masz prawie setkę na karku, więc nie wypominaj mi wieku.|Nie próbuj podkreślać mojego wieku. Sam masz prawie sto lat.
Novigrad Traveler Man 03|Those armies across the river… mh, worrying. I must resolve matters quickly and leave.|Novigrad Traveler Man 03|Clumsy, clumsy.|Novigrad Traveler Man 03|Strike me, friend, and there will be repercussions.|Kolego, uderz mnie, a będą reperkusje.|Uderz we mnie, przyjacielu, a będą konsekwencje.
Skellige Fisherman 02|Somebody help me!|Skellige Fisherman 02|You been hidin' in a dungeon, paleface?|Skellige Fisherman 02|Fair seas and full nets…|Spokojnego morza i dobrych połowów...|Szczęśliwych mórz i pełnych sieci...
Novigrad Peasant Woman 01|Let's go, gents!|Novigrad Peasant Woman 01|But some time on the bugger grew greedy. He wanted more, I refused. That's when he set the witch hunters on us. Lost half me men 'cause of 'im!|Novigrad Peasant Woman 01|A witcher… Did the villagers hire you?|Wiedźmin... Co to, wioskowi cię wynajęli?|Czarodziejka... Czy to wieśniacy cię wynajęli?
Fire Elemental|||Begone! This place belongs to Radmir.|Fire Elemental|Stand down.|Odstąp...|Stań w gotowości.
Halfling Man 03|It's locked.|Geralt|Wonderful hiding place for whatever destroyed your hives.|Geralt|I've got the key right here. Father began building this house for Bernie, but ran out of coin. It's been standing half-finished since.|Mam klucz, proszę. Ojciec zaczął budować ten dom dla Berniego, ale zabrakło nam pieniędzy. Odtąd budowa stoi.|Mam klucz tutaj. Ojciec zaczął budować ten dom dla Berniego, ale skończyły mu się pieniądze. Stoi tak nieukończony od tamtego czasu.
Verden Woman 03|*Sneezes* Some malady's tryin' to grip me.|Verden Woman 02|Aaaaa!|Verden Woman 03|Someone have mercy!|Niech ktoś się nade mną zlituje!|Ktoś ma litość!
Cirilla Young|||||Hnh. I'm getting better and better, aren't I?|Coraz lepiej mi idzie, prawda?|Cóż, poprawiam się coraz lepiej, prawda?
Menge|Got a silver sword on my back. That not enough?|Geralt|See you're an expert on dopplers.|Geralt|It proves nothing. Dopplers can change their bodies at will, into materials that look and feel like silver as well… Materials that have none of silver's useful properties, naturally.|To niczego nie dowodzi. Dopplery potrafią zmieniać swoje ciało w materiał, który przypomina srebro w wyglądzie i w dotyku... Ale nim nie jest.|To nie dowodzi niczego. Dopplerzy mogą zmieniać swoje ciała według uznania, w materiały, które wyglądają i czują się jak srebro... Materiały, które nie mają żadnych użytecznych właściwości srebra, oczywiście.
Geralt|Very well… Perhaps I can convince you to join me later at the races. I shall keep an eye out for you.|Voorhis|Shouldn't interest you. The baroness don't mingle with just anyone.|Temerian Guard 01|This Baroness la Valette's villa?|To willa baronowej la Valette?|Czyja to willa baronowej la Valette?
