speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prototype
Dwarf Man 03|Talk to your neighbors? They see anything suspicious beforehand? Hear anything?|Geralt|Anyone home?|Geralt|Claimed not to. But even if they had, they'd not 'ave helped. In Novigrad folk give bleedin' orphans in the street a wide berth so as not to stain their poulaines. What do they care about some dwarf?|Mówili, że nie. A nawet jakby słyszeli, to i tak by nie pomogli. W Novigradzie ludzie przejdą obok krwawiącego dziecka na ulicy, żeby trzewików nie pobrudzić – to co ich obchodzi byle krasnolud?|Twierdzili, że nie widzieli niczego podejrzanego. Ale nawet gdyby widzieli, to by nie pomogli. W Novigradzie ludzie omijają szerokim łukiem żebrzących sierot, aby nie pobrudzić swoich pończoch. Co ich obchodzi jakiś krasnolud?
Novigrad Old Woman 11|I'm ninety-three years old, madam. So no, I'm not too young.|Gnome Man 01|That's because I'm a halfling, madam. And I'd suggest eye drops, chamomile extract.|Gnome Man 01|Is that nice, lying to your elders? My eyes aren't what they once were, but I can see you're three feet tall and walk around barefoot!|Ładnie tak kłamać starszej osobie? Oczy nie te, co kiedyś, ale widzę przecie, że masz trzy stopy wzrostu i boso biegasz!|To miło, że okłamujesz starszych? Moje oczy nie są już takie jak dawniej, ale widzę, że masz trzy stopy wzrostu i chodzisz boso!
Novigrad Old Woman 11|Those elves, they're as evil as those mages! Let them die, I say!|Novigrad Old Woman 03|Woo-ah! Akh akh! Woo-ah!|Novigrad Old Woman 11|Akh akh. Akh akh.|A kche kche!|Nie lubię agresja.
Novigrad Bard 02|Hiya!|Novigrad Bard 02|King Radovid the Extraordinary, Took Novigrad for his crowning glory…|Novigrad Bard 02|Oh, dear mother. Thief!|O matko. Złodziej!|To nie one zaatakowały tych ludzi. Wiwerna królewska musi gdzieś się tu czaić.
Geralt|Nor yours.|Avallach|I shan't force her to do anything, if that's your question.|Avallach|True. She'll do whatever she wants - and I'll support her. What about you? Ready to let her live her own life?|Zgadza się. Będzie mogła zrobić, co zechce – i ja ją w tym wesprę. A ty? Jesteś gotów dać jej wreszcie żyć własnym życiem?|Tak. Zrobi cokolwiek będzie chciała - a ja będę ją wspierał. A ty? Pozwolisz jej żyć własnym życiem?
Morkvarg|||||Rrrrrraaargh!!|Wrrrrrraagh!|Rrrrrraaargh!
Geralt|||||No use to me now.|Nie będzie z niego pożytku.|Nie ma dla mnie teraz żadnego pożytku.
Triss|Triss! Found an exit.|Geralt|||Ooof… For a minute, I actually thought we were doomed.|Uff... Już myślałam, że wszystko szlag trafi.|Oof… Przez chwilę pomyślałam, że już po nas.
Geralt|||||"Crumpled sheet. ""…the day, my bloom, when you recall this heart you rent through cruel denial, words of doom…"""|Jakaś zmięta kartka. „... lecz wspomnisz, okrutna, serce, któreś złamała odmowy słowem ostrem...”|"Pognieciona kartka papieru. ""...dzień, moja kwiecienko, gdy wspomnisz to serce rozdarte przez okrutną odmowę, słowa zagłady..."""
Verden Peasant 01|||||Hide the children! Bar the doors! Quick!|Zabierzcie dzieci! Drzwi ryglujcie! Szybko!|Ukryj dzieci! Zabarykaduj drzwi! Szybko!
Halfling Man 03|It's locked.|Geralt|Wonderful hiding place for whatever destroyed your hives.|Geralt|I've got the key right here. Father began building this house for Bernie, but ran out of coin. It's been standing half-finished since.|Mam klucz, proszę. Ojciec zaczął budować ten dom dla Berniego, ale zabrakło nam pieniędzy. Odtąd budowa stoi.|Mam klucz tutaj. Ojciec zaczął budować ten dom dla Berniego, ale skończyły mu się pieniądze. Stoi tak niedokończony od lat.
Novigrad Thug Strong 02|What's the fuss about? Can you not treat me as a bit of healthy competition?|Zoltan Chivay|Oh ho ho, Geralt! Glad ye came.|Zoltan Chivay|Why you even talkin' to him, Duke? I've always maintained two smashed knees are worth a thousand words.|Czemu ty z nim w ogóle dyskutujesz, Diuk? Zawsze mówiłem, że dwa zmiażdżone kolana znaczą więcej niż tysiąc słów.|Dlaczego w ogóle z nim rozmawiasz, książę? Zawsze uważałem, że dwie połamane kolana są warte tysiąca słów.
Godling Johnny|Hang on a minute... I helped you - now you help me.|Geralt|I'm looking for a young, ashen-haired woman. See anyone like that?|Geralt|Would you turn this beautiful act of altruism into a banal bartering of favors?|Chcesz zamienić ten piękny akt altruizmu w ordynarne kupczenie przysługami?|Czy zamienisz ten piękny akt bezinteresowności w banalną wymianę przysług?
Mage 03|…the stake seems a blessing afterwards.|Mage 03|Someone's managed to flee Novigrad. Do you know who?|Mage 03|The group that hid in the old warehouse… refused to be taken alive.|Ci co się ukryli w starym magazynie, żywcem wziąć się nie dali...|Grupa, która ukryła się w starym magazynie… odmówiła pojmania żywcem.
Dijkstra|Fine. I'll help you.|Geralt|Witcher mutations. They strip us of emotion. I'd be jumping for joy otherwise.|Geralt|You're not exactly bursting with enthusiasm.|Jakoś nie tryskasz entuzjazmem...|Nie jesteś szczególnie entuzjastyczny.
Nilfgaardian Soldier 01|What makes this witchers' work?|Geralt|Redanians do not patrol there, that would be foolish. And robbers do not attack imperials - that would be even more foolish. This leaves one option - a monster.|Nilfgaardian Soldier 01|Some brick makers live south of here - they call their village Byways. Almost empty now, many have run away. They speak of a monster which kills.|Na południe stąd jest wieś ceglarzy – Stegny. Ostatnio uciekli stamtąd prawie wszyscy mieszkańcy. I opowiadają o potworze, który zabija ludzi.|To nie one zaatakowały tych ludzi. Wiwerna królewska musi gdzieś się tu czaić.
Geralt|Like a rose abashed of its crimson hue, fair Rosa would sink into humors blue. She shunned her lessons in civility to swing her Dwarf with agility.|Geralt|Heheh, Dwarf's what Rosa var Attre named her gwyhyr. Well chosen, eh?|Zoltan Chivay|Dwarf? Never suspected he'd be so humble.|Karłem? No, no, nie podejrzewałem go o taką skromność.|Dwarf? Nigdy bym nie podejrzewał, że będzie tak skromny.
Yennefer|Not about to grovel, if that's what you're after.|Geralt|Ah, Geralt… Anything you'd like to say?|Yennefer|I tire of this conversation. It ends. Now.|Męczy mnie ta rozmowa. Więc ją skończymy. W tej chwili.|Mam już dość tej rozmowy. Kończymy ją teraz.
Radovid|Close off this end, we need no guests, no innocent bystanders. Or witnesses.|Radovid|And kill the witcher.|Radovid|Damiaan, Jouke, Egbert, Freek, Caspar! You shall stay here, secure the rear…|Damiaan, Jouke, Egbert, Freek, Kasper! Zostaniecie tutaj. Macie pilnować tyłów...|I zabijcie wiedźmina.
Cirilla|||||Wrong, you louse!|Błąd, łajzo!|Nie tak, ty gburze!
Skellige Fisherman 01|Don't need to worry about me. But I heard calls underwater. Monsters - must've sensed blood.|Geralt|Ordinary folk never hear these things… till it's too late.|Geralt|Huh. I-I don't… hear nothin'.|Ja nic nie słyszę.|Nie potrzebuję się o mnie martwić. Ale słyszałem wołania pod wodą. Potwory - musiały wyczuć krew.
Geralt|But you do have a history of amnesia.|Triss|Good. That should stop people from taking advantage of you.|Triss|I've recovered my memory, completely.|Odzyskałem już całą pamięć.|Odzyskałem całkowicie pamięć.
Skellige Woman 01|Naye. There's somethin' in those caves… Somethin' that kills any man that enters, pickaxe in hand or no.|Skellige Villager 02|Pull yourself together. You'll not be the first woman to share her man with a captive.|Skellige Woman 03|How could he. Three sons I gave him. All healthy lads.|Jak on mógł. Trzech synów mu urodziłam. Zdrowych synów.|Jak mógł. Trzech synów mu dałam. Zdrowi chłopcy.
Cirilla|Hahaha, come and get me!|Cirilla|||Hahaha! Oh, I will thrash you!|Ha, ha, przegrasz z kretesem!|Hahaha! Oh, będę cię lać!
Verden Old Woman 02|*Spits* Tastes like flesh off a rottin' corpse.|Verden Woman 02|I, uh… heard it somewheres…|Verden Woman 02|A human corpse? Now how would you know?|A skąd ty, kochaniutka, wiesz, jak smakuje ludzkie mięso?|A czy to ludzkie zwłoki? No skąd byś wiedziała?
Tamara|Your father - he wants to find his wife, your mother. Really.|Geralt|"""Verily I say unto you that ire and vehemence can lead to naught but one's downfall."""|Graden|He pay you much to be his yes-man?|Dużo ci płaci, żebyś trzymał jego stronę?|Czy płaci ci dużo za bycie jego klakierem?
Scoiatael Elf Man 36|Greetings.|Scoiatael Elf Man 36|Eh, a partisan's lot.|Scoiatael Elf Man 36|Nobody wants you here.|Nikt cię tu nie chce.|Nikt cię tu nie chce.
Geralt|Just keep the noise down.|Elf Man 03|Oughta let Ciri and the others in.|Geralt|Quick, get in here.|Szybko, właźcie.|Szybko, wejdź do środka.
Witch Hunter 03|||||Turn back. Now.|Zawracaj. Już.|Odwróć się. Teraz.
Geralt|Thank you, Geralt. Were it not for you, this would never have ceased.|Von Gratz|Yes, Geralt?|Von Gratz|"It was Nathaniel. Caught him red-handed at Kate's - he was just about to cut into his next victim. Innkeeper wanted to keep me out. ""Important customer,"" he said."|To był Nataniel. Dorwałem go w Katarzynie, jak brał się za kolejną ofiarę. Karczmarz wołał, żebym nie przeszkadzał. „Ważny klient”.|"To był Nathaniel. Złapałem go na gorącym uczynku u Kate - właśnie miał ciąć swoją kolejną ofiarę. Karczmarz chciał mnie wyprosić. ""Ważny klient"", powiedział."
Novigrad Thug Strong 03|Recognize this piece of paper?|Geralt|Good, you can read. So who's this contract made out to?|Geralt|A fight contract.|Kontrakt na walkę.|Umowa o pojedynek.
Geralt|Ready! Stay close!|Keira Metz|Leave it to me.|Keira Metz|Hm, they blocked the passage. Maybe I can try--|Hm, zablokowali przejście. Może spróbuję...|Może spróbuję przejść tędy --
Geralt|It's too soon to pass judgment. It could be a ruse, a plot to deceive us… You find anythin'?|Cerys|Too small for a door key… I might just know what it fits. Let's get back to Kaer Trolde.|Cerys|Just this key. Found it in Arnvald's pocket.|Tylko ten klucz. Arvnald miał go w kieszeni.|Tylko ten klucz. Znalazłem go w kieszeni Arnvalda.
Geralt|I've dreamt of this moment for months.|Triss|Yes. Forgot you're not the type to settle down.|Triss|I'd like us to keep moving, live on the road, wherever our legs carry us. You know, a month here, a year there…|Chciałbym, żebyśmy żyli w drodze, gdzie nas nogi poniosą. Wiesz, miesiąc tu, rok tam.|Chciałbym, żebyśmy ciągle byli w drodze, dokądkolwiek poniosą nas nogi. Wiesz, miesiąc tutaj, rok tam...
Temerian Peasant 02|Look, he's back.|Temerian Peasant 01|You hear? Black Ones been out measurin' the fields.|Temerian Peasant 01|Why d'ye keep pesterin' us, eh? Do better to kill the griffin!|No? Czego nas nachodzisz? Gryfa byś lepiej ubił!|Dlaczego nas tak dręczysz? Zrób lepiej coś z tym gryfem!
Chorus Novigrad|||He got him! He got him!|Chorus Novigrad|Kill! Kill!|Za-bij, za-bij!|Zabij! Zabij!
Donar An Hindar|Beautifully wrought… Where these goblets from?|Skellige Warrior 05|So on the Continent they raise temples… to fire?|Skellige Warrior 05|A temple to the Eternal Fire! More silver there than in a dragon's hoard!|Ze świątyni Wiecznego Ognia! Sreber tam było jak w smoczym skarbcu!|Świątynia Wiecznego Ognia! Więcej srebra tam niż w smoczym skarbcu!
Eternal Fire Guard 01|Is this necessary? On the road all day and now…?|Novigrad Nobleman 01|What?! Do you know who I am? I'm Jean-Baptiste the Third - yes, of THOSE Baptistes - and…|Novigrad Nobleman 01|Cram it, arsewipe.|Morda w kubeł.|Cram it, arsewipe.
Novigrad Thug Weak 01|||||Grab the bitch!|Brać tę sukę!|Chwyć sukę!
Troll_2|No! We win human from Myrhyff!|Troll_3|Play me for the man, then. If I win, I take him with me. If I lose, I'll jump in the pot too.|Geralt|I figure riddle.|W zagadki. I to trudne!|Rozwiązałem zagadkę.
Elf Female 01|N'elaine!|Elf Female 01|{*Sob sob sniff sniff*}|Elf Female 01|What is this?|Co to?|Co to jest?
Verden Woman 05|Oy, white nob.|Verden Woman 05|…they send 'er to the woods for kindling, where beasts devour 'er.|Verden Woman 05|In Downwarren, when a wench takes ill…|W Sztygarach jak jakaś babka się pozchoruje...|W Downwarren, gdy dziewczyna zachoruje...
Witch Brewess|Never seek to cross us again.|Witch Weavess|But now, we must talk to our white-haired friend.|Witch Whispess|We shall forgive you this transgression, for you've done well. Your children are plump as piglets, sweet as caramel.|Wybaczamy ci ze względu na zasługi. Dzieci są tłuściutkie jak prosiątka i słodkie jak karmel.|Wybaczymy ci ten występek, ponieważ dobrze się spisałaś. Twoje dzieci są pulchne jak prosiaki, słodkie jak karmel.
Novigrad Prostitute 35|Not in the face! Not the face!|Novigrad Prostitute 35|Hey, handsome!|Novigrad Prostitute 36|How are you, honey?|Jak tam, złotko?|Jak się masz, skarbie?
Geralt|What the fuck're you doin'? We weren't done conversin'.|Sukrus|Not your ploughin' business. Ye need a smack, is that it?|Sukrus|Call that a conversation?|To była rozmowa?|Call that a conversation?
Letho|How'd you meet?|Geralt|Louis was a wanted man in Aedirn.|Letho|Was before Foltest kissed this world goodbye.|To było jeszcze zanim król Foltest pożegnał się z tym światem.|To było zanim Foltest pożegnał się z tym światem.
Verden Old Man 01|A week past, nearabout. It was then Borin vanished. Merek and Tomil went lookin' for him, didn't come back either, them two. I were afeared.|Verden Old Man 01|Fascinating. But staying with the topic at hand…|Geralt|Now none dare venture into the bog. Camp stands deserted, and the peat there… master, it's the best sort! Black as pitch and oily - good for fuel and--|Teraz nikt już na bagna nie chodzi, obóz stoi pusty. A tam taki torf jest, panie! Czarny jak smoła, tłuściutki, i na opał dobry, i na...|Teraz żaden nie odważy się wejść na bagna. Obóz stoi opuszczony, a torf tam... panie, to najlepszy gatunek! Czarny jak smoła i lepki - świetny na opał i--
Geralt|Because you've white hair and a medallion shaped like a wolf. Ciri told me about you.|Verden Girl 02|But I'm not playin'. I'm helpin'.|Verden Girl 02|Thanks, Gretka. Have fun.|Dzięki. Miłej zabawy.|Dzięki, Gretka. Baw się dobrze.
Verden Boy 01|There's only frogs.|Verden Girl 01|And Johnny.|Verden Boy 02|And snakes.|I padalce.|I jaszczurki.
Ghost In The Tree|Find my remains... And bring me a mount…|Ghost In The Tree|Dare harm me... and against you will rise... all the powers of nature…|Ghost In The Tree|A wind-born steed... A black squall turned horse…|Czarnego rumaka... Szkwał w postaci konia...|Wiatr poniesie rumaka... Czarny szkwał zamieniony w konia...
Geralt|I-I know this all looks bad, but I-I swear, I-I'll pay you back, mate. All of it, with interest! Just… please, don-don't take me to the jarl.|Skellige Villager 04|Force me to come with you - go ahead, try!|Skellige Villager 04|Think you could fool me a second time? I'm gonna let the jarl decide what to do with you.|Myślisz, że dam się nabrać drugi raz? Jarl zdecyduje, co z tobą zrobić.|Myślisz, że możesz mnie oszukać po raz drugi? Zabieram cię do jarla, niech on decyduje, co z tobą zrobić.
Triss|Mhm. The bed… it, uh, broke.|Geralt|Ahem.|Yennefer|Not a problem. We'll sleep on the floor. Spread out a hide and…|Nie szkodzi. Możemy spać na podłodze. Rozłożymy sobie skóry i...|Nie ma problemu. Będziemy spać na podłodze. Rozłożymy skórę i...
Novigrad Noblewoman 03|I know this might sound immodest, but our hunting hounds are simply the best.|Novigrad Citizen Man 03|Yes, but they're superbly trained. Won't even whimper without my permission.|Novigrad Citizen Man 03|They do seem fierce…|Wyglądają groźnie...|Wydają się groźne...
Geralt|Just his office key in his pockets. Here… Nothing under his belt… Wait! Something's sewn in the lining…|Triss|The key to a vault.|Triss|What is it?|No i?|Co to jest?
