speaker|prev_text|prev_speaker|next_text|next_speaker|en_text|pl_text|dialog_prev|dialog_next
Verden Woman 04|They ran away. Then maybe robbers attacked 'em?|Verden Woman 03|Swallowed them whole, boots and all.|Verden Woman 03|Or monsters. It'd be no wonder there's no footprints.|Albo potwory. Wtedy nie dziwne, że śladów brak.|Może potwory? Nie byłoby dziwne, gdyby nie było śladów stóp.|Czyżby potwory? Nie dziwiłoby mnie brak śladów.
Guslar|Not sure I heard you right, but you mention a Voytek?|Geralt|Hm. And the prophecy at the end? Ithlinne's words, you quoted them, and then asked me a question.|Geralt|Hope filled both their hearts at the thought of him.|Myślały o nim z nadzieją.|Nadzieja wypełniła ich serca na myśl o nim.|Nadzieja wypełniła oba ich serca na myśl o nim.
Skellige Warrior 04|A weak lass, nothin' more.|Skellige Warrior 04|Her brother, he's the one should be wearin' the crown.|Skellige Hunter 01|When Nilfgaard strikes, she'll hide her tail 'tween her legs. There'll be no glory, there'll be no loot.|Kiedy Nilfgaard uderzy, podkuli ogon i gówno będzie z chwały i łupów.|Kiedy Nilfgaard uderzy, schowa ogon między nogami. Nie będzie chwały, nie będzie łupów.|Gdy Nilfgaard uderzy, ona schowa swój ogon między nogami. Nie będzie chwały, nie będzie łupów.
Ermion|There are seven clans in Skellige. Each would like a king from their own line. But Cerys will manage.|Ermion|Can we talk?|Geralt|She's not as impulsive as Hjalmar. Thinks first, then acts. With Crach as her advisor, she has every chance to be a good queen.|Nie jest tak porywcza jak Hjalmar. Najpierw myśli, a potem działa. Mając doradcę w postaci Cracha, może być dobrą królową.|Nie jest tak impulsywna jak Hjalmar. Najpierw myśli, potem działa. Z Crachem jako doradcą ma każdą szansę być dobrą królową.|Nie jest tak impulsywna jak Hjalmar. Najpierw myśli, potem działa. Z Crachem jako jej doradcą ma wszelkie szanse stać się dobrą królową.
Geralt|First ever barney with my prick hangin' out. Harrr!|Karl Varese|Your friend got a death wish?|Karl Varese|None of your business.|Nie twój interes.|To nie twoja sprawa.|Nie twoja sprawa.
Hjalmar|Alone! Should've woke me. I'd 'ave listened to you then, but instead…|Hjalmar|Still need to thank you, Geralt of Rivia. I'll never forget you came to my aid.|Hjalmar|Wait!|Czekaj.|Czekaj!|Poczekaj!
Talar|Ogg angergets and you diemake!|Troll_2|When but Ogg hitmake, humanses alltime die.|Troll_2|When someone pisses you off, you needn't ploughin' kill him. It's not your only arsebitin' recourse.|Jak was ktoś wkurwi, to nie musicie go od razu zabijać.|Kiedy ktoś cię zdenerwuje, nie musisz od razu go zabijać. Nie jest to twoje jedyne wyjście.|Gdy ktoś cię zdenerwuje, nie musisz go od razu zabijać. Nie jest to twoje jedyne rozwiązanie.
Elf Man 03|Just buy the horses. Why can't you?|Geralt|Ciri gave you a full pouch…|Geralt|With what coin?|Niby za co?|Za co?|Z jakim monetą?
Novigrad Peasant 25|Devils take every man jack of you.|Novigrad Peasant 24|A pint'd hit the spot, it would.|Novigrad Peasant 25|Ah. Me poor noggin'.|Au. Moja łepetyna|Ach. Mój biedny łebek.|Ach. Moja biedna głowa.
Temerian Peasant 02|This ghost - describe it for me.|Geralt|I meant, what does it look like?|Geralt|Well… it's awful frightening. Awful.|No... Bardzo jest straszny. Bardzo.|No cóż... To jest okropnie straszne. Okropne.|To jest strasznie przerażające. Straszne.
Novigrad Thug Strong 03|Mhm. With your help.|Letho|No insult worthy of scum like you.|Letho|You've not been here five minutes and already you've offended me twice.|Nie jesteście tu nawet pięć minut, a już zdążyliście mnie dwa razy obrazić.|Nie było cię tu pięciu minut, a już mnie dwa razy uraziłeś/uraziłaś.|Nie było cię tu nawet pięciu minut, a już mnie dwa razy obraziłeś.
Novigrad Prostitute 02|If you don't know how to give, you can't receive…|Novigrad Prostitute 01|To give, you gotta have talent… and character.|Novigrad Prostitute 01|Sayin' I'm no good at givin'?!|Co?! Że ja nie umiem?!|Czyżbyś sugerował, że jestem kiepski w dawaniu?|Mówiąc, że nie jestem dobry w dawaniu?!
Yennefer|There's something here… On the bottom.|Yennefer|You underestimate me.|Geralt|It's too deep here. You can't dive that long.|Tu jest za głęboko, nie dasz rady zanurkować.|To jest za głęboko tutaj. Nie możesz nurkować tak długo.|Jest tu za głęboko. Nie możesz nurkować tak długo.
Geralt|Oi, people! The freak's taken Mikah's mind!|Temerian Peasant 02|Look, he's back.|Temerian Peasant 01|Uh-huh. And I'll take your tongue if you don't shut up.|Tak. A tobie odejmę język, jak się nie zamkniesz.|Uh-huh. A ja ci wezmę język, jeśli się nie zamkniesz.|Uh-huh. A ja wezmę twój język, jeśli się nie zamkniesz.
Geralt|A beautiful death. Anything on the body?|Dijkstra|Hmm… Wouldn't have left him behind if he was anybody. Common porter, must be. Knew nothing, means nothing. Dead end. Literally!|Dijkstra|Not much. Empty vial.|Nic ciekawego.|Niewiele. Pusta strzykawka.|Niewiele. Pusta fiolka.
Hjalmar|Wait!|Hjalmar|Your father sent me to find you.|Geralt|Still need to thank you, Geralt of Rivia. I'll never forget you came to my aid.|Jeszcze ci nie podziękowałem, Geralcie z Rivii. Nigdy nie zapomnę, żeś mi przyszedł z pomocą.|Wciąż muszę ci podziękować, Geralcie z Rivii. Nigdy nie zapomnę, że mi pomogłeś.|Wciąż muszę ci podziękować, Geralcie z Rivii. Nigdy nie zapomnę, że mi pomogłeś.
Geralt|The hungerrrr is terrrrib-- argh terrrible! I bite my own flesh, hrrr but the smallest morrrrrsel burrrrns my thrrro-hrrr-throat. Hrr like hrr boiling tarrrrr hrrrr…|Morkvarg Warewolf|Hrr help, or I'll hrr returrn to shrrred you, hrrr rrrip you limb frrrom limb!|Morkvarg Warewolf|Everlasting hunger - classic as curses go.|Wieczne łaknienie... Klasyka wśród klątw.|Wieczny głód - klasyka jeśli chodzi o przekleństwa.|Wieczny głód - klasyczna klątwa.
Temerian Merchant 01|Like I said - leads to the main road and ends there. Muddled.|Vesemir|Yes, a woman, medium height, long, black hair. Seen anyone like that?|Geralt|You seek someone?|A szukacie kogo?|Czy szukasz kogoś?|Czy szukasz kogoś?
Novigrad Citizen Woman 03|Lebioda wept…|Novigrad Citizen Woman 03|What can I say? I don't know. I just don't know.|Novigrad Citizen Woman 03|Do you really see your son as a monk?|Naprawdę chcesz syna w mnichy posyłać?|Naprawdę widzisz swojego syna jako mnicha?|Czy naprawdę widzisz swojego syna jako mnicha?
Skellige Fisherman 01|Any man who dares climb it and light the fire gains the favor of the gods, fame and--|Skellige Villager 01|You lot gonna help me or continue preachin'?|Skellige Fisherman 01|And an excellent chance of snappin' his leg off at the arse.|...i wyjątkową szansę na obcięcie nogi przy samej rzyci.|I świetną szansę na złamanie nogi w dupie.|I świetna szansa na urwanie mu nogi przy dupie.
Geralt|Cerys! Hey! Ah, dammit!|Hjalmar|Think I don't know that? But you saw her, she's so… so…|Hjalmar|Bad way to play it out.|Kiepsko to rozegrałeś.|To nie jest dobry sposób rozegrania tej sytuacji.|Źle to rozegrałeś.
Novigrad Poor Woman 33|A real rogue, you must be.|Novigrad Poor Woman 33|That's just talk.|Novigrad Poor Woman 33|These vagabonds must be divine punishment.|Skaranie boskie z tymi przybłędami.|Ci włóczędzy muszą być boską karą.|Ci włóczędzy muszą być boską karą.
Geralt|Erm, no. Just taking in the sights.|Geralt|Shortly.|Avallach|Next passage - when will it open?|Kiedy otworzy się następne przejście?|Kiedy otworzą następny odcinek?|Kiedy otworzy się następny fragment?
Geralt|Hmm… The Crones deceived us. Their curse is a death sentence. No way to lift it, at least not in a way that would let Anna live.|Geralt|What?! What does that mean?!|Tamara|We broke their spell temporarily, partly. Now it's gotta run its course.|Możliwe było tylko jej chwilowe przerwanie, ale koniec końców i tak musi się dopełnić.|Przerwaliśmy ich zaklęcie tymczasowo, częściowo. Teraz musi się ono dokonać.|Przerwaliśmy ich zaklęcie tymczasowo, częściowo. Teraz musi się ono dokonać.
Novigrad Thug Strong 01|You're betrothed is a first-class artiste, and I want to offer her a position worthy of her talents. She's to be my choreographer. And that, in turn, means she'll receive a share of the proceeds from every performance she… choreographs.|Dandelion|And fame. No flirting required. You have my word.|Dandelion|You mean to say… coin?|Znaczy... pieniądze?|Chcesz powiedzieć… moneta?|Czy chcesz powiedzieć... moneta?
Skellige Druid 05|Pff.|Skellige Druid 05|And plunged it into his own gut to the hilt! A Black One, aye, but a man of honor.|Skellige Druid 05|"He said: ""How's that? You would strangle me with rope?"" And he wrenched the guard's sword away from him…"|A on na to: jak to tak? Sznurem chcecie mnie dusić? Wyszarpnął więc strażnikowi miecz…|"Powiedział: ""Co to ma znaczyć? Chciałbyś mnie udusić liną?"" A potem wyrwał strażnikowi miecz z ręki..."|"Powiedział: ""Jak to? Chciałbyś mnie udusić sznurem?"""
Geralt|I suppose that explains the smoke… My treasure's not in there, is it? Burning with the witch hunters…?|Dijkstra|Hahaha… You want a knee-slapper? Fine, I'll tell you one. Ready?|Dijkstra|That's all you're going to say? No wry remark? No scintillating joke?|Tylko tyle masz do powiedzenia? Żadnej soczystej puenty? Błyskotliwego żarciku?|To wszystko, co masz do powiedzenia? Żadnej ciętej uwagi? Żadnego błyskotliwego żartu?|To wszystko, co masz do powiedzenia? Żadnej ciętej uwagi? Żadnego błyskotliwego żartu?
Scoiatael Man 02|Argh!|Scoiatael Man 02|Die.|Scoiatael Man 02|Hay-yah!|Aj jaa!|Hay-yah!|Hay-yah!
Geralt|Taken care of. They'll be here for the performance.|Geralt|Can't be sure if you've attended many performances, but Novigrad crowds can be particularly… difficult.|Irina Renarde|Think we need ushers? A play about dopplers could be controversial… but are ushers absolutely necessary?|Domyślam się, że sztuka o dopplerach może być kontrowersyjna... Ale żeby od razu wynajmować ochronę?|Czy potrzebujemy marszałków? Sztuka o dopplerach może być kontrowersyjna... ale czy marszałkowie są absolutnie niezbędni?|Czy potrzebujemy marszałków? Sztuka o dopplerach może być kontrowersyjna... ale czy marszałkowie są absolutnie niezbędni?
Skellige Woman 04|Quiet, I know 'im. That's Geralt of Rivia, the witcher. A friend of an Craite's. Jarl must've sent 'im to rescue us!|Skellige Woman 05|Wait, 'fore you go - that boss, he had a chest in his room, elegant like, cloth covered. I'd bet me right foot he didn't keep spare socks in it.|Skellige Woman 05|Thank ye, witcher! Don't know what would've become of us without ye!|Dzięki, wiedźminie, dzięki! Nie wiem, co by z nami było!|Dzięki ci, czarodzieju! Nie wiem, co by się z nami stało bez ciebie!|Dzięki ci, czarodzieju! Nie wiem, co by się z nami stało bez ciebie!
Lambert|Eskel, that katakan we cut up together - tell us how you nabbed him.|Geralt|Uh, Yen, we don't have glasses. You all right drinkin' from a mug?|Eskel|A katakan?|Katakana?|A katakan?|Czy katakana?
Geralt|Here you are - your fee. I must admit your style of mumming, well, it's quite… minimalist. Did you study anywhere?|Irina Renarde|Such a shame Maxim went on stage inebriated after all… Some of the crowd demanded refunds.|Irina Renarde|At Kaer Morhen. Minimum expression means maximum effect. Thanks for the coin. Take care, now.|W Kaer Morhen. Minimum środków wyrazu – maksymalny efekt. Dziękuję za pieniądze, do zobaczenia.|W Kaer Morhen. Mniej ekspresji oznacza maksymalny efekt. Dzięki za monetę. Uważaj teraz.|W Kaer Morhen. Minimalny wyraz twarzy oznacza maksymalny efekt. Dzięki za monetę. Uważaj teraz.
Druid Yolar|Where can I find him?|Geralt|From barrel hoops to blades - I've got it all.|Skellige Blacksmith Helper 02|Here, in the grove. He's got a grotto. But Gremist's… well, he's a tad eccentric. And he stopped taking on apprentices ages ago.|Tutaj, w gaju ma swoją grotę. Ale Gremista jest... nieco ekscentryczny. I od dawna nie przyjmuje uczniów.|Tutaj, w gaju. Ma grotę. Ale Gremist... no cóż, jest trochę ekscentryczny. I przestał przyjmować uczniów wieki temu.|Tutaj, w alei. Ma grotę. Ale Gremist... no cóż, jest trochę ekscentryczny. I przestał przyjmować uczniów wieki temu.
Menge|All right. So free Dandelion.|Geralt|No doubt we're cut from different cloth. But we don't have to agree on everything to make a deal.|Geralt|First you ask about a criminal's treasure… Now you want me to let loose a blaspheming degenerate. And here I had you for a man-- that is, a being… of some moral principle.|Najpierw wypytujesz mnie o pieniądze kryminalisty... Teraz chcesz, żebym wypuścił na wolność świętokradcę i degenerata. A miałem cię za człowieka... Cóż... Istotę... O pewnej moralności.|Najpierw pytasz o skarb przestępcy... Teraz chcesz, żebym puścił wolno bluźnierczego degenerata. A ja miałem cię za człowieka - czyli istotę... mającą jakieś zasady moralne.|Najpierw pytasz o skarb przestępcy... Teraz chcesz, żebym puścił wolno bluźnierczego degenerata. A ja miałem cię za człowieka - to znaczy, istotę... posiadającą pewne zasady moralne.
Elf Female 03|You don't look at all like other dh'oine.|Elf Female 03|Eh?|Elf Female 03|Squaess'me.|Squaess’me|Nie jestem taki jak inni.|Co się dzieje?
Cirilla|Triss awaits in Ellander.|Geralt|Let's try it out, then.|Cirilla|We can meet her in two days if we hurry.|Jeśli się uwiniemy, spotkamy się z nią za dwa dni.|Możemy się z nią spotkać za dwa dni, jeśli się pospieszymy.|Możemy się z nią spotkać za dwa dni, jeśli się pospieszymy.
Hattori|Didn't pay him. Great. What now? Am I supposed to pay your dues?|Geralt|Got anyone specific in mind?|Geralt|I'm certain you'll find some way to agree. Geralt, please don't leave me this way.|Na pewno się dogadacie. Geralt, nie zostawiaj mnie tak.|Jestem pewien, że znajdziesz jakiś sposób, żeby się dogadać. Geralt, proszę, nie zostawiaj mnie w takiej sytuacji.|Jestem pewna, że znajdziesz jakiś sposób, żeby się zgodzić. Geralt, proszę, nie zostawiaj mnie w ten sposób.
Scoiatael Elf Woman 33|Sometimes, I see you in my dreams.|Scoiatael Elf Woman 32|Farewell.|Scoiatael Elf Woman 33|Ugh...|Eeeeh!|Ech...|Uff...
Vesemir|Well, sure found someone interesting to talk to.|Geralt|Fair enough. D'you hear him? He's looking for someone. Maybe we could--|Geralt|He's talking to a dog, you talk to yourself… Huh, I don't know what's worse.|On gada z psem, ty do siebie... Nie wiem, co gorsze.|On rozmawia z psem, ty mówisz sam do siebie... Ech, nie wiem co gorsze.|On rozmawia z psem, ty mówisz sam do siebie... Ech, nie wiem co gorsze.
Skellige Guard 03|Thicket was swallowin' folk. Whosoever ventured in never returned!|Skellige Guard 03|All healed, wounds licked? You better now?|Skellige Guard 03|Not the first time I'm hearin' that.|Już nie pierwszy raz o tym słyszę.|Nie pierwszy raz słyszę coś takiego.|Nie pierwszy raz słyszę coś takiego.
Geralt|Errr, not without reason… Never been much for elven women meself, but this one's exceptional. Dare say Francesca Findabair'd be jealous.|Zoltan Chivay|Nah, you can have her.|Zoltan Chivay|You wanna take this one, then?|To może jednak sam do niej pójdziesz?|Chcesz ją wziąć, co?|Chcesz wziąć tę jedną, co?
Temerian Peasant 03|Griffin - know anything about it?|Geralt|You're his kind, though. Survival instincts alone oughta make you care.|Geralt|Oh, not much. It's not my kinda game.|O, niewiele. To nie zwierzyna dla mnie.|Niezbyt wiele. To nie mój rodzaj gry.|Nie za wiele. To nie mój rodzaj gry.
