en_text|pl_text|result_one_shot|translation_one_shot|result_three_shot|translation_three_shot
Grrr!|Grrr!!!|"Zdanie ""Grrr!"" nie jest pełnym zdaniem ani wyrażeniem w żadnym znanym języku, więc trudno je dokładnie przetłumaczyć. Jednakże, można to potraktować jako onomatopeję lub dźwięk wydawany przez zwierzęta, takie jak drapieżniki (np. lwy). W kontekście polskim, odpowiednikiem mogłoby być:

[Wrrr!]

To jest najbliższe tłumaczenie, które oddaje dźwięk podobny do oryginalnego ""Grrr!""."|Wrrr!|"Zdanie ""Grrr!"" nie jest pełnym zdaniem ani wyrażeniem w języku angielskim, więc trudno je bezpośrednio przetłumaczyć. Jednakże, jeśli chodzi o dźwięk lub emocję wyrażoną przez to słowo, można je przetłumaczyć jako:

[Wrrr!] (wyraz irytacji lub gniewu)

Jeśli jednak miało to być część większego kontekstu, proszę podaj pełne zdanie lub kontekst, aby móc dokonać bardziej precyzyjnego tłumaczenia."|Wrrr!
Need you to craft something for me.|Chciałbym, żebyś coś dla mnie wykonał.|"Zdanie po angielsku: Need you to craft something for me.

Tłumaczenie: [Potrzebuję, żebyś coś dla mnie stworzył/stworzyła.]

Warto zauważyć, że w tym kontekście ""craft"" oznacza ""stworzyć"", ""wykonać"" lub ""zrobić"". Zdanie jest nieco potoczne i może być używane w sytuacji, gdy ktoś prosi o wykonanie czegoś niestandardowego lub unikalnego."|Potrzebuję, żebyś coś dla mnie stworzył/stworzyła.|"Oczywiście! Oto tłumaczenie podanego zdania na język polski:

Zdanie po angielsku: Need you to craft something for me.
Tłumaczenie: [Potrzebuję, żebyś coś dla mnie stworzył/stworzyła.]

W tym kontekście ""craft"" może być rozumiane jako ""stworzyć"", ""wykonać"" lub ""zrobić"". W zależności od kontekstu, można użyć różnych form czasownika, np.:
- Potrzebuję, żebyś coś dla mnie napisał/napisała.
- Potrzebuję, żebyś coś dla mnie zbudował/zbudowała.
- Potrzebuję, żebyś coś dla mnie skonstruował/skonstruowała.

Jeśli masz dodatkowe pytania dotyczące tłumaczenia lub potrzebujesz dalszych wyjaśnień, chętnie pomogę!"|Potrzebuję, żebyś coś dla mnie stworzył/stworzyła.
No. I'm almost ready.|Nie, nie trzeba. Zaraz wychodzę.|"Zdanie po angielsku: No. I'm almost ready.

Tłumaczenie: [Nie. Jestem prawie gotowy/prawie gotowa.]

W tym przypadku używamy ""prawie gotowy"" lub ""prawie gotowa"", ponieważ słowo ""almost"" oznacza ""prawie"" w kontekście bycia gotowym. Dodatkowo, odpowiedź ""No"" jest tłumaczona jako ""Nie""."|Nie. Jestem prawie gotowy/prawie gotowa.|"Przetłumaczone zdanie na język polski:

[Nie. Jestem prawie gotowy.]"|Nie. Jestem prawie gotowy.
All right. She was here a few hours. Went to find me man, Eiric. Needed to talk, she said. They should be on the beach t'other side of the isle.|Dobrze już, dobrze. Była tutaj, parę godzin temu. Poszła porozmawiać z Eirikiem, moim mężem. Powinni być na plaży po drugiej stronie wyspy.|"Zdanie po angielsku: All right. She was here a few hours. Went to find me man, Eiric. Needed to talk, she said. They should be on the beach t'other side of the isle.

Tłumaczenie: [W porządku. Była tu przez kilka godzin. Poszła znaleźć mojego człowieka, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.]"|W porządku. Była tu przez kilka godzin. Poszła znaleźć mojego człowieka, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.|Tłumaczenie: [W porządku. Była tu kilka godzin temu. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.]|W porządku. Była tu kilka godzin temu. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.
Hoping for pirate treasure?|A co, masz nadzieję na skarb piratów?|Tłumaczenie: [Masz nadzieję na skarb piratów?]|Masz nadzieję na skarb piratów?|Tłumaczenie: [Licząc na skarb piratów?]|Licząc na skarb piratów?
Blackberries - wanted to pick some.|Chciał nazbierać jeżyn.|"Zdanie po angielsku: Blackberries - wanted to pick some.

Tłumaczenie: [Chciałem zebrać trochę jeżyn.]"|Chciałem zebrać trochę jeżyn.|Tłumaczenie: [Czarne jagody - chciałem zebrać trochę.]|Czarne jagody - chciałem zebrać trochę.
Where's the rest of your crew?|Gdzie reszta twojej drużyny?|"Zdanie po angielsku: Where's the rest of your crew?

Tłumaczenie: [Gdzie reszta twojej załogi?]"|Gdzie reszta twojej załogi?|Tłumaczenie: [Gdzie jest reszta twojej załogi?]|Gdzie jest reszta twojej załogi?
That's the way to win respect in Skellige…|Tak się zdobywa uznanie na Skellige....|"Zdanie po angielsku: That's the way to win respect in Skellige…

Tłumaczenie: [To jest sposób, by zyskać szacunek w Skellige…]"|To jest sposób, by zyskać szacunek w Skellige…|Tłumaczenie: [To jest sposób na zdobycie szacunku w Skellige...]|To jest sposób na zdobycie szacunku w Skellige...
Ah, Yorg, you're useless…|A idź, Yorgu, żadnego z ciebie pożytku...|"Zdanie po angielsku: Ah, Yorg, you're useless…

Tłumaczenie: [Ach, Jorg, jesteś bezużyteczny...]"|Ach, Jorg, jesteś bezużyteczny...|Tłumaczenie: [Ach, Jorg, jesteś bezużyteczny...]|Ach, Jorg, jesteś bezużyteczny...
Told you - only men live in Fornhala.|Mówiłem ci, w Fornhali żyją tylko mężczyźni.|"Zdanie po angielsku: Told you - only men live in Fornhala.

Tłumaczenie: [Mówiłem ci - tylko mężczyźni mieszkają w Fornhala.]

Warto zauważyć, że ""Fornhala"" wydaje się być nazwą własną (nazwą miejscowości), która nie została przetłumaczona, ponieważ nazwy geograficzne zazwyczaj pozostają w oryginalnej formie."|Mówiłem ci - tylko mężczyźni mieszkają w Fornhala.|"Tłumaczenie: [Mówiłem ci - tylko mężczyźni mieszkają w Fornhala.]

Warto zauważyć, że ""Fornhala"" może być nazwą miejscowości lub obszaru, który nie jest powszechnie znany, dlatego pozostaje ona bez zmian w tłumaczeniu."|Mówiłem ci - tylko mężczyźni mieszkają w Fornhala.
You can come back anytime, challenge 'im again. Them's the rules.|Możesz tu wrócić i rzucić mu wyzwanie jeszcze raz. Takie są zasady.|"Zdanie po angielsku: You can come back anytime, challenge 'im again. Them's the rules.

Tłumaczenie: [Możesz wrócić w dowolnym momencie i znów go wyzwać. Takie są zasady.]"|Możesz wrócić w dowolnym momencie i znów go wyzwać. Takie są zasady.|Tłumaczenie: [Możesz wrócić w dowolnym momencie i znów go wyzwać. Takie są zasady.]|Możesz wrócić w dowolnym momencie i znów go wyzwać. Takie są zasady.
Rust-eaten, all of it…|Wszystko przeżarte rdzą...|"Rust-eaten, all of it...

Tłumaczenie: [Pokryte rdzą, całe to...]

W tym przypadku trudno jest dokładnie określić kontekst bez dodatkowego zdania lub informacji, ale ogólne znaczenie można oddać jako ""całkowicie zniszczone przez rdzę"" lub ""wszystko pokryte rdzą""."|Pokryte rdzą, całe to...|"Tłumaczenie: [Rdzewiejący, cały...]

W tym przypadku trudno jest stworzyć pełne zdanie, ponieważ podane słowa ""rust-eaten"" (rdzewiejący) i ""all of it"" (cały) nie tworzą kompletnego zdania w języku angielskim. Jednakże, można spróbować stworzyć kontekst, który pasowałby do tych słów:

""Rdzewiejący, cały ten samochód...""

lub

""Cały ten obiekt jest rdzewiejący.""

W obu przypadkach tłumaczenie brzmiałoby:

[Rdzewiejący, cały ten samochód...] lub [Cały ten obiekt jest rdzewiejący.]"|Rdzewiejący, cały...
He's dead. And I wager it was you who silenced him.|Nie żyje. I założę się, że to ty go uciszyłaś.|"Zdanie po angielsku: He's dead. And I wager it was you who silenced him.

Tłumaczenie: [On nie żyje. I założę się, że to ty go uciszyłeś.]"|On nie żyje. I założę się, że to ty go uciszyłeś.|Tłumaczenie: [On nie żyje. I stawiam na to, że to ty go uciszyłeś.]|On nie żyje. I stawiam na to, że to ty go uciszyłeś.
I'm not here to work.|Jestem tu prywatnie.|"Zdanie po angielsku: I'm not here to work.

Tłumaczenie: [Nie jestem tu, żeby pracować.]"|Nie jestem tu, żeby pracować.|Tłumaczenie: [Nie jestem tu, żeby pracować.]|Nie jestem tu, żeby pracować.
Why didn't you go with Hjalmar?|Dlaczego nie popłynęliście z Hjalmarem?|"Dlaczego nie poszedłeś z Hjalmarem?

Tłumaczenie: [Dlaczego nie poszłaś z Hjalmarem?] (Uwaga: W tym przypadku użyłem formy żeńskiej ""poszłaś"", ponieważ nie jest określona płeć osoby, do której skierowane jest to pytanie.)"|Dlaczego nie poszłaś z Hjalmarem?|"Dobrze, oto tłumaczenie podanego zdania na język polski:

Why didn't you go with Hjalmar?
Tłumaczenie: [Dlaczego nie poszedłeś z Hjalmarem?]"|Dlaczego nie poszedłeś z Hjalmarem?
Owes me a favor, one of the guards. I can get 'im to take you to Lugos… Then you can owe me a favor. Whaddaya say?|Jeden ze strażników jest mi winny przysługę. Sprawię, że zaprowadzi cię do Lugosa... A wtedy to ty będziesz mi winny przysługę. Co ty na to?|"Zdanie po angielsku: Owes me a favor, one of the guards. I can get 'im to take you to Lugos… Then you can owe me a favor. Whaddaya say?

Tłumaczenie: [Jeden ze strażników jest mi winien przysługę. Mogę go poprosić, żeby zabrał cię do Lugos… Wtedy ty będziesz mi winien przysługę. Co powiesz?]"|Jeden ze strażników jest mi winien przysługę. Mogę go poprosić, żeby zabrał cię do Lugos… Wtedy ty będziesz mi winien przysługę. Co powiesz?|Tłumaczenie: [Dłużny mi jest przysługę jeden ze strażników. Mogę go poprosić, żeby zabrał cię do Lugos... Wtedy ty będziesz mi winien przysługę. Co ty na to?]|Dłużny mi jest przysługę jeden ze strażników. Mogę go poprosić, żeby zabrał cię do Lugos... Wtedy ty będziesz mi winien przysługę. Co ty na to?
Thanks, witcher. A thousand times over. Me son's dearest of all to me. I couldn't abide it if he'd died.|Dziękuję, stokroć dziękuję! Syn jest najdroższym co mam – nie zniósłbym jego śmierci.|"Dzięki, czarodzieju. Tysiąckroć. Mój syn jest mi najdroższy ze wszystkiego. Nie zniosłabym, gdyby umarł.

Tłumaczenie: [Dziękuję ci, Geralt. Dziękuję stokrotnie. Mój syn jest dla mnie najważniejszy na świecie. Nie mogłabym znieść myśli, że mógłby umrzeć.]"|Dziękuję ci, Geralt. Dziękuję stokrotnie. Mój syn jest dla mnie najważniejszy na świecie. Nie mogłabym znieść myśli, że mógłby umrzeć.|"Dzięki, czarodzieju. Tysiąckroć dziękuję. Mój syn jest mi najdroższy ze wszystkiego. Nie zniósłbym, gdyby umarł.

Tłumaczenie: [Dziękuję ci, Geralt. Dziękuję stokrotnie. Mój syn jest dla mnie najważniejszy na świecie. Nie mogłabym znieść, gdyby coś mu się stało.]"|Dziękuję ci, Geralt. Dziękuję stokrotnie. Mój syn jest dla mnie najważniejszy na świecie. Nie mogłabym znieść, gdyby coś mu się stało.
I pray the beasts don't come back. Stink worse than kayrabs, they do.|Mam nadzieję, że te stwory już tu nie wrócą... Cuchną gorzej niż żabnica.|"Zdanie po angielsku: I pray the beasts don't come back. Stink worse than kayrabs, they do.

Tłumaczenie: [Modlę się, żeby bestie nie wróciły. Śmierdzą gorzej niż kajryby, tak jest.]

Uwaga: ""Kayrab"" to prawdopodobnie błąd ortograficzny lub literówka. W języku angielskim słowo ""kayrab"" nie istnieje. Być może chodziło o ""carrab"", co oznacza kraba, ale w kontekście tego zdania wydaje się to mało prawdopodobne. Jeśli jednak ""kayrab"" ma być zachowane jako oryginalna forma, pozostawiłem je bez zmian w tłumaczeniu."|Modlę się, żeby bestie nie wróciły. Śmierdzą gorzej niż kajryby, tak jest.|"Tłumaczenie: [Modlę się, żeby bestie nie wróciły. Śmierdzą gorzej niż kajryby, tak jest.]

Warto zauważyć, że ""kayrabs"" prawdopodobnie odnosi się do ""carrabes"", czyli krabów, co może być błędem lub specyficznym regionalizmem. W standardowym języku polskim użyto by raczej słowa ""kraby""."|Modlę się, żeby bestie nie wróciły. Śmierdzą gorzej niż kajryby, tak jest.
Heheh, not so tough without your blade. Which is too bad, 'cause you just lost it!|No, bez miecza taki twardy nie jesteś. Tym bardziej szkoda, żeś go właśnie przegrał!|"Zdanie po angielsku: Heheh, not so tough without your blade. Which is too bad, 'cause you just lost it!

Tłumaczenie: [Hehe, nie takie trudne bez twojego ostrza. Co jest złe, bo właśnie je straciłeś!]"|Hehe, nie takie trudne bez twojego ostrza. Co jest złe, bo właśnie je straciłeś!|Tłumaczenie: [Hehe, nie takie trudne bez twojego noża. Co jest złe, bo właśnie go straciłeś!]|Hehe, nie takie trudne bez twojego noża. Co jest złe, bo właśnie go straciłeś!
Wise choice. The Spirit will subject you to trial. But you cannot succumb. Succeed in renewing the covenant and I'll spare no gold in rewarding you.|Jesteś rozsądny. Duch będzie wystawiał cię na próby, ale nie możesz się złamać. Jeśli zdołasz odnowić przymierze, wróć do mnie, nie pożałuję złota.|"Zdanie po angielsku: Wise choice. The Spirit will subject you to trial. But you cannot succumb. Succeed in renewing the covenant and I'll spare no gold in rewarding you.

Tłumaczenie: [Mądra decyzja. Duch wystawi cię na próbę. Ale nie możesz ulec. Uda ci się odnowić przymierze, a ja nie oszczędzę złota, nagradzając cię.]"|Mądra decyzja. Duch wystawi cię na próbę. Ale nie możesz ulec. Uda ci się odnowić przymierze, a ja nie oszczędzę złota, nagradzając cię.|"[Mądra decyzja. Duch wystawi cię na próbę. Ale nie możesz ulec. Jeśli odniesiesz sukces w odnowieniu przymierza, nie oszczędzę złota w nagrodzeniu cię.]

To tłumaczenie uwzględnia kontekst i znaczenie poszczególnych części oryginalnego zdania w języku angielskim."|Mądra decyzja. Duch wystawi cię na próbę. Ale nie możesz ulec. Jeśli odniesiesz sukces w odnowieniu przymierza, nie oszczędzę złota w nagrodzeniu cię.
Know what he did? Stole the hornwall horn, put the whole crew at risk! I followed him…|Wiesz, co on zrobił? Ukradł róg hornwala i naraził całą drużynę! Poszedłem za nim...|"Zdanie po angielsku: Know what he did? Stole the hornwall horn, put the whole crew at risk! I followed him…

Tłumaczenie: [Wiesz co zrobił? Ukradł róg z rogu hornwall, naraził całą załogę! Ja za nim poszedłem…]"|Wiesz co zrobił? Ukradł róg z rogu hornwall, naraził całą załogę! Ja za nim poszedłem…|"[Wiesz co on zrobił? Ukradł róg z rogu (hornwall horn), postawił całą załogę w niebezpieczeństwie! Poszedłem za nim...]

To tłumaczenie uwzględnia kontekst i znaczenie poszczególnych słów oraz fraz w oryginalnym zdaniu. ""Hornwall horn"" jest specyficznym terminem, który może odnosić się do rodzaju rogu używanego w żeglarstwie lub muzyce, ale w tym kontekście został przetłumaczony dosłownie jako ""róg z rogu"", aby oddać sens oryginału."|Wiesz co on zrobił? Ukradł róg z rogu (hornwall horn), postawił całą załogę w niebezpieczeństwie! Poszedłem za nim...
Maybe later.|Może później.|"Zdanie po angielsku: Maybe later.

Tłumaczenie: [Może później.]"|Może później.|Tłumaczenie: [Może później.]|Może później.
Off corpses. Don't ye know? Wraiths use nails to build their cursed longship.|No tak – trupom paznokcie obcinamy. Każdy przecież wie, że upiory budują z paznokci przeklęty drakkar.|"Zdanie po angielsku: Off corpses. Don't ye know? Wraiths use nails to build their cursed longship.

Tłumaczenie: [Po trupach. Nie wiecie? Zjawy używają gwoździ do budowy swojej przeklętej długiej łodzi.]"|Po trupach. Nie wiecie? Zjawy używają gwoździ do budowy swojej przeklętej długiej łodzi.|Tłumaczenie: [Po trupach. Nie wiesz? Upiory używają gwoździ do budowy swojej przeklętej długiej łodzi.]|Po trupach. Nie wiesz? Upiory używają gwoździ do budowy swojej przeklętej długiej łodzi.
Ermion says the Mask might cause a natural disaster.|Myszowór mówi, że Maska może doprowadzić do kataklizmu.|"Zdanie po angielsku: Ermion says the Mask might cause a natural disaster.

Tłumaczenie: [Ermion mówi, że Maska może spowodować katastrofę naturalną.]"|Ermion mówi, że Maska może spowodować katastrofę naturalną.|Tłumaczenie: [Ermion mówi, że maska może spowodować katastrofę naturalną.]|Ermion mówi, że maska może spowodować katastrofę naturalną.
Sorry. Can't take the job right now. Maybe later.|Na razie nie mogę się tym zająć. Może później.|"Przetłumaczone zdanie na język polski:

[Przepraszam. Nie mogę teraz przyjąć tej pracy. Może później.]"|Przepraszam. Nie mogę teraz przyjąć tej pracy. Może później.|"Przetłumaczone zdanie na język polski:

[Przepraszam. Nie mogę teraz przyjąć tej pracy. Może później.]"|Przepraszam. Nie mogę teraz przyjąć tej pracy. Może później.
Hang on. It's my turn.|Poczekaj. Teraz moja kolej.|"Zdanie po angielsku: Hang on. It's my turn.

Tłumaczenie: [Poczekaj. Teraz jest moja kolej.]"|Poczekaj. Teraz jest moja kolej.|Tłumaczenie: [Poczekaj. Teraz jest moja kolej.]|Poczekaj. Teraz jest moja kolej.
Really wonder if Crach'll be willing to help…|Czy Crach nam pomoże...|"Zdanie po angielsku: Really wonder if Crach'll be willing to help…

Tłumaczenie: [Naprawdę zastanawiam się, czy Crach będzie chciał pomóc…]"|Naprawdę zastanawiam się, czy Crach będzie chciał pomóc…|Tłumaczenie: [Naprawdę nie wiem, czy Crach będzie chciał pomóc...]|Naprawdę nie wiem, czy Crach będzie chciał pomóc...
[DEBUG] No|[DEBUG] No|"Zdanie po angielsku: [DEBUG] No

Tłumaczenie: [DEBUG] Nie

Uwaga: Zdanie ""[DEBUG] No"" wydaje się być komentarzem lub oznaczeniem używanym w programowaniu, a nie pełnym zdaniem w języku naturalnym. W kontekście programistycznym ""DEBUG"" to często używany skrót od ""debugging"" (debugowanie), a ""No"" może oznaczać ""nie"" lub ""fałsz"". Jeśli potrzebujesz bardziej szczegółowego tłumaczenia, proszę podaj pełne zdanie lub kontekst, w którym jest używane."|DEBUG|"Wygląda na to, że nastąpiło nieporozumienie. Podane przez Ciebie zdanie ""[DEBUG] No"" nie jest poprawnym zdaniem w języku angielskim ani żadnym innym języku, który mógłby być przetłumaczony na polski.

Jeśli chodziło Ci o coś innego lub jeśli potrzebujesz przetłumaczenia konkretnego zdania, proszę podaj prawidłowe zdanie w języku angielskim lub innym języku, które chcesz przetłumaczyć na polski."|DEBUG
