en_text|pl_text|bielik_translation_0.0|mixtral-8x22B_translation_0.0|llama3.1_translation_0.0|bielik_translation_0.1|mixtral-8x22B_translation_0.1|llama3.1_translation_0.1|bielik_translation_0.2|mixtral-8x22B_translation_0.2|llama3.1_translation_0.2|bielik_translation_0.3|mixtral-8x22B_translation_0.3|llama3.1_translation_0.3|bielik_translation_0.4|mixtral-8x22B_translation_0.4|llama3.1_translation_0.4|bielik_translation_0.5|mixtral-8x22B_translation_0.5|llama3.1_translation_0.5|bielik_translation_0.6|mixtral-8x22B_translation_0.6|llama3.1_translation_0.6|bielik_translation_0.7|mixtral-8x22B_translation_0.7|llama3.1_translation_0.7|bielik_translation_0.8|mixtral-8x22B_translation_0.8|llama3.1_translation_0.8|bielik_translation_0.9|mixtral-8x22B_translation_0.9|llama3.1_translation_0.9|bielik_translation_1.0|mixtral-8x22B_translation_1.0|llama3.1_translation_1.0
*Sighs* Ehh.|Ech.|*Westchnienie* Ehh.| *Wzdycha* Ehh.|*Wzdycha* Ech.|*Wzdycha* Ehh.| *Wzdycha* Ehh.|*Westchnienie* Ech.|*Westchnienie* Ehh.| *Wzdycha* Ehh.|*Wzdycha* Ech.|Wzdycha *Ehh.*| *Wzdycha* Eeeh.|*Westchnienie* Ech.|Wzdycha. Ehh.| *Wzdycha* Ehh.|*Westchnienie* Ech.|Wzdycha. Ehh.| *Wzdycha* Ehh.|*Westchnienie*. Ech.|Wzdycha. Ehh.| *Wzdycha* Ehh.|*Wzdycha* Ech.|Wzdycha. Ehh.| *Wydech* Hę.|*ziewa* Ech.|"""Wzdycha. Ehh."""|" *Wydech* Ehh.

[Polish doesn't have a direct translation for ""sighs"" as an interjection, so we use ""wydech"" which means ""exhale"" or ""breathe out"" in this context.]"|* Westchnienie *Ech.*|Westchnięcie *Eh.*| *(Wzdycha)* Ech.|*Westchnienie* Ech.|Westchnienie *Ehh.*| <*Wydech> Hej <źle zadowolony dźwięk>.|*Westchnienie* Echh.
I'm Geralt. A witcher.|Jestem Geralt, wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.| Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|Jestem Geralt. Wiedźmin.|" ""Jestem Geralt. Wiedźmin."""|Jestem Geralt z Riwii. Jestem wiedźminem.|Jestem Geralt. Wiedźmin.| Jestem Geraltem. Wiedźminem.|Jestem Geralt. Wiedźmin.
What'd he do to you, Simun?|Czym ci podpadł ten człowiek, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił do ciebie, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simunie?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on wyrządził ci Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił tobie, Simun?|Co on ci zrobił, Simun?|Co on ci zrobił, Simunie?| Co on zrobił ci, Simunie?|Co on ci uczynił, Simun?|Co on ci zrobił, Simunie?| Co zrobił Ci, Simun?|Co on zrobił ci,Simun?
Why won't they let you examine the zone?|Dlaczego cię nie dopuszczają?|Dlaczego nie pozwolą ci zbadać strefy?||Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego nie pozwalają ci zbadać tej strefy?|Dlaczego nie pozwolą ci zbadać strefy?| Dlaczego nie pozwalają Ci zbadać strefy?|Dlaczego ci nie pozwalają obejrzeć tej strefy?
You'd be surprised. But you needn't tell me if you don't want to.|Hm, mógłbyś się zdziwić. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zaskoczony. Ale nie musisz mi tego mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zaskoczony. Ale nie musisz mi tego mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zaskoczony. Ale nie musisz mi tego mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby to dla Ciebie zaskoczeniem. Ale nie musisz mi tego mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Zaskoczyłoby Cię to. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Zaskoczysz się. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Będziesz zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony, ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby to zaskakujące. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłoby cię zaskoczone, ale nie musisz mi nic mówić jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby Ci to zdziwienie. Ale nie musisz mi mówić, jeśli nie chcesz.|Byłbyś zaskoczony, ale nie musisz mi mówić jeśli nie chcesz.|Byłbyś zaskoczony. Ale nie musisz mi mówić, jeśli nie chcesz.| Byłoby to zaskoczenie. Ale nie musisz mi to mówić, jeśli nie chcesz.|Będziesz zaskoczony. Ale nie musisz mi mówić, gdy tego nie chcesz.
Sven must be banished before the jarl learns of this.|Trzeba wygnać Svena, zanim jarl się dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Svend musi zostać wygnany zanim jarl dowie się o tym.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedzie się o tym.|Sven musi zostać wygnany zanim jarl się dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedziałby się o tym.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl się o tym dowiedzie.|Sven musi zostać wygnany zanim jarl się o tym dowie.|Svena należy wygnać, zanim jarl dowie się o tym.| Sven musi zostać wygnany zanim jarl dowiedział się o tym.|Sven musi być wygnany, zanim jarl dowie się o tym.|`Sven musi zostać wygnany, zanim jarl dowie się o tym.`| Sven musi zostać wygnany przed tym, jak jarl dowiedzie się o tym.|Sviana należy wygnać zanim jarl się o tym dowie.
Now we walk only as far as the tree the goddess planted. We place our offerings and make our pleas before it.|A teraz możemy przejść tylko do drzewa, które zasiała sama bogini. Tam składamy nasze dary i prośby.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo zasadzone przez boginię. Składamy nasze ofiary i składa przed nim nasze prośby.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo, które posadziła bogini. Składamy nasze ofiary i zanosimy prośby przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo zasadzone przez boginię. Składamy nasze ofiary i przed nim składamy prośby.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz idziemy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo zasadzone przez boginię. Składamy nasze ofiary i wznosimy prośby przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo posadzone przez boginię. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo zasadzone przez boginię. Składamy nasze ofiary i wznosimy prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo, które posadziła bogini. Składamy nasze ofiary i przedstawiamy nasze prośby przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo zasadzone przez boginię. Umieszczamy nasze ofiary i składamy prośby przed nim.|Teraz idziemy tylko tak daleko, jak drzewo posadzone przez boginię. Składamy nasze ofiary i składamy prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i wypowiadamy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko jak do drzewa zasadzonego przez boginię. Umieszczamy nasze ofiary i składamy prośby przed nim.|Teraz idziemy tak daleko tylko pod drzewo, które posadziła bogini i składamy ofiary oraz zanosimy prośby przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Umieszczamy nasze ofiary i wznosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo, które zasadziła bogini i składamy nasze ofiary oraz wyrażamy nasze błagania przed nim.|Teraz chodzimy tylko tak daleko, jak do drzewa, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko jak drzewo, które zasadziła bogini. Umieszczamy nasze ofiary i składamy próśby przed nim.|Teraz idziemy tylko tak daleko jak drzewo posadzone przez boginię. Składamy nasze ofiary i zanosimy prośby przed nim.|Teraz chodzimy tylko tak daleko, jak drzewo, które zasadziła bogini. Składamy nasze ofiary i zanosimy nasze prośby przed nim.| Teraz chodzimy tylko tak daleko jak drzewo, które zasadziła bogini. Umieszczamy nasze ofiary i zanosimy nasze prośby przed nim.|Teraz idziemy tylko tak daleko jak drzewo, które posadziła bogini. Składamy ofiary i wymawiamy nasze prośby przed nią.
So her becoming queen of all Skellige - it's changed nothing?|Czyli nic się nie zmieniło po tym, jak została królową całego Skellige?|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak jej zostanie królową całego Skellige - to nic nie zmieniło?|Czy więc jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak jej zostanie królową wszystkich Skellige - to nic nie zmieniło?|Czy więc jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak jej zostanie królową całego Skellige - to nic nie zmieniło?|Czy więc jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak jej królowanie nad całym Skellige - to nic nie zmieniło?|Czy więc jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak jej zostanie królową całego Skellige - to nic nie zmieniło?|Czyli jej zostanie królową całego Skellige niczego nie zmieniło?|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak ona stając się królową całych Skellige - to nic nie zmieniło?|"""Czyli jej zostanie królową całego Skellige niczego nie zmieniło?"""|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak jej królowanie nad całym Skellige - to nic nie zmieniło?|Czyż jej zostanie królową całego Skellige nie zmieniło nic?|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak jej królowanie nad całymi Skellige - to nic nie zmieniło?'|'Czy więc zostanie królową całego Skellige nie zmieniło nic?'|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| 'Więc to jej zostanie królową całych Skellige - to nic nie zmieniło?'|Czyż więc stanie się królową całego Skellige, nie zmieniło nic?|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Tak jej koronacja na królową całych Skellige - to nic nie zmieniło?|"""Czyż więc stając się królową całego Skellige nie zmieniło nic?"""|Więc jej zostanie królową całego Skellige - nic nie zmieniło?| Więc ​jej zostanie królową całych Skellige - to nie zmieniło nic?|Tak więc jej własność królową całego Skellige nie zmieniła nic?
What do I do to complete the Path of Warriors? Remind me.|Przypomnij mi, co trzeba zrobić, żeby zakończyć próbę na szlaku wojowników?|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić aby ukończyć Ścieżkę Wojownika? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojownika? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć ścieżkę wojowników? Przypomnij mi.|Co muszę zrobić, aby dokończyć Ścieżkę Wojowników? Zaznaj.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.| Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.|Co muszę zrobić, aby ukończyć Ścieżkę Wojowników? Przypomnij mi.
Fine… We'll do as you say. If the need arises, I can cast spells from up here.|Dobrze. Zrobimy, jak mówisz. Jakby co, będę cię wspierać zaklęciami z murów.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd z góry.|W porządku... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucić zaklęcia stąd.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd z góry.|W porządku... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucić zaklęcia stąd.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać czary z góry.|W porządku... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucić zaklęcia stąd.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy tak, jak powiesz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd z góry.|W porządku... Zrobimy tak jak mówisz. Jeśli zajdzie potrzeba, mogę rzucić zaklęcia stąd.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd z góry.|W porządku... Zrobimy tak jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd z góry.|W porządku... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucić czary stąd.|Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy tak, jak mówisz. Jeśli będzie to konieczne, mogę rzucać zaklęcia z tej pozycji.|W porządku… Zrobimy jak powiedziałeś. Jeśli zajdzie potrzeba, mogę rzucić czary stąd.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy jak powiesz. Jeśli będzie potrzeba, mogę rzucać zaklęcia stąd z góry.|W porządku... Zrobimy tak jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać czary stąd.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zrobimy tak, jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia stąd.|W porządku… Zrobimy jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucić zaklęcia stąd.|Dobrze... Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Postąpisz zgodnie z twoimi słowami. Jeśli zajdzie potrzeba, będę w stanie rzucać zaklęcia stąd z góry.|W porządku… Zrobimy jak mówisz. Jeśli zajdzie potrzeba, mogę rzucić czary stąd.|Dobrze... Zrobimy, jak mówisz. Jeśli zajdzie potrzeba, mogę rzucać zaklęcia stąd.| Dobrze... Zróbimy, jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucać zaklęcia z tego stanowiska.|W porządku... Zrobimy tak jak mówisz. Jeśli zajdzie taka potrzeba, mogę rzucić zaklęcia stąd.
