en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
Leave that to me. Go, seek and find your Cirilla.|Ja z nim pogadam. A wy ruszajcie szukać Ciri.|Zostaw to mnie. Idź, szukaj i znajdź swoją Cirillę.| Zostaw to ze mną. Idź, szukaj i znajdź swoją Ciri.|Zostaw to mnie. Idź, szukaj i znajdź swoją Ciri.|Zostaw to mnie. Idź, poszukaj i znajdź swoją Cirillę.
But could that truly be so important?|Ale żeby to było aż tak ważne...?|Ale czy to naprawdę może być tak ważne?| Ale czy to naprawdę może być tak istotne?|'Czy to naprawdę może być tak ważne?'|Ale czy to naprawdę może być aż tak ważne?
Pass the mead and a tankard for the man!|Dawać wina i kielich!|Podaj miód pitny i kufel dla mężczyzny!| 'Podaj miad i naczynie dla mężczyzny!'|Podaj miód i kufel dla mężczyzny!|Podaj mu miód pitny i kufel!
Recovered your stolen horn.|Odzyskałem skradziony róg.|Odzyskałem skradziony róg.| Odnaleziono skradziony róg.|Odzyskałeś skradziony róg.|Odzyskałeś skradziony róg.
Our wagon's full of loot we ripped from the Black Ones.|Bo nasz wóz cały wyładowany jest łupami wydartymi czarnym.|Nasz wóz jest pełen łupów zrabowanych od Czarnych.| Nasz wóz przepchnięty jest łupami, które wyrywamy od Czarnych.|Nasza furmanka jest pełna łupów, które porwaliśmy od Czarnych.|Nasz wóz jest pełen łupów, które wydarliśmy Czarnym.
Lovely as monickers go.|Sympatyczny przydomek.|Cudowna, jak na pierwsze imiona.| Uroczyste jako przezwiska.|Świetnie jako pseudonim.|Ładne określenie.
The clans will unite. There'll be peace.|Teraz klany się zjednoczą i będzie pokój.|Rody się zjednoczą. Nastanie pokój.| Klany się zjednoczą. Będzie pokój.|Klany będą zjednoczone. Zapanuje pokój.|Klany się zjednoczą. Będzie pokój.
Can you cut my hair?|Ostrzyżesz mnie?|Czy możesz mnie ostrzyc?| Czy możesz mi ustrzyc włosy?|Czy możesz ostrzyc mi włosy?|Czy możesz obciąć mi włosy?
Me da fished, as did his da, and his da's da… Just sorta happened.|Ojciec łowił, przed nim dziadek i pradziadek... Jakoś tak wyszło.|Ja łowiłem ryby, jak robił to mój ojciec, a ojciec mojego ojca... Tak po prostu się stało.| To się przytrafiło, tak jak zdało się to zdarzyć jego tacie i dziadkowi... Samo się stało.|'Mój ojciec łowił ryby, tak jak jego ojciec, i ojciec jego ojca... Po prostu tak to wyszło'.|Ja łowiłem ryby, jego tata też, a tata jego taty… Po prostu tak się stało.
What do the druids think of Skellige's new ruler?|Jak druidzi zapatrują się na nowego władcę Skellige?|"""Co myślą druidzi o nowym władcy Skelligii?"""| Co druidzi myślą o nowym władcy Skellige?|Co druidzi myślą o nowym władczej Skellige?|Co druidzi sądzą o nowym władcy Skellige?
Till one day Cerys, a brave lass of Skellige, called the demon out, challenged him to a duel.|Lecz pewnego dnia Cerys, dzielna córa skelligijskiej ziemi, rzuciła demonowi wyzwanie.|Aż pewnego dnia odważna dziewczyna z Skelligów o imieniu Cerys wezwała demona, rzuciła mu wyzwanie i stanęła do pojedynku.| Aż pewnego dnia Cerys, odważna dziewczyna ze Skellige, wyzwała demona, rzuciła mu wyzwanie na pojedynek.|Do tego dnia, kiedy Cerys, dzielna dziewczyna ze Skellige, zawołała demona i wyzwała go na pojedynek.|Aż pewnego dnia Cerys, odważna dziewczyna ze Skellige, wywołała demona i wyzwała go na pojedynek.
Sure. I'll race.|Wezmę udział w wyścigu.|Oczywiście. Wyścig się odbędzie (lub: Pójdę w zawody).| Zapewne. Będę się ścigać.|Okej, dam radę. Zacznijmy zawody.|Jasne. Będę się ścigać.
Thanks… Farewell.|Dzięki... Bywaj.|Dziękuję... Żegnaj.| Dzięki... Żegnaj.|Dziękuję... Żegnaj.|Dziękuję… Żegnam.
That man in the mask… he's from afar, isn't he?|Ten w masce... On chyba jest z daleka, co?|"""Ten człowiek w masce... on jest z daleka, prawda?"""| Ten mężczyzna w masce... On jest z daleka, prawdaż?|Ten mężczyzna w masce... on jest z daleka, prawda?|Ten człowiek w masce… widać go z daleka, prawda?
Three years! Three years and not a word, not a peep! Until today. You made me break my vow. Happy?!|Trzy lata. Trzy lata i ani słowa, ani pisku nawet! Aż do dziś. Złamałem śluby. Zadowolony?!|"""Trzy lata! Trzy lata i ani słowa, ani piśnięcia! Aż do dziś. Sprawiłeś, że złamałem moje przyrzeczenie. Szczęśliwy?"""| Trzy lata! Trzy lata i ani słowa, ani dźwięku! Aż do dzisiaj. Zmusiłeś mnie do zerwania przysięgi. Cieszysz się?|Trzy lata! Trzy lata i ani słowo, ani gwizdek! Aż do dzisiaj. Zmusiłeś mnie do złamania ślubu. Cieszysz się?!|Trzy lata! Trzy lata i ani słowa, ani pisku! Aż do dziś. Sprawiłeś, że złamałam przysięgę. Szczęśliwa?!
I have no home.|Ja nie mam domu.|Nie mam domu.| Nie mam domu.|Nie mam domu.|Nie mam domu.
I'd sail out to find them, I would, but I've got to make sure the wedding's proper prepared.|Normalnie sam bym wypłynął na poszukiwania, ale muszę dopilnować, żeby przygotowano wesele jak należy.|Popłynąłbym ich szukać, ale muszę upewnić się, że wesele jest porządnie przygotowane.| Popłynęłbym w morze, żeby je odnaleźć, ale muszę zadbać, żeby ślub był poprawnie przygotowany.|Wypłynąłbym aby ich znaleźć, wypłynąłbym, ale muszę się upewnić, że ślub jest należycie przygotowany.|Wypłynąłbym, żeby ich poszukać, ale muszę się upewnić, że wesele będzie odpowiednio przygotowane.
Found a wreck. It's been here a while. Wood's rotted.|Ten wrak już tu leży jakiś czas. Drewno zbutwiało.|Znalazłem wrak. Jest tu od jakiegoś czasu. Drewno zgniło.| Znalazłem wrak. Był tu już przez jakiś czas. Drewno uległo zbutwieniu.|Znaleziono wrak. Jest tu już od dłuższego czasu. Drewno jest zgniłe.|Znaleziono wrak. Jest tu już jakiś czas. Drewno zgniło.
Feeble. But I expected as much.|Słabiutko. Ale spodziewałem się tego.|Nieudolny. Ale tego się spodziewałem.| Słabe. Ale miałem na to nadzieję.|Słaby. Ale spodziewałem się tego.|Słabe. Ale spodziewałem się tego.
It shan't take long.|To nie zajmie długo.|Nie zajmie to dużo czasu.| Nie zajmie to długo.|Nie potrwa to długo.|To nie potrwa długo.
Thanks for sparing a moment.|Dzięki za poświęconą chwilę.|Dziękuję za znalezienie chwili.| Dziękuję za poświęcenie chwili.|Dziękuję za poświęcenie chwili.|Dziękuję za poświęcenie chwili.
He knew, however, that he could only use it once. So he waited. Waited until his longing grew so strong that it became unbearable.|Wiedział jednak, że może jej użyć tylko raz, dlatego czekał, aż zatęskni tak bardzo, że nie będzie mógł już tego znieść.|Wiedział jednak, że może go użyć tylko raz. Czekał więc. Czekał, aż jego pragnienie tak się nasili, że stanie się nie do zniesienia.| Wiedział jednak, że może użyć tego tylko raz. Tak więc czekał. Czekał aż jego tęsknota stała się tak silna, że stała się nie do zniesienia.|Wiedział jednak, że może go użyć tylko raz. Zaczekał więc. Czekając aż jego pragnienie stało się tak silne, że stało się nie do zniesienia.|Wiedział jednak, że może go użyć tylko raz. Więc czekał. Czekał, aż jego tęsknota stanie się tak silna, że stanie się nie do zniesienia.
Mummy, whatcha cookin'?|Mamooo, co gotujesz?|"""Mamusiu, co gotujesz?"""| Mamusiu, co gotujesz?|"""Mamo, co gotujesz?"""|Mamusiu, co gotujesz?
Velen - awful place. Somehow Ciri wound up at the castle of the local ruler - a baron, self-proclaimed. This was after she was injured.|Rozejrzałem się po Velen. Strasznie ponure miejsce. Ranna Ciri trafiła tam do samozwańczego Barona, który trzęsie okolicą.|Velen - okropne miejsce. Jakimś cudem Ciri znalazła się w zamku lokalnego władcy - barona, który sam się koronował. Stało się to po tym, jak została ranna.| Velen - odrażające miejsce. W jakiś sposób Ciri skończyła w zamku lokalnego przywódcy - barona, który sam siebie mianował. To było po tym, jak została ranna.|Velen to straszne miejsce. Asystent Ciri irgendwie trafiła na zamek lokalnego władcy - barona, który ogłosił siebie baronem. Stało się to po tym jak została ranna.|Velen - okropne miejsce. Ciri jakoś wylądowała w zamku lokalnego władcy - barona, samozwańczego. Stało się to po tym, jak została ranna.
You're a fool. You know what they do to men like us?|Głupi jesteś. Wiesz, co one robią z takimi jak my?|Jesteś głupcem. Wiesz, co robią z mężczyznami takimi jak my?| Jesteś głupcem. Wiesz, co oni robią z ludźmi takimi jak my?|Jesteś głupcem. Wiesz co robią z takimi jak my mężczyznami?|Jesteś głupcem. Wiesz co robią takim ludziom jak my?
They say Freya herself planted it. When the world was young the goddess strode across Skellige, sowing seeds among the rocks. But Uroboros, the snake, bit a hole in her basket.|Mówi się, że założyła go sama Freyja. Na początku świata bogini szła przez Skellige, sypiąc nasiona między nagie skały... Ale wąż Uroboros rozerwał jej siewnicę.|Mówią, że to sama Freya posiała te kwiaty. Kiedy świat był młody, bogini przemierzała Skelligi, rozrzucając nasiona po skałach. Jednak Uroburos, wąż, zrobił dziurę w jej koszyku.| Mówi się, że Freya sama zasadziła je. Gdy świat był młody, bogini przechodziła przez Skellige, sadząc nasiona między skałami. Ale Uroboros, wąż, ugryzł dziurę w jej koszyku.|Mówi się, że to sama Freja go zasadziła. Kiedy świat był młody, bogini przeszła przez Skellige, rozsiewając nasiona pośród skał. Ale Uroboros, wąż, odgryzł dziurę w jej koszyku.|Mówią, że sama Freya ją zasadziła. Kiedy świat był młody, bogini przemierzała Skellige, siejąc nasiona wśród skał. Ale Uroboros, wąż, ugryzł dziurę w jej koszyku.
A troll.|Troll.|Troll.| 'Troll.'|Troll.|Troll.
Nilfgaard. They've the most to gain! But we'll avenge our sons. We'll burn their shores from Nazair to Etolia!|Nilfgaard. Oni najwięcej zyskają! Ale pomścimy naszych synów. Spalimy im wybrzeże od Nazairu po Etolię!|Nilfgaard. Oni mają najwięcej do zyskania! Ale pomścimy naszych synów. Spalimy ich brzegi od Nazairu do Etolii!| Nilfgaard. Oni mają najwięcej do zdobycia! Ale pomścimy nasze syny. Spalimy ich wybrzeża od Nazairu do Etolii!|NILFGAARDIA!. Oni mają najwięcej do zyskania!, Ale będziemy szukać zemsty za naszych synów Będziemy palić ich brzegi od Nazairu po Etiol .|Nilfgaard. Oni mają najwięcej do zyskania! Ale pomścimy naszych synów. Spalimy ich wybrzeża od Nazairu do Etolii!
Any glory stemming from the giant's death should be yours.|Zaszczyt zabicia giganta powinien przypaść tobie.|Każda chwała wynikająca ze śmierci olbrzyma powinna być twoja.| Wszelka chwała wyrastająca ze śmierci tego olbrzyma powinna być twoja.|Róża chwały wynikająca ze śmierci olbrzyma powinna być Twoją.|Wszelka chwała płynąca ze śmierci olbrzyma powinna być twoja.
Collection compromised. Commencing beast teleportation.|Naruszenie zbiorów. Teleportacja bestii rozpoczęta.|Kolekcja skompromitowana. Rozpoczęto teleportację bestii.| Nie należy dodawać żadnych wyjaśnień, tylko podawać samo tłumaczenie: 'Kolekcja zagrożona. Rozpoczynam teleportację bestii.'|Kolekcja zagrożona. Rozpoczęcie teletransportacji bestii.|Kolekcja zagrożona. Rozpoczęcie teleportacji bestii.
You washed away disgrace with the blood of our foes, Hjalmar. I, eldest among the jarls, cleanse your clan's name.|Zmyłeś hańbę krwią wrogów, Hjalmar. Jako najstarszy z jarlów oczyszczam imię twego rodu.|Zmyłeś hańbę krwią naszych wrogów, Hjalmarze. Ja, najstarszy z jarlów, oczyszczę imię twego klanu.| Zmyłeś hańbę krwią naszych wrogów, Hjalmarze. Ja, najstarszy wśród jarlów, oczyszczam imię twego rodu.|'Obmyłeś hańbę krwią naszych wrogów, Hjalmare. Ja, najstarszy spośród jarłów, oczyszczam imię twojego klanu.|Zmyłeś hańbę krwią naszych wrogów, Hjalmarze. Ja, najstarszy z jarlów, oczyszczam imię twojego klanu.
Hail, White One! Have a look here.|Hola, białowłosy! Zajrzyj tutaj.|Witaj, Biały! Spójrz tutaj.| Witaj, Biały! Popatrz tutaj.|Chwalony Biały przypatrz się temu.|Witaj, Biały! Spójrz tutaj.
Gods bless Queen Cerys!|Błogosław królowej Cerys!|"""Niech Bóg błogosławi Królową Cerys!"""| 'Boże błogosławi Królowej Cerys!'|Niech Bóg błogosławi Królową Cerys!|Niech Bogowie błogosławią Królową Cerys!
Good men! He's a servant to an Craite, a lackey! He will say what they command him to say! He would lie for them even were he to pay for it with his head!|Ludzie! To przecież sługa an Craite! Powie, co mu każą. Choćby miał za kłamstwo zapłacić własną głową!|Dobrzy ludzie! To sługa kraita (krajty), lokaj. Powtórzy tylko to, co mu każą. Skłamałby dla nich, choćby miał za to zapłacić głową!| 'Dobrzy ludzie! On jest sługą [nad] Craite, służącym! Powie, co nim kazą! Załazałby za nich nawet w razie, gdyby miał ściąć głowę za to!'|'Dobrzy mężczyźni! On jest sługą Craite, lakiejem! Powie to, co mu rozkazano powiedzieć! Zeznałby kłamliwie nawet gdyby za to musiał zapłacić swoim życiem!'|Dobrzy ludzie! On jest sługą Craite, lokajem! Powie, co mu każą! Skłamałby dla nich, nawet gdyby miał za to zapłacić głową!
None, Jarl.|Nic.|Żaden, Jarl.| Żaden, Jarl.|Żaden, Jarlu.|Żadnego, Jarlu.
Tell you what it's not - any of your concern.|Powiem ci czym nie jest. Nie jest twoją sprawą.|Powiem ci, czym to nie jest - twoim zmartwieniem.| Powiedzmy co to nie jest - cała ta sprawa nie jest twoją sprawą.|Powiem ci co to nie jest - żaden z twoich problemów.|Powiem ci, co to nie jest - to już twoja sprawa.
So did everyone in that room who's not completely deaf.|Podobnie jak trzydzieści innych osób, które stało najbliżej.|Także każda osoba w tym pokoju, która nie jest całkowicie głucha.| Tak zrobił każdy w tym pokoju, kto nie jest całkowicie głuchy.|Tak jak każdy w tym pokoju, kto nie całkiem nie słyszy.|Podobnie jak wszyscy w tym pokoju, którzy nie są całkowicie głusi.
Wolf… I thank you.|Wilku... Dziękuję.|Wilk... Dziękuję ci.| Wilku… dziękuję ci.|Wilk… Dziękuję.|Wilku… dziękuję ci.
Nekker Warrior|Nekker Wojownik|Wojownik Nekker|" ""Wojownik Nekkera""

Context:

""Nekker Warrior"" is likely a character name from a game or fantasy story. Since it refers to a specific concept, it should be translated directly to maintain the original meaning. Here, ""Nekker"" is a creature name, and ""Warrior"" is the character's role. Therefore, the Polish translation is ""Wojownik Nekkera""."|Wojownik Nekker|Wojownik szyi
Watch out!|Uważaj!|Uważaj!| Uwaga!|Uwaga!|Uważaj!
Yeah… and it had golden scales.|Tak... I miał złote łuski.|Tak... i miało złote łuski.| Tak… i miało złote łuski.|'Tak, a miało ono też złote łuski'.|Tak… i miał złote łuski.
Vildkaarls don't have families.|Vildkaarlowie nie mają rodzin.|Dzikie koty nie mają rodzin.| Dzicy nie mają rodzin.|Vildkarlowie nie mają rodzin.|Vildkaarls nie mają rodzin.
What else would Skellige boys fight about?|No tak, o co innego mogliby się pokłócić chłopcy ze Skellige.|O co jeszcze mogliby walczyć chłopcy ze Skellige?| Co jeszcze chłopcy z Skellige mogliby sobie przepychanieć po głowie?|'O czym jeszcze mogliby kłócić się chłopcy ze Skellige?'|O co jeszcze kłócili się chłopcy ze Skellige?
Then they'll die for bein' idiots. Enough jabberin', already. Let's go.|W takim razie zginą za swoją głupotę. Dość gadania. Idziemy.|Wtedy umrą za bycie idiotami. Wystarczy już gadania. Chodźmy.| Wtedy umrą, bo są idioci. Dosyć już panować. Chodźmy.|Potem umrą za głupotę. Wystarczy już gadania. Chodźmy.|A potem umrą za to, że są idiotami. Dość już gadania. Chodźmy.
I don't stand a chance against ye, I know it well. But I was thinkin' - maybe you'd let me win?|Wiem, że z tobą nie wygram. Chyba że pozwolisz mi zwyciężyć.|Nie mam z wami szans, dobrze o tym wiem. Ale myślałem - może pozwolicie mi wygrać?| 'Nie mam szans przeciwko tobie, dobrze wiem o tym. Ale myślałem - może pozwolisz mi wygrać?'|Nie mam szans z Tobą, to wiem zbyt dobrze. Ale więc pomyślałem... może byś pozwolił mi wygrać?|Nie mam szans z wami, wiem to dobrze. Ale myślałem - może pozwolisz mi wygrać?
Take care.|Bywaj.|Bądź ostrożny.| Zadbaj o siebie.|Zasiali się.|Dbać o siebie.
It's not the gods.|To nie bogowie.|To nie są bogowie.| To nie bogowie.|To nie bogowie.|To nie bogowie.
Well? What is it?|No? O co chodzi?|No cóż? Co to jest?| 'No to? Co to jest?'|A co tam? Co jest?.|No i co to jest?
B-b-b-but why so jumpy?|Aaaa-ale, na co te nerwy?|Ale dlaczego jesteś tak nerwowy?| A-a-a-a-le tylko tak turbulencje w Twoim zachowaniu?|A-a-ale dlaczego tak bardzo przestraszony?|Ale czemu jesteś taki nerwowy?
I'm fine. I really showed 'em, didn't I?|Nic mi nie jest. Pokazałem im, co?|Wszystko w porządku. Naprawdę im pokazałem, prawda?| Wszystko w porządku. Naprawdę dałem im pokaz, nieprawdaż?|W porządku, prawda? Pokazałem im.|Nic mi nie jest. Naprawdę im pokazałem, prawda?
Away with you.|Precz.|Odczep się.| Odejdźcie.|Precz stąd.|Precz z tobą.
Recruited quite a few men… No Hjalmar here, though.|Sporo ich nazbierał... Ale Hjalmara tu nie ma.|Zwerbowaliśmy całkiem sporo mężczyzn... Ale tu nie ma Hjalmara.| Rekrutowałem sporo ludzi... Ale jakiegoś Hjalmara tu nie ma.|Z Werbowali już kilku mężczyzn… Tylko nie Hjalmara.|Zrekrutowano całkiem sporo ludzi... Chociaż nie było tu Hjalmara.
