en_text|pl_text|google_translation|bielik_translation_0.0|mixtral-8x22B_translation_0.0|llama3.1_translation_0.0|bielik_translation_0.1|mixtral-8x22B_translation_0.1|llama3.1_translation_0.1|bielik_translation_0.2|mixtral-8x22B_translation_0.2|llama3.1_translation_0.2|bielik_translation_0.3|mixtral-8x22B_translation_0.3|llama3.1_translation_0.3|bielik_translation_0.4|mixtral-8x22B_translation_0.4|llama3.1_translation_0.4|bielik_translation_0.5|mixtral-8x22B_translation_0.5|llama3.1_translation_0.5|bielik_translation_0.6|mixtral-8x22B_translation_0.6|llama3.1_translation_0.6|bielik_translation_0.7|mixtral-8x22B_translation_0.7|llama3.1_translation_0.7|bielik_translation_0.8|mixtral-8x22B_translation_0.8|llama3.1_translation_0.8|bielik_translation_0.9|mixtral-8x22B_translation_0.9|llama3.1_translation_0.9|bielik_translation_1.0|mixtral-8x22B_translation_1.0|llama3.1_translation_1.0
Hm, now that you mentioned him… just noticed Hjalmar's not here.|Skoro już się zgadało... Nie widzę wśród was Hjalmara.|Hm, skoro o nim wspomniałeś… właśnie zauważyłem, że Hjalmara tu nie ma.|Hm, skoro o nim wspomniałeś... Właśnie zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmar nie jest tutaj.|Hm, teraz gdy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.|Hm, skoro o nim wspomniałeś... Właśnie zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmar nie jest tutaj.|Hm, teraz gdy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.|Hm, skoro o nim wspomniałeś... Właśnie zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmar nie jest tutaj.|Hm, teraz gdy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.|Hm, skoro o nim wspomniałeś... Właśnie zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmar nie ma tu obecności.|Hm, teraz gdy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.|Hm, teraz kiedy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmar nie jest tutaj.|Hm, teraz gdy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.|Hm, teraz gdy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, kiedy wspomniałeś o nim… zauważyłem, że Hjalmar nie jest tutaj.|Hm, teraz jak o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.|Hm, skoro o nim wspomniałeś... Właśnie zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmar nie jest tutaj.|Hm, teraz jak o nim wspomniałeś... zauważyłem, że Hjalmara tu nie ma.|Hm, teraz kiedy o nim wspomniałeś... zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmar nie jest tutaj.|Hm, teraz jak o nim wspomniałeś… zauważyłem, że Hjalmara tu nie ma.|Hm, teraz kiedy o nim wspomniałeś... Zauważyłem, że Hjalmara tu nie ma.| Hm, teraz, gdy wspomniałeś o nim… zauważyłem, że Hjalmara tu nie ma.|Hm, teraz gdy o nim wspomniałeś... zauważyłem właśnie, że Hjalmara tu nie ma.|Hm, teraz gdy o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.| No, teraz jak wspomniałeś o nim... dopiero zauważyłem, że Hjalmara nie ma.|Och, teraz jak o nim wspomniałeś... właśnie zauważyłem, że Hjalmara tu nie ma.|Hm, teraz kiedy o nim wspomniałeś… zauważyłem, że Hjalmara tu nie ma.| 'Hm, teraz, gdy o nim wspomniałeś… zauważyłem, że Hjalmara tu nie ma.'|Chyba że wspomniałeś o nim... Dopiero teraz zauważyłem, że Hjalmara tu nie ma.
Sorry, not interested.|Nie jestem zainteresowany.|Przykro mi, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|"""Przepraszam, nie jestem zainteresowany."""|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie interesuje mnie to.|Przepraszam, nie jestem zainteresowany.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie jestem zainteresowany.|Przepraszam, nie interesuje mnie to.| Przepraszam, nie jestem zainteresowany.|Przepraszam, nie interesuje mnie to.|Przepraszam, nie interesuje mnie to.| Przepraszam, nie jestem zainteresowany.|Przepraszam, mnie to nie interesuje.
He probably thought they'd take him someplace safe.|Pewnie myślał, że zabiorą go w bezpieczne miejsce.|Pewnie myślał, że zabiorą go w jakieś bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.| Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce.| Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce.| Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce.| Prawdopodobnie sądził, że zabiorą go gdzieś w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce.| Prawdopodobnie myślał, że zabiorą go gdzieś bezpiecznego.|Prawdopodobnie sądził, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce.| Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.| Prawdopodobnie sądził, że zabiorą go gdzieś w bezpieczne miejsce.|Prawdopodobnie sądził, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.| Prawdopodobnie sądził, że zabiorą go gdzieś, gdzie będzie bezpieczny.|Prawdopodobnie sądził, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go gdzieś w bezpieczne miejsce.| Prawdopodobnie sądził, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce.| Prawdopodobnie myślał, że zabiorą go gdzieś na bezpieczną przystań.|Prawdopodobnie zakładał, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w jakieś bezpieczne miejsce.| Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.|Prawdopodobnie myślał, że zabiorą go w bezpieczne miejsce.
What?|Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|Co?|Co?| Co?|"""Cóż?"""
I know you feel better, but you're yet too week to embark on a journey.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaba, żeby wyruszać w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze za słaby, żeby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś wciąż zbyt słaby, by wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie jesteś wystarczająco silny, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, aby wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie jesteś wystarczająco silny, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, by wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, aby wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie jesteś wystarczająco silny, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś nadal zbyt słaby, aby wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie jesteś wystarczająco silny, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze za słaby, by wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś wciąż zbyt słaby, by wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie jesteś wystarczająco silny, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś wciąż zbyt słaby, aby wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie jesteś wystarczająco silny, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś wciąż zbyt słaby, by wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie jesteś wystarczająco silny, aby wyruszyć w podróż.|Wiem, że się poprawiasz, ale jesteś zbyt słaby, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, aby wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie jesteś wystarczająco silny, by wyruszyć w podróż.|Wiem, że się poprawiłeś, ale jesteś jeszcze za słaby, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, aby wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jesteś jeszcze za słaby, by wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, by ruszyć w drogę.|"""Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, by wyruszyć w podróż."""| Wiem, że czujesz się lepiej, ale jeszcze jesteś za słaby, by wyruszyć w podróż.|Wiem, że się poprawiasz, ale jesteś jeszcze zbyt słaby, by wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaby, by wyruszyć w podróż.| Wiem, że czujesz się lepiej, ale jeszcze nie masz wystarczająco sił, aby wyruszyć w podróż.|Wiem, że czujesz się lepiej, ale jesteś wciąż za słaby, aby się rozejdź z domu.
Wouldn't mind a look at your stock.|Chętnie się rozejrzę.|Nie miałbym nic przeciwko obejrzeniu Twoich akcji.|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.| Nie miałbym nic przeciwko zajrzeniu do Waszego asortymentu.|Nie miałbym nic przeciwko rzuceniu okiem na Twoje zapasy.|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.| Nie miałbym nic przeciwko zajrzeniu do Waszego asortymentu.|Nie miałbym nic przeciwko rzuceniu okiem na twoje zapasy.|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.| Nie miałbym nic przeciwko zajrzeniu do Waszego asortymentu.|Nie miałbym nic przeciwko rzuceniu okiem na Twoje zapasy.|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.| Nie miałbym nic przeciwko spojrzeniu na twoje zapasy.|Nie miałbym nic przeciwko rzuceniu okiem na Twoje zapasy.|Nie miałbym nic przeciwko rzuceniu okiem na twoje akcje.| Nie miałbym nic przeciwko zajrzeniu do Waszego asortymentu.|Nie miałbym nic przeciwko rzuceniu okiem na Twoje zapasy.|Nie miałbym nic przeciwko rzuceniu okiem na twój stan magazynowy.| Nie miałbym nic przeciwko zajrzeniu do Twojego asortymentu.|Nie miałbym nic przeciwko obejrzeniu twojego towaru.|Nie miałbym nic przeciwko rzuceniu okiem na twój inwentarz.| Nie miałbym nic przeciwko spojrzeniu na Twój asortyment.|Nie miałbym nic przeciwko, gdybyś pokazał mi swoje zapasy.|Nie miałbym nic przeciwko zerknięciu na twój stan magazynowy.||Nie miałbym nic przeciwko rzuceniu okiem na Twoje towary.|Nie miałbym nic przeciwko spojrzeniu na Twój stan magazynowy.| Nie miałbym nic przeciwko zajrzeniu do twoich zapasów.|Nie miałbym nic przeciwko obejrzeniu twojego zapasu.|Nie miałbym nic przeciwko rzuceniu okiem na twoje akcje.| Nie miałbym nic przeciw zobaczeniu waszego asortymentu.|Nie miałabyś nic przeciwko temu gdybym rzuciła okiem na Twoje towary.|Nie miałbym nic przeciwko rzuceniu okiem na twój akcjonariat.| Nie miałbym nic przeciw pozmienianiu Twojego asortymentu.|Nie miałbyś nic przeciw temu, gdybym rzucił okiem na Twój towar.
Silence. 'Tis her decision.|Milczcie. To jej decyzja.|Cisza. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Cisza. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Cisza. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Milczenie. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Cisza. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Cisza. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Milczenie. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Milczenie. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Milczenie. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Milczenie. To jej decyzja.|Cisza. To jest jej decyzja.| Cisza. To jej decyzja.|Cisza. To jej decyzja.|Cisza. To jej decyzja.| Cisza. To jej decyzja.|Cisza. Jest to jej decyzja.
The witcher known as the White Wolf, I know. They tell stories about you every day 'round here. Lookin' for an open seat at the table?|Wiedźmin zwany Białym Wilkiem, wiem. Już zdążyli cię tu obgadać. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk, wiem. Opowiadają o tobie historie każdego dnia &#39;w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk? Wiem. Opowiadają o tobie historie w całej okolicy. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. Opowiadają o tobie historie każdego dnia w tej okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znanego jako Biały Wilk znam. Opowiadają o tobie codziennie w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk? Wiem. Opowiadają o tobie historie w całej okolicy. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. Opowiadają o tobie historie każdego dnia w tej okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znanego jako Biały Wilk znam. Opowiadają o tobie codziennie w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk, tak wiem. Opowiadają o tobie historie w okolicy. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. Opowiadają o tobie historie każdego dnia tutaj. Szukasz wolnego miejsca przy stole?|Wiedźmin znanego jako Biały Wilk znam. Opowiadają o tobie codziennie w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk? Wiem. Tutaj codziennie opowiadają o tobie historie. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. Opowiadają o Tobie historie każdego dnia w tej okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znanego jako Biały Wilk znam. Opowiadają o tobie codziennie w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk? Wiem. Opowiadają o tobie historie w całej okolicy. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. Opowiadają o tobie historie każdego dnia w tej okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znanego jako Biały Wilk, znam. Opowiadają o tobie każdego dnia w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk? Wiem. Opowiadają o tobie historie w okolicy. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. Opowiadają o tobie historie każdego dnia tutaj. Szukasz wolnego miejsca przy stole?|Wiedźmin znanego jako Biały Wilk, znam. Ludzie opowiadają o tobie każdego dnia w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk? Wiem. Tutaj opowiadają o tobie różne historie. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. Opowiadają o tobie historie codziennie w tej okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znanego jako Biały Wilk znam. Opowiadają o tobie każdego dnia w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin zwany Białym Wilkiem - słyszałem o tobie. Opowiadają tu o tobie historie każdego dnia. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. O tobie opowiadają historie każdego dnia w tej okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin znany jako Biały Wilk to ja. Opowiadają o tobie każdego dnia w okolicy. Szukasz wolnego miejsca przy stole?|Wiedźmin zwany Białym Wilkiem – słyszałem o tobie. Opowiadają tu o tobie historie każdego dnia. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, ja znam. Każdego dnia opowiadają tu o Tobie historie. Szukasz wolnego miejsca przy stoliku?|Wiedźmin znanego jako Biały Wilk znam. Codziennie słyszę o Tobie opowieści wokół siebie.Czy szukasz wolnego miejsca przy stole?|Wiedźmin zwany Białym Wilkiem, tak? Opowiadają o tobie historie z każdym dniem wokół tego miejsca. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. O tobie opowiadają tu historie na każdym kroku. Szukasz wolnego miejsca przy stole?|'Czarownik znany jako Biały Wilk, znam. Opowiadają o tobie każdego dnia w okolicy. Szukasz wolnego miejsca przy stole? '|Wiedźmin znany jako Biały Wilk? Wiem. Opowiadają o tobie historie wszędzie dokoła. Szukasz wolnego miejsca przy stole?| Wiedźmin znany jako Biały Wilk, znam. Opowiadają o tobie historie tutaj każdego dnia. Poszukujesz wolnego miejsca przy stole?|'Czarodziej znanego jako Biały Wilk znam. Opowiadają o tobie codziennie na około tu. Szukasz wolnego miejsca przy stole?'
She's always liked competin' with me. I've always won in the end so far, though.|Zawsze lubiła się ze mną ścigać. Ale dotąd to zawsze ja wygrywałem.|Zawsze lubiła ze mną rywalizować. Ale jak dotąd zawsze wygrywałem.|Ona zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na końcu.| Zawsze lubiła konkurować ze mną. Do tej pory zawsze wygrywałem jednak.|Zawsze jej się podobało ze mną rywalizować. Jak dotąd zawsze wychodziłem zwycięsko.|Ona zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na końcu.| Zawsze lubiła rywalizować ze mną. Do tej pory zawsze wygrywałem jednak.|Zawsze jej się podobało ze mną rywalizować. Jak dotąd zawsze wychodziłem zwycięsko.|Ona zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na końcu.| Ona zawsze lubiła konkurować ze mną. Do tej pory zawsze wygrywałem jednak na koniec.|Zawsze jej się podobało ze mną rywalizować. Do tej pory jednak zawsze wychodziłem zwycięsko.|Ona zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na końcu.| Ona zawsze lubiła konkurować ze mną. Zawsze wygrywałem do tej pory, jednak.|Zawsze jej się podobało ze mną rywalizować. Jak dotąd zawsze wychodziłem zwycięsko.|Ona zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na końcu.| Ona zawsze lubiła rywalizować ze mną. Zawsze wygrywałem do tej pory, jednak.|Zawsze jej się podobało ze mną rywalizować. Dotąd jednak zawsze wychodziłem zwycięsko.|Ona zawsze lubiła rywalizować ze mną. Jak dotąd zawsze wygrywałem na końcu.| Zawsze lubiła rywalizować ze mną. Do tej pory zawsze wygrywałem jednak, na szczęście.|Zawsze jej się podobała rywalizacja ze mną. Na razie zawsze wychodziłem zwycięsko.|Ona zawsze lubiła ze mną rywalizować. Do tej pory zawsze wygrywałem na końcu.| Zawsze lubiła ze mną konkurować. Zawsze wygrywałem na koniec, ale dotychczas.|Zawsze jej się podobało ze mną rywalizować. Jak dotąd zawsze wychodziłem zwycięsko.|Ona zawsze lubiła ze mną rywalizować. Do tej pory za każdym razem wygrywałem.| Ona zawsze lubiła ze mną konkurować. Zawsze wygrywałem do tej pory, jednak.|Zawsze jej się podobało ze mną rywalizować. Do tej pory zawsze wychodziłem zwycięsko.|Ona zawsze lubiła ze mną rywalizować. Jak dotąd zawsze wygrywałem na koniec.| Ona zawsze lubiła konkurować ze mną. Do tej pory zawsze wygrywałem w końcu, jednak.|Zawsze jej się podobało ze mną rywalizować. Do tej pory jednak zawsze wychodziłem zwycięsko.|Ona zawsze lubiła ze mną rywalizować. Udało mi się wygrać w końcu za każdym razem, jak do tej pory.| Zawsze lubiła rywalizować ze mną. Do tej pory, jednakże, zawsze wygrywałem w końcu.|Ona lubi ze mną rywalizować zawsze. Ale do tej pory zawsze wychodziłem zwycięsko.|Ona zawsze lubiła rywalizować ze mną. Udało mi się wygrać na końcu, przynajmniej do tej pory.| Zawsze lubiła ze mną rywalizować. Jak dotąd, zawsze wygrywałem na koniec.|Zawsze jej się podobało ze mną rywalizować. Do tej pory zawsze wygrywałem jednak ostatecznie.
Lost to a witcher, Sparrowhawk. That'd likely happen to any of us.|Przegrałaś z wiedźminem, Przepiórko. Każdy z nas by przegrał.|Stracony przez wiedźmina, Krogulec. To prawdopodobnie przytrafiłoby się każdemu z nas.|Stracony dla wiedźmina, krogulec. To mogłoby się przytrafić każdemu z nas.| 'Przegrał z Wiedźminem, Jastrzębiątko. Tak się zdarzyłoby prawdopodobnie każdemu z nas.'|"""Przegrałeś z wiedźminem, Sparrowhawk. To prawdopodobnie przydarzyłoby się każdemu z nas."""|Stracony dla wiedźmina, krogulec. To mogłoby się przytrafić każdemu z nas.| 'Przegrał z Wiedźminem, Jastrzębiątko. Tak się zdarzyłoby prawdopodobnie każdemu z nas.'|"""Przegrałeś z wiedźminem, Sparrowhawk. To prawdopodobnie przytrafiłoby się każdemu z nas."""|Stracony dla wiedźmina, krogulec. To mogłoby się przytrafić każdemu z nas.| 'Przegrał z Wiedźminem, Jastrząb. Tak się mogłoby stać każdemu z nas.'|"""Przegrałeś z wiedźminem, Sparrowhawk. To prawdopodobnie przydarzyłoby się każdemu z nas."""|Stracony dla wiedźmina, krogulec. To mogłoby się przytrafić każdemu z nas.| 'Przegrałem z wiedźminem, Sparrowhawk. To mógłoby się zdarzyć każdemu z nas.'|"""Przegrałeś z wiedźminem, Krogulec. To prawdopodobnie przydarzyłoby się każdemu z nas."""|Stracony dla wiedźmina, krogulec. To mogłoby się przytrafić każdemu z nas.| 'Pokonany przez Wiedźmina, Jastrzębiogłowy. To mogłoby się wydarzyć każdemu z nas.'|"""Przegrałeś z wiedźminem, Jastrzębie Oko. To prawdopodobnie przydarzyłoby się każdemu z nas."""|Stracony dla czarodziejki, krogulec. To mogłoby się przytrafić każdemu z nas.| 'Pokonany przez Wiedźmina, Jastrzębiogłowy. To mógłoby się zdarzyć dowolnemu z nas.'|"""Przegrałeś z wiedźminem, Sparrowhawk. To prawdopodobnie przydarzyłoby się każdemu z nas."""|Stracony dla czarodziejki, Krogulec. To prawdopodobnie przydarzyłoby się każdemu z nas.| 'Przegrałem ze wiedźminem, Jastrzębią. To mogłoby się zdarzyć każdemu z nas.'|Przegrałeś z wiedźminem, Jastrzębi Sokołu. To mogłoby przytrafić się każdemu z nas.|Stracony dla czarodzieja, Pustułka. To mogłoby się przydarzyć każdemu z nas.| 'Przegrał z Wiedźminem, Jastrząb. Można by było się spodziewać tego od każdego z nas.'|"""Zabity przez wiedźmina, Krogulec. To prawdopodobnie spotkałoby któregoś z nas."""|Stracony dla wiedźmina, krogulec. To mogłoby się przytrafić każdemu z nas.| Przegrałem z Człowiekiem-Wilkiem, Jastrzębią. Prawdopodobnie tak by się stało z każdym z nas.|"""Przegrałeś z wiedźminem, Jastrzębi Sokołu. Mogło się to przydarzyć każdemu z nas."""|Stracony dla wiedźmina, Krukówka. Tak byłoby z nami wszystkimi.| Stracone przez łowcę czarownic, Jastrzębia. To prawdopodobnie mogłoby się wydarzyć każdemu z nas.|Przegrał z wiedźminem, Krogulec. Prawdopodobnie każdy z nas by tak skończył.|"W tłumaczeniu samym tekstu z języka angielskiego na polski bez dodatkowych wyjaśnień:

""Zgubiony dla czarodzieja, Pustułki. Mogło się to przytrafić każdemu z nas.""

To jest dosłowne tłumaczenie zdania ""Lost to a witcher, Sparrowhawk. That'd likely happen to any of us."" z angielskiego na polski bez żadnej interpretacji lub dodanych informacji. Kolejność słów została zmieniona, aby lepiej pasowała do struktury języka polskiego, ale treść pozostała identyczna. Dla kontekstu, może to być odniesienie do postaci Geralta z Rivii, głównego bohatera serii wiedźmińskiej stworzonej przez Andrzeja Sapkowskiego i adaptowanej w grach komputerowych oraz serialu ""Wiedźmin"". ""Pustułka"" to również typ ptaka drapieżnego. Zdanie sugeruje, że los opisywanej sytuacji mógłby spotkać kogoś innego w podobnym położeniu."| *Przegrana z Wiedźminem, Jastrząb. Jakieś takie zdarzyłoby się prawdopodobnie każdemu z nas.*|Przegrana z wiedźminem, Sparrowhawk. Wszyscy moglibyśmy spaść tak jak on.
