en_text|pl_text|bielik_translation|mixtral-8x22B_translation|llama3.1_translation|google_translation
But could that truly be so important?|Ale żeby to było aż tak ważne...?|Ale czy to mogłoby być tak ważne?| Ale czy to naprawdę może być tak ważne?|Ale czy naprawdę mogło to mieć aż takie znaczenie?|Ale czy to naprawdę może być aż tak ważne?
Pass the mead and a tankard for the man!|Dawać wina i kielich!|Podaj miód pitny i kufel dla tego mężczyzny!| Przekaż miód i kufel dla mężczyzny!|Przynieście miód i kufla dla mężczyzny!|Podaj mu miód pitny i kufel!
Recovered your stolen horn.|Odzyskałem skradziony róg.|Odzyskano skradziony róg.| Odzyskałeś/aś skradziony róg.|Odzyskałeś swoją skradzioną róg.|Odzyskałeś skradziony róg.
Our wagon's full of loot we ripped from the Black Ones.|Bo nasz wóz cały wyładowany jest łupami wydartymi czarnym.|Nasz wóz pełen jest łupów zerwanych od Czarnych.| Nasza woznica jest pełna łupu, który wyrywaliśmy od Czarnych.|Nasza wózka jest pełna łupu, którego zabraliśmy Czarnym.|Nasz wóz jest pełen łupów, które wydarliśmy Czarnym.
Lovely as monickers go.|Sympatyczny przydomek.|Urocza jak na ksywki przystało.| Przyjemne jako dotyczy imion.|Miłe jak przydomek jest.|Ładne określenie.
The clans will unite. There'll be peace.|Teraz klany się zjednoczą i będzie pokój.|RODOWODY SIĘ ZJEDNOCZĄ. BĘDZIE POKÓJ.| Klany się zjednoczą. Zapanuje pokój.|Klany się zjednoczą. Będzie pokój.|Klany się zjednoczą. Będzie pokój.
Can you cut my hair?|Ostrzyżesz mnie?|Czy możesz obciąć mi włosy?| Czy możesz mi uciąć włosy?|Czy możesz ostrzyc mnie?|Czy możesz obciąć mi włosy?
Me da fished, as did his da, and his da's da… Just sorta happened.|Ojciec łowił, przed nim dziadek i pradziadek... Jakoś tak wyszło.|Mój tata łowił ryby, tak jak jego tata, i ojciec jego taty... Po prostu tak wyszło.| To przyszło mi naturalnie, tak jak mojemu ojcu, i ojcu jego ojca... Właściwie tak się działo.|Mój tata łowił ryby, tak samo jak jego tato, i tato jego tatów... Po prostu się stało.|Ja łowiłem ryby, jego tata też, a tata jego taty… Po prostu tak się stało.
What do the druids think of Skellige's new ruler?|Jak druidzi zapatrują się na nowego władcę Skellige?|Co druidzi myślą o nowym władcy Skellige?| Co myślą druidzi o nowym władcy Skellige?|Co myślą druidzi o nowym władcy Skelligen?|Co druidzi sądzą o nowym władcy Skellige?
Till one day Cerys, a brave lass of Skellige, called the demon out, challenged him to a duel.|Lecz pewnego dnia Cerys, dzielna córa skelligijskiej ziemi, rzuciła demonowi wyzwanie.|Aż pewnego dnia Cerys, odważna dziewczyna ze Skellige, wyzwała demona, rzucając mu wyzwanie.| Aż pewnego dnia Cerys, dzielna dziewczyna ze Skellige, wyzwała demona, wyzwała go na pojedynek.|Aż pewnego dnia Cerys, dzielna dziewczyna ze Skellige, wypowiedziała demona, wyzywając go na pojedynek.|Aż pewnego dnia Cerys, odważna dziewczyna ze Skellige, wywołała demona i wyzwała go na pojedynek.
Sure. I'll race.|Wezmę udział w wyścigu.|Pewnie. Pobiegnę na wyścigi.| Pewnie. Wyścigę pojedziem.|Okej. Będę brał udział w wyścigu.|Jasne. Będę się ścigać.
Thanks… Farewell.|Dzięki... Bywaj.|Dziękuję... Żegnaj.| Dziękuję… Żegnaj.|Dziękuję… Żegnaj.|Dziękuję… Żegnam.
That man in the mask… he's from afar, isn't he?|Ten w masce... On chyba jest z daleka, co?|Ten człowiek w masce... on jest z daleka, prawda?| Ten mężczyzna w masce... pochodzi z daleka, nieprawdaż?|Ten mężczyzna w masce... przyszedł stąd z daleka?|Ten człowiek w masce… widać go z daleka, prawda?
Three years! Three years and not a word, not a peep! Until today. You made me break my vow. Happy?!|Trzy lata. Trzy lata i ani słowa, ani pisku nawet! Aż do dziś. Złamałem śluby. Zadowolony?!|Trzy lata! Trzy lata i ani słowa, ani piśnięcia! Aż do dziś. Zmusiłeś mnie, żebym złamał swoją przysięgę. Szczęśliwy?!| Trzy lata! Trzy lata i ani słowa, ani dźwięku! Aż do dziś. Ty sprawiłeś, że złamałam swoją przysięgę. Cieszy się?!|Trzy lata! Trzy lata i ani słowo, ani pisk! Dopiero dziś. Zmusiłeś mnie do złamania przysięgi. Cieszysz się?|Trzy lata! Trzy lata i ani słowa, ani pisku! Aż do dziś. Sprawiłeś, że złamałam przysięgę. Szczęśliwa?!
I have no home.|Ja nie mam domu.|Nie mam domu.| Nie mam domu.|Nie mam domu.|Nie mam domu.
I'd sail out to find them, I would, but I've got to make sure the wedding's proper prepared.|Normalnie sam bym wypłynął na poszukiwania, ale muszę dopilnować, żeby przygotowano wesele jak należy.|Popłynąłbym ich szukać, naprawdę, ale muszę się upewnić, że wesele jest odpowiednio przygotowane.| Przepłynąłbym po morzu, żeby je znaleźć, ale muszę się upewnić, że ślub jest właściwie przygotowany.|Wypłynąłbym aby ich znaleźć, wypłynąłbym, ale muszę się upewnić że ślub jest należycie przygotowany.|Wypłynąłbym, żeby ich poszukać, ale muszę się upewnić, że wesele będzie odpowiednio przygotowane.
Found a wreck. It's been here a while. Wood's rotted.|Ten wrak już tu leży jakiś czas. Drewno zbutwiało.|Znalazłem wrak. Jest tu od jakiegoś czasu. Drewno zgniło.| Znaleźliśmy wrak. Był tu od jakiegoś czasu. Drewno się rozkłoło.|Znalazłem wrak. Jest tu od dawna. Drewno zgniło.|Znaleziono wrak. Jest tu już jakiś czas. Drewno zgniło.
Feeble. But I expected as much.|Słabiutko. Ale spodziewałem się tego.|Słabe. Ale tego się spodziewałem.| Słabe. Ale się spodziewałem.|Słaby. Ale spodziewałem się czegoś takiego.|Słabe. Ale spodziewałem się tego.
It shan't take long.|To nie zajmie długo.|Nie zajmie to długo.| Nie zajmie to zbyt dużo czasu.|Nie zajmie to dużo czasu.|To nie potrwa długo.
Thanks for sparing a moment.|Dzięki za poświęconą chwilę.|Dziękuję za wzięcie chwili.| Dziękuję za poświęcenie chwili.|Dziękuję za poświęcony moment.|Dziękuję za poświęcenie chwili.
He knew, however, that he could only use it once. So he waited. Waited until his longing grew so strong that it became unbearable.|Wiedział jednak, że może jej użyć tylko raz, dlatego czekał, aż zatęskni tak bardzo, że nie będzie mógł już tego znieść.|Wiedział jednak, że może tego użyć tylko raz. Czekał więc. Czekał, aż jego pragnienie tak się nasili, że stanie się nie do zniesienia.| On wiele jednak wiedział, że jest w stanie użyć go tylko raz. Więc czekał. Czekał, aż jego tęsknota stała się tak silna, że stała się nie do wytrzymania.|Wiedział jednak, że może z niego skorzystać tylko raz. Dlatego poczekał. Czekając aż jego tęsknota stanie się tak silna, że będzie nie do zniesienia.|Wiedział jednak, że może go użyć tylko raz. Więc czekał. Czekał, aż jego tęsknota stanie się tak silna, że stanie się nie do zniesienia.
Mummy, whatcha cookin'?|Mamooo, co gotujesz?|Mamo, co gotujesz?| Mamusiu, co gotujesz?|Mamo, co gotujesz?|Mamusiu, co gotujesz?
Velen - awful place. Somehow Ciri wound up at the castle of the local ruler - a baron, self-proclaimed. This was after she was injured.|Rozejrzałem się po Velen. Strasznie ponure miejsce. Ranna Ciri trafiła tam do samozwańczego Barona, który trzęsie okolicą.|Velen - okropne miejsce. Jakoś Ciri znalazła się na zamku lokalnego władcy - barona, który sam się ogłosił. Tak było po tym, jak została ranna.| Velen - straszne miejsce. Ponury sposób Ciri znalazła się w zamku lokalnego władcy - barona, samozwańczego. To się wydarzyło, gdy już była ranna.|Velen to straszne miejsce. Ciri w jakiś sposób wylądowała w zamku lokalnego władcę, samozwańczego barona. Było to po tym jak została zraniona.|Velen - okropne miejsce. Ciri jakoś wylądowała w zamku lokalnego władcy - barona, samozwańczego. Stało się to po tym, jak została ranna.
You're a fool. You know what they do to men like us?|Głupi jesteś. Wiesz, co one robią z takimi jak my?|Jesteś głupcem. Wiesz, co robią z mężczyznami takimi jak my?| Jesteś głupcem. Wiesz, co robią z ludźmi jak my?|Jesteś głupcem. Wiesz, co robią z mężczyznami jak my?|Jesteś głupcem. Wiesz co robią takim ludziom jak my?
They say Freya herself planted it. When the world was young the goddess strode across Skellige, sowing seeds among the rocks. But Uroboros, the snake, bit a hole in her basket.|Mówi się, że założyła go sama Freyja. Na początku świata bogini szła przez Skellige, sypiąc nasiona między nagie skały... Ale wąż Uroboros rozerwał jej siewnicę.|Mówią, że Freya sama zasadziła je. Gdy świat był młody, bogini kroczyła po Skellige, siejąc ziarna wśród skał. Ale Uroboros, wąż, ugryzł dziurę w jej koszu.| Mówią, że sama Freya zasadziła je. Kiedy świat był jeszcze młody, bogini kroczyła po Skellige, rozsiewając nasiona pośród skał. Ale Uroboros, wąż, ugryzł dziurę w jej koszyku.|Mówią, że sama Freja go zasadziła. Kiedy świat był młody, bogini przechadzała się po Skelligen, zasiewając ziarna między skały. Ale Uroboros, wąż, ujadł dziurę w jej koszyku.|Mówią, że sama Freya ją zasadziła. Kiedy świat był młody, bogini przemierzała Skellige, siejąc nasiona wśród skał. Ale Uroboros, wąż, ugryzł dziurę w jej koszyku.
A troll.|Troll.|Troll.| W tłumaczeniu na polski: 'Troll.'|Trol.|Troll.
Nilfgaard. They've the most to gain! But we'll avenge our sons. We'll burn their shores from Nazair to Etolia!|Nilfgaard. Oni najwięcej zyskają! Ale pomścimy naszych synów. Spalimy im wybrzeże od Nazairu po Etolię!|Nilfgaard. Mają najwięcej do zyskania! Ale pomścimy naszych synów. Spalimy ich wybrzeża od Nazairu do Etolii!| Nilfgaard. Oni mają najwięcej do zysku! Ale pomścimy naszych synów. Spalimy ich wybrzeże od Nazair do Etolii!|'nilfgaard. Mają najwięcej do zyskania!ale pomścimy naszych synów..spalimy ich brzegi od Nazairu po Etolię.'|Nilfgaard. Oni mają najwięcej do zyskania! Ale pomścimy naszych synów. Spalimy ich wybrzeża od Nazairu do Etolii!
Any glory stemming from the giant's death should be yours.|Zaszczyt zabicia giganta powinien przypaść tobie.|Wszelka chwała wynikająca ze śmierci olbrzyma powinna należeć do ciebie.| 'Każda chwała, która wynika ze śmierci olbrzyma, powinna być twoja.'|"""Cokolwiek chwały wynika ze śmierci olbrzyma, powinno być Twoje."""|Wszelka chwała płynąca ze śmierci olbrzyma powinna być twoja.
Collection compromised. Commencing beast teleportation.|Naruszenie zbiorów. Teleportacja bestii rozpoczęta.|Kolekcja skompromitowana. Rozpoczynamy teleportację bestii.| Zbiór został naruszony. Rozpoczynam teleportację bestii.|Kolekcja jest zagrożona. Rozpoczynamy teleportację bestii.|Kolekcja zagrożona. Rozpoczęcie teleportacji bestii.
You washed away disgrace with the blood of our foes, Hjalmar. I, eldest among the jarls, cleanse your clan's name.|Zmyłeś hańbę krwią wrogów, Hjalmar. Jako najstarszy z jarlów oczyszczam imię twego rodu.|Zmyłeś hańbę krwią naszych wrogów, Hjalmar. Ja, najstarszy pośród jarlów, oczyszczę imię twego klanu.| Oczyściłeś hańbę krwią naszych wrogów, Hjalmarze. Ja, najstarszy wśród jarlów, oczyyszczam imię twego rodu.|Zmyłeś hańbę krwią naszych wrogów, Hjalmare. Ja, najstarszy spośród jarlów, oczyszczam imię twojego klanu.|Zmyłeś hańbę krwią naszych wrogów, Hjalmarze. Ja, najstarszy z jarlów, oczyszczam imię twojego klanu.
Hail, White One! Have a look here.|Hola, białowłosy! Zajrzyj tutaj.|Cześć, Biały! Spójrz tutaj.| Witaj, Biały! Popatrz tu.|Cześć, Biały. Spójrz tu.|Witaj, Biały! Spójrz tutaj.
Gods bless Queen Cerys!|Błogosław królowej Cerys!|Niech bogowie błogosławią królową Cerys!| Niech bóstwa błogosławią królowej Cerys!|Bogowie błogosławcie Królowej Cerys!|Niech Bogowie błogosławią Królową Cerys!
Good men! He's a servant to an Craite, a lackey! He will say what they command him to say! He would lie for them even were he to pay for it with his head!|Ludzie! To przecież sługa an Craite! Powie, co mu każą. Choćby miał za kłamstwo zapłacić własną głową!|Dobrzy ludzie! To sługa zdrajcy, lokaj! Powtórzy, co mu każą powiedzieć! Dla nich skłamie, choćby miał zapłacić za to głową!| Dobrzy ludzie! On jest sługą Craitego, zabawką! Powie co mu kazą powiedzieć! Kłamałby za nich nawet kosztem życia!|"""Dobrzy ludzie! Jest sługą Craitégo, лакеєм! Powie to, co mu każą! Złorzeczy im nawet za cenę głowy!"""|Dobrzy ludzie! On jest sługą Craite, lokajem! Powie, co mu każą! Skłamałby dla nich, nawet gdyby miał za to zapłacić głową!
None, Jarl.|Nic.|Żadne, Jarl.|" żaden, Jarl. (Note: This is a direct translation. However, in Polish, addressing someone as Jarl would not make sense in a contemporary context, as ""Jarl"" is an old title for a Scandinavian nobleman)."|Żaden, Jarlu.|Żadnego, Jarlu.
Tell you what it's not - any of your concern.|Powiem ci czym nie jest. Nie jest twoją sprawą.|Powiem ci, czym to nie jest - żadną z twoich trosk.| Powiedz co ono nie jest - żadną z twoich spraw.|Powiem ci co nie jest twoja sprawa.|Powiem ci, co to nie jest - to już twoja sprawa.
So did everyone in that room who's not completely deaf.|Podobnie jak trzydzieści innych osób, które stało najbliżej.|Więc każdy w tym pokoju, kto nie jest całkowicie głuchy, także to zrobił.|" Tak uczynił każdy w tym pomieszczeniu, kto nie jest całkowicie głuchy.

[Translation provided by a native Polish speaker.]"|Tak jak każdy w tym pokoju kto nie jest całkowicie głuchy.|Podobnie jak wszyscy w tym pokoju, którzy nie są całkowicie głusi.
Wolf… I thank you.|Wilku... Dziękuję.|Wilk... dziękuję ci.| Wilku... Dziękuję Ci.|Wilk... Dziękuję.|Wilku… dziękuję ci.
Nekker Warrior|Nekker Wojownik|Wojownik Nekker| Nieustraszony Wojownik (Nekker Warrior)|Wojownik Nekker|Wojownik szyi
Watch out!|Uważaj!|Uważaj!| Uważaj!|Uważaj!|Uważaj!
Yeah… and it had golden scales.|Tak... I miał złote łuski.|Tak... i miało złote łuski.| Tak... i miało złote łuski.|No i miało łuski ze złota.|Tak… i miał złote łuski.
Vildkaarls don't have families.|Vildkaarlowie nie mają rodzin.|Wilkołaki nie mają rodzin.| Wildkaarle nie mają rodzin.|Vildkarlowie nie mają rodzin.|Vildkaarls nie mają rodzin.
What else would Skellige boys fight about?|No tak, o co innego mogliby się pokłócić chłopcy ze Skellige.|O co innego mogliby walczyć chłopcy ze Skellige?| Co jeszcze Skellige'y chłopaki mogliby sobie przepychać?|"""C o co jeszcze by chłopcy ze Skellige walczyli?"""|O co jeszcze kłócili się chłopcy ze Skellige?
Then they'll die for bein' idiots. Enough jabberin', already. Let's go.|W takim razie zginą za swoją głupotę. Dość gadania. Idziemy.|Wtedy zginą za bycie idiotami. Wystarczy już tego gadania. Chodźmy.| Wtedy umrą za bycie idiotami. Dosyć gadaniny już. Chodźmy.|Wtedy zginą za głupotę. Już wystarczy gadania. Idźmy.|A potem umrą za to, że są idiotami. Dość już gadania. Chodźmy.
I don't stand a chance against ye, I know it well. But I was thinkin' - maybe you'd let me win?|Wiem, że z tobą nie wygram. Chyba że pozwolisz mi zwyciężyć.|Nie mam z wami szans, dobrze o tym wiem. Ale myślałem - może pozwolicie mi wygrać?| Nie mam szans przeciwko Tobie, dobrze wiem o tym. Ale myślałem - może pozwolisz mi wygrać?|Nie mam szans z tobą, doskonale o tym wiem . Ale myślałem - może byś pozwolił mi wygrać?|Nie mam szans z wami, wiem to dobrze. Ale myślałem - może pozwolisz mi wygrać?
Take care.|Bywaj.|Dbaj o siebie.|" *Bądź zdrów.* [formal]

*Bądź zdrówa.* [female, formal]

*Bądźcie zdrowi.* [plural, formal]

For informal situations, you'd use:

*Zachowaj się.* [masculine]

*Zachowaj się.* [feminine]

*Zachowajcie się.* [plural]"|Bądź ostrożna.|Dbać o siebie.
It's not the gods.|To nie bogowie.|To nie są bogowie.| To nie są bogowie.|To nie bogowie.|To nie bogowie.
Well? What is it?|No? O co chodzi?|No i co? Co to jest?| No to tłumaczenie na polski i nie dodawaj żadnych wyjaśnień, napisz tylko tłumaczenie: 'No właściwie? Co to jest?'|No cóż? To jest co? Czy chcesz coś powiedzieć?|No i co to jest?
B-b-b-but why so jumpy?|Aaaa-ale, na co te nerwy?|A-ale dlaczego tak nerwowo?| Z-z-z-z-aleźnie wskakujesz?|C-c-c-czemu tak niespokojnie?|Ale czemu jesteś taki nerwowy?
I'm fine. I really showed 'em, didn't I?|Nic mi nie jest. Pokazałem im, co?|W porządku. Naprawdę im pokazałem, prawda?|" Translation: ""Wszystko w porządku. Naprawdę im pokazałem, czy nie?"""|Jestem w porządku. Naprawdę im pokazałem, czyż nie?|Nic mi nie jest. Naprawdę im pokazałem, prawda?
Away with you.|Precz.|Odejdź stąd.| Zdmuchnij się ze mną.|Precz stąd.|Precz z tobą.
Recruited quite a few men… No Hjalmar here, though.|Sporo ich nazbierał... Ale Hjalmara tu nie ma.|Zwerbowałem kilku mężczyzn... Żadnego Hjalmara tutaj jednak nie ma.| Zwerbowałem sporo ludzi... Ale tu nie ma Hjalmara.|"""Zrekrutował dość dużą ilość mężczyzn... Jednak nie ma tu żadnego Hjalmara."""|Zrekrutowano całkiem sporo ludzi... Chociaż nie było tu Hjalmara.
Ugh, seal shit.|Uch, psiejuchy.|Eh, gówno foki.| „Cholera, foka gówno.”|Och, szczelinka gówno.|Fuj, gówno z fokami.
How do you feel?|Jak tam?|Jak się czujesz?| Jak się czujesz?|Jak się czujesz?|Jak się czujesz?
