en_text,pl_text,dialog_extracted,chrf_dialog_extracted,bleu_dialog_extracted,bertscore_dialog_extracted,comet_dialog_extracted
"The 3rd Northern War was a clash between two great strategists: Radovid V, known as ""The Stern,"" and Emhyr var Emreis.",W III wojnie z Nilfgaardem stanęli przeciw sobie dwaj wielcy stratedzy: Radowid V Srogi i Emhyr var Emreis.,"Trzecia Wojna Północna była starciem dwóch wielkich strategów: Radovida V, znanego jako ""Surowy,"" i Emhyra var Emreisa.",0.3184431593090474,0.012897742882522783,0.7538512349128723,0.7859455943107605
We have this.,Mamy to.,Mamy to.,1.0,0.316227766016838,1.0,0.9841333031654358
Brave lads from the Guard are already on that butcher's trail.,Nasi dzielni chłopcy ze Straży są już na tropie rzeźnika.,Dzielni chłopcy z Gwardii już są na tropie tego rzeźnika.,0.5654319922253898,0.05873949094699214,0.9053951501846313,0.9156821966171265
"This weather draws me down, it does.",Mnie też przygnębia mnie ta pogoda.,"To pogoda mnie przygnębia, tak jest.",0.5073282357310559,0.040824829046386304,0.8420314788818359,0.8734140992164612
See you.,Do zobaczenia.,Do widzenia.,0.360907541849834,0.1495348781221221,0.7279981374740601,0.8702249526977539
"Oh, right. You might not've heard. I'm Hjalmar an Craite. And I'll never forget you helpin' me in a time o' need.","A, no tak. Może nie słyszałeś. Jestem Hjalmar an Craite. I nigdy nie zapomnę, żeś mi pomógł w potrzebie.","Ach, tak. Może nie słyszałeś. Jestem Hjalmar an Craite. I nigdy nie zapomnę, jak mi pomogłeś w potrzebie.",0.8349369059935182,0.6482881979531931,0.951924204826355,0.9307904839515686
Any weapons tucked away?,Znajdzie się broń?,Czy masz jakąś broń ukrytą?,0.15650868012250468,0.0,0.7701746821403503,0.8899797201156616
"Attended a few, me and my Annie!",Byłem parę razy z moją Aneczką!,"Byłem na kilku, ja i moja Annie!",0.19266680179723658,0.033031643180138064,0.7467820048332214,0.7225015759468079
Akh akh akh… Y-yes akh…,"Khe, khe... Tak.",Tak... Tak...,0.3959924175182579,0.0,0.771515429019928,0.7633599638938904
I hardly need instruction from you. I recognized the vulpine morel immediately.,"Wiem, nie musisz mnie pouczać. Umiem rozpoznać piestrzenicę lisią.",Nie potrzebuję od ciebie prawie żadnych instrukcji. Natychmiast rozpoznałem muchomora sromotnikowego.,0.26003726258594795,0.0,0.7170692682266235,0.6622828841209412
What can I say - could be he finally met his match.,Cóż mogę rzec – trafiła kosa na kamień.,Co mogę powiedzieć - może wreszcie spotkał swoją równą.,0.1610905021719801,0.023980296761827107,0.7366037964820862,0.6174262166023254
"Hm, this was well prepared. Think you can track the culprit down?","Hm, ktoś się dobrze przygotował. Dasz radę go wyśledzić?","Myślę, że to było dobrze zaplanowane. Czy sądzisz, że możesz namierzyć sprawcę?",0.24052261875045014,0.017033186037639283,0.7429063320159912,0.8562739491462708
Not about to talk to ye.,Nie gadam z tobą.,Nie zamierzam z tobą rozmawiać.,0.4299578065762364,0.06389431042462725,0.7793392539024353,0.9254564642906189
Fine. Be careful.,Dobrze... Uważaj na siebie.,Uważaj na siebie.,0.6040609833178894,0.40293516672844226,0.8632718324661255,0.9547943472862244
"I am an imperial quartermaster. And we are done, witcher.","Jestem cesarskim kwatermistrzem. Skończyłem z tobą, wiedźminie.","Jestem cesarskim kwatermistrzem. I skończyliśmy, czarodzieju.",0.5977845694919853,0.17103294495668978,0.845118522644043,0.841935932636261
"Oh, you darling girl. Kids are so sweet.",Moje ty kochanie. Dzieci są takie słodkie.,"Oh, ty kochana dziewczyno. Dzieci są takie słodkie.",0.7439405216104915,0.3655552228545123,0.889788806438446,0.9430666565895081
You mean me to grab another lass to join us?,Mam sobie wziąć jakąś koleżankę do towarzystwa?,"Czy masz na myśli, żebym przyprowadził inną dziewczynę, by do nas dołączyła?",0.17043308983423833,0.017033186037639283,0.7127462029457092,0.7502275705337524
No. Father recently signed a contract with the Redanians.,Nie. Ojciec podpisał niedawno kontrakt z Redańczykami.,Nie. Ojciec niedawno podpisał kontrakt z Redańczykami.,0.8306951580212774,0.223606797749979,0.9758582711219788,0.983635663986206
You'd normally pay for that!,Za to się płaci!,Za coś takiego normalnie byś zapłacił!,0.26313686313686313,0.040824829046386304,0.7979540824890137,0.8285363912582397
"We don't stand a chance of breaking him out - Temple Isle's impregnable… And Menge's not likely to order his transfer, or anyone's for that matter…","Nie odbijemy go z Wyspy Świątynnej, to niemożliwe. A Menge już raczej nie wyda rozkazu, żeby go stamtąd przenieść.","Nie mamy szansy go stamtąd wydostać - Świątynia Jedynego jest niezdobyta... A Menge raczej nie wyda rozkazu jego przeniesienia, ani nikogo innego...",0.4815461519672739,0.0653402965991945,0.7668240666389465,0.7825192213058472
I'm touched by your certainty. But you've yet to tell me how you escaped them.,"Twoja pewność jest rozczulająca. Nie powiedziałeś mi, jak się stamtąd wydostałeś.","Jestem poruszony twoją pewnością. Ale jeszcze nie powiedziałeś mi, jak udało ci się uciec im.",0.41411242796494224,0.07029695662739609,0.7944060564041138,0.8581525683403015
This somewhere in Zerrikania?,To było gdzieś w Zerrikanii?,Czy to gdzieś w Zerrikanii?,0.7765269694190374,0.26591479484724945,0.9541152715682983,0.9360358715057373
Brrr.,Brrr.,Brrr.,0.8333333333333334,0.1778279410038923,1.0000001192092896,0.9847375750541687
Magic barrier's still active. Gotta find a way to turn it off.,"Magiczna bariera nadal działa. Muszę znaleźć sposób, żeby ją wyłączyć.","Bariera magiczna wciąż jest aktywna. Musimy znaleźć sposób, żeby ją wyłączyć.",0.6341032010323975,0.3508439695638686,0.8993134498596191,0.9441019892692566
"What do you mean, not what you wanted? Are you cut and coiffed? You are. And even as even can be, I'd say.","Jak to, nie o to? Ostrzyżony waszmość? No, ostrzyżony przecież. A równiusieńko jak spod linijki, że tak powiem!","Co masz na myśli, nie tak jak chciałeś? Jesteś obcięty i ułożony. Tak, jesteś. A skoro już jest tak równo, jak może być, powiedziałbym.",0.2276667106278353,0.011191021613657745,0.6940038800239563,0.5168782472610474
Ever heard the legends of the White Wolf?,Słyszałeś kiedyś legendy o Białym Wilku?,Słyszałeś legendy o Białym Wilku?,0.7753505457451286,0.5789300674674098,0.978270947933197,0.9844945669174194
Greetings.,Witam.,Witaj/Cześć,0.31516631516631516,0.0,0.730520486831665,0.7437771558761597
Heeeeeh?,Eee?,Hę?,0.042735042735042826,0.0,0.8028135299682617,0.792008101940155
Hm. Yet it's not somethin' that would surprise any man who knows him.,"Wszyscy, którzy go znają, wiedzą o tym.","Ale nie jest to coś, co by zaskoczyło jakiegokolwiek mężczyznę, który go zna.",0.28002711273367226,0.01553712569276035,0.7181000113487244,0.7714283466339111
Tamed bears…,Tresowane niedźwiedzie...,Oswojone niedźwiedzie...,0.6964141621287118,0.1495348781221221,0.9374279975891113,0.7694042325019836
"Well, well... Ain't often you get such a lovely thrashin', eh, Hal?","Nooo... dostać taki piękny wpierdol – to się często nie zdarza, co, Hal?","Niezły widok, co Hal? Rzadko się zdarza takie porządne lanie.",0.24603044899675588,0.01859351593152887,0.7251721620559692,0.5678294897079468
Where's this friend of yours?,Gdzie jest ten twój znajomy?,Gdzie jest ten twój znajomy?,1.0,1.0,1.0,0.9906110763549805
"Surprised he didn't salute you, general.","Aż dziwne, że ci nie zasalutował, generale.","Dziwne, że ci nie zasalutował, generale.",0.9181640963416983,0.6431870218238024,0.9483886957168579,0.9246628880500793
"You're to return for rehearsal. Today, is that clear?","Macie wrócić na próbę. Dzisiaj, jasne?","Czy jest dla ciebie jasne, że masz wrócić na próbę dzisiaj?",0.5662291167742736,0.03986357128268015,0.7942662835121155,0.875578761100769
So he said.,Tak powiedział.,Tak powiedział.,1.0,0.316227766016838,1.0,0.986457109451294
We should mingle before they all get drunk. There'll be no talking to anyone then.,"Chodźmy, bo wszyscy się upiją i nie będzie z kim rozmawiać.","Powinniśmy się trochę rozerwać, zanim wszyscy się upiją. Wtedy nie będzie można z nikim porozmawiać.",0.582378112820302,0.04179882049216857,0.8110820055007935,0.8261562585830688
Mortally so. But that's my reason for goin' there.,Śmiertelnie niebezpieczne. Dlatego właśnie tam idę.,"To jest śmiertelnie niebezpieczne. Ale to jest mój powód, żeby tam iść.",0.5528519250875582,0.020255986027125642,0.8346465229988098,0.9264327883720398
"Not so loud, Geralt. I just rose from the dead.","Nie tak ostro, Geralt, dopiero co zmartwychwstałem.","Nie tak głośno, Geralcie. Właśnie zmartwychwstałam.",0.4870762040576329,0.07308015504567583,0.8639934062957764,0.8451874256134033
What's on your mind?,No co tam?,Co ci chodzi po głowie?,0.09383620494731615,0.0,0.6513070464134216,0.7630904912948608
"We meet again, witcher.","I znowu się spotykamy, wiedźminie.","Spotykamy się ponownie, wiedźminie.",0.6036993714244105,0.07440995947486906,0.8947980999946594,0.8723748326301575
Huhhhh… Huhhhh… Huhhh…,Hyyy... Hyyy... Hyyy...,Huhhhh... Huhhhh... Huhhh...,0.2188169669735183,0.0,0.8544272184371948,0.8855428695678711
"Just 'tween you and me, that boy is not quite right in the head.","Między nami mówiąc, ten chłopak ma trochę nie po kolei w głowie.","Tylko między nami, ten chłopak nie jest całkiem normalny w głowie.",0.46350315947055826,0.05442988140675566,0.8503729104995728,0.6943902373313904
"Defeat Jonah, then Smithy and Stan Fishgulper, and you'll earn the right to face the sergeant - Velen's champion.","Jeśli pokonasz Jonasa, a także Kowala i Stacha Rybożera, to możesz zmierzyć się z Sierżantem – mistrzem Velen.","Pokonaj Jonaha, potem Smithy'ego i Stana Rybogryza, a zdobędziesz prawo do walki z sierżantem - mistrzem Velena.",0.381174233170064,0.015338087603371792,0.7912778258323669,0.8004568219184875
Glad you're here.,"Cieszę się, że jesteś.",Dobrze cię widzieć.,0.08078332934895217,0.0,0.750095546245575,0.8534416556358337
Sweet mother! That's a fortune!,O matuś! Toć to fortuna!,O matko słodka! To fortuna!,0.49683520151298316,0.06389431042462725,0.8033192753791809,0.8878988027572632
"If he makes any trouble… well, we outnumber 'im.",Jakby sprawiał problemy... To nas i tak jest więcej.,"Jeśli sprawi jakiekolwiek problemy… cóż, mamy nad nim przewagę liczebną.",0.2883474475913423,0.0,0.6799979209899902,0.7125701308250427
We can go. Is it far?,Możemy ruszać. To daleko?,Możemy iść. Czy to daleko?,0.48024249572237193,0.06389431042462725,0.9136777520179749,0.9054529070854187
The gods sent ye!,Bogowie nam cię zesłali!,Bogowie cię przysłali!,0.47856044598468156,0.09681772177713914,0.923244297504425,0.9648646712303162
"And the madman running about town, gutting beggars and prostitutes…","A ten psychopata, co grasuje po mieście i żebraków, czy prostytuki rozpruwa...","I szaleniec biegający po mieście, rozprujący żebraków i prostytutki...",0.39849611423250564,0.02043370997308395,0.815706729888916,0.6826083064079285
In a bit.,Za chwilę.,Za chwilę.,1.0,0.316227766016838,0.9999999403953552,0.9821363091468811
Akh akh akh akh…,"Khe, khe, khe…",Ach ach ach ach...,0.04065040650406514,0.0,0.6484918594360352,0.6352997422218323
Woodcarver's body - where was it found? It's important.,Gdzie znaleziono ciało tego cieśli? To ważne.,Ciało rzeźbiarza - gdzie zostało znalezione? To ważne.,0.4782218432331998,0.05873949094699214,0.816643476486206,0.8733181357383728
"And everyday come dawn, Hara, my youngest, she pricks her finger and squeezes a drop of her blood into the water I use to temper the blades.","I co dzień o brzasku Hara, moja najmłodsza, przychodzi i wpuszcza kroplę swojej krwi do wody, w której hartuję ostrza.","I każdego świtu moja najmłodsza córka, Hara, przebija palec i wciska kroplę swojej krwi do wody, której używam do hartowania ostrzy.",0.5166031719685419,0.20217803037339238,0.8272891640663147,0.8101286292076111
Find anything on Hammond's body? Something that might help us?,"Znalazłeś przy Hammondzie coś, co może nam pomóc?","Czy znaleziono coś na ciele Hammonda? Coś, co mogłoby nam pomóc?",0.46586724289740045,0.04411629359322707,0.7920922636985779,0.9239437580108643
There's Jonah still. You can arrange to fight him if you want.,Nadal jeszcze możesz się ustawić na walkę z Jonasem.,"Jeszcze jest Jonah. Możesz się umówić na walkę z nim, jeśli chcesz.",0.5114502298515571,0.09058752341587764,0.8135379552841187,0.8382084965705872
Heehee.,"Hi, hi.",Heh heh.,0.0819672131147542,0.0,0.7901670932769775,0.8020054697990417
"Now none dare venture into the bog. Camp stands deserted, and the peat there… master, it's the best sort! Black as pitch and oily - good for fuel and--","Teraz nikt już na bagna nie chodzi, obóz stoi pusty. A tam taki torf jest, panie! Czarny jak smoła, tłuściutki, i na opał dobry, i na...","Teraz nikt nie odważa się wejść na bagna. Obóz stoi opuszczony, a torf tam... mistrzu, to najlepszy gatunek! Czarny jak smoła i oleisty - świetny jako paliwo i...",0.39179253159060673,0.02460137257692754,0.7927568554878235,0.7804492115974426
I wonder if anyone in Novigrad would stage the work of a novice.,Ciekawe czy ktokolwiek w Novigradzie zgodziłby się wystawić sztukę debiutanta?,"Ciekawe, czy ktokolwiek w Nowigradzie wystawiłby pracę nowicjusza.",0.472025947116487,0.10706237461457326,0.8431090712547302,0.9008920788764954
Out of the way! Or I'll kill ye!,Z drogi! Bo zabiję!,Usuń się stąd! Albo cię zabiję!,0.33975705666882133,0.040824829046386304,0.8297602534294128,0.8912457823753357
Ehh…,Ech...,Eh...,0.3862251040175395,0.0,0.9629025459289551,0.9304326176643372
Give those Nilfgaard rats their due!,Jeśliś dobry chłop!,"Dajcie tym nilfgaardzkim szczurom to, co im się należy!",0.08333333333333343,0.0,0.6990272998809814,0.5068910717964172
Bandit!,Bandyta!,Bandyt!,0.6264287882013362,0.0,0.9567249417304993,0.9662165641784668
"Since you aim to stick your prick in the Eternal Fire itself, I can't even give you that number.","Skoro chcesz się mieszać w sprawy Wiecznego Ognia, nie mogę ci dać nawet tylu.","Skoro zamierzasz wetknąć swój penis w samo Ogniste Piekło, nie mogę ci nawet dać tej liczby.",0.3415316880301669,0.0752421768074461,0.806229829788208,0.5717748999595642
"Besides, he's no longer chummy with his old mates. Word around town is he's changed.","A poza tym... On już nie trzyma z dawnymi kamratami. Na mieście mówią, że się zmienił. Tak słyszałam.","Poza tym, nie jest już tak blisko ze swoimi dawnymi kumplami. Plotki głoszą, że się zmienił.",0.3534410561721262,0.06389072905050112,0.7789850234985352,0.8678967952728271
"I've no one left who could stand in for me here, yet we've still got a war to win.","Teraz nie nikogo, kto mógłby mnie zastąpić, a mamy tu wojnę do wygrania.","Nie mam już nikogo, kto mógłby stanąć za mną tutaj, ale nadal musimy wygrać wojnę.",0.4225699054599606,0.06541868941754436,0.8484267592430115,0.8722454905509949
Akh akh akh… Eternal Fire!,"Ekch, ekch! Na Wieczny Ogień...",Ach ach ach... Wieczny Ogień!,0.4764425327340121,0.05372849659117709,0.821520209312439,0.8922115564346313
Run!,Uciekajcie!,Uciekaj!,0.5431753004339641,0.0,0.9014695286750793,0.7921136021614075
You said the creature wants revenge. Why? For what?,"Dlaczego powiedzieliście, że ta istota mści się na was?",Dlaczego? Za co?,0.14725733847521943,0.0,0.6842629313468933,0.5243321657180786
Master witcher!,Mistrzu wiedźminie!,Mistrz czarodziej!,0.2646679474217372,0.0,0.7868596911430359,0.794438898563385
Nice to meet you. Geralt of Rivia.,Miło mi. Geralt z Rivii.,Miło mi cię poznać. Geralt z Rivii.,0.8048556921508107,0.17567205239427922,0.846937894821167,0.9378045201301575
