en_text|pl_text
I know what I saw! Rushed to help the jarl, but one of the cunts sunk her talons in me, liftin' me up. Tried to take me to their nest, peck me apart, I reckon.|Wiem, com widział! Rzuciłem się na pomoc jarlowi. Ale i mnie jedna porwała w szpony. Chciała mnie chyba zabrać do gniazda.
But I broke loose of her grip, plummeted from quite a height. Crashed hard, couldn't stand. Last thing I saw - swarm of sirens swooping down on the jarl, thrashing 'round him. He yipped, he yelped, he screamed, he hollered. Then silence.|Wyrwałem się jej, ale jak grzmotnąłem o ziemię z wysoka, to nie mogłem potem wstać. Ostatnie, co widziałem, to jak chmara syren opada jarla. Krzyczał jeszcze, pewnie próbował walczyć, ale potem nagle zamilkł.
The men escortin' the women and the children to the ships took my unconscious flesh away and brought me to Ard Skellig.|Ci, co prowadzili kobiety i dzieci do łodzi, zabrali mnie nieprzytomnego ze sobą. I wywieźli na Ard Skellig.
You again… Really got no one else to bother?|To znowu ty... Nie możesz innym głowy pozawracać?
Go ask Rante or Javor. Or the innkeep.|Idź wypytywać Rantego i Jawora. Albo karczmarza.
Blacksmith|Kowal
Bandit|Bandyta
Water Hag|Baba wodna
Smith|Kowal
Witcher!|Wiedźminie!
They're missin' - me betrothed, me brothers! Help me, witcher!|Moja narzeczona i bracia zaginęli! Pomóż mi, wiedźminie!
Twas Bran's forefather, Torgeir the Red, who sailed up the Alba to the gates of the Nilfgaardian capital… Set the city's outskirts alight.|To dziad Brana, Torgeir Czerwony, popłynął Albą pod mury nilfgaardzkiej stolicy i spalił podgrodzie.
Emperor was shittin' scared, ooh, aye.|Napędził stracha cesarzowi, oj napędził.
Just a shame he brought great misfortune on his folk by that deed…|Szkoda tylko, że takie nieszczęścia na swój lud tym sprowadził...
The emperor's vengeance was brutal.|Zemsta cesarza była okrutna.
The sea turned black with Nilfgaard's sails. They landed on the isle… Hundreds of men. Thousands.|Morze było czarne od nilfgaardzkich żagli. Przybili do naszej wyspy... Setki żołnierzy. Tysiące.
They killed warriors, women, children… And when they were done, they tore every buildin' down. Stone by stone.|Zabili wojów, kobiety, dzieci... A jak już skończyli, rozebrali mury. Kamień po kamieniu.
And what happened to Torgeir? Did he live?|A co się stało z Torgeirem? Przeżył?
They took him captive. But the Black Ones didn't know the fiend they had…|Wzięli go w niewolę. Ale Czarni nie wiedzieli, z kim mają do czynienia...
Durin' the crossin', he freed himself from his fetters, slew half their crew and threw himself into the sea!|Na środku oceanu uwolnił się z pęt. Wyrżnął pół załogi i rzucił się do morza!
Lighthouse on Eldberg's still dark…|Latarnia na Eldbergu ciągle wygaszona...
Reckon it'll stay that way.|I tak już chyba zostanie.
They say the isle's haunted. Some sort o' wraiths.|Mówią, że na wyspie zaczęło straszyć. Upiory jakieś.
Then we best sail over. Clean up the ghostly mess.|No, to popłynąć tam trzeba. Zrobić z duchami porządek.
A few men tried not long past. Next day their boat washed ashore… empty.|Paru już próbowało. Następnego dnia wyrzuciło ich łódź... Pustą.
Penitent|Pokutnik
Show the daft bugger his place! 'Neath the table!|Niech wreszcie ktoś pokaże temu pojebusowi gdzie jego miejsce! Pod stołem!
Crush his gob, White One! Pulp it!|Obij mu mordę, białowłosy!
Plough 'im in the mug, fist his fuckin' gob! Make him choke on his teeth, already!|Nie możesz mu zakurwić w mordę tak, żeby się zębami zadławił do chuja?!
Da! Ploughin' beat the bastard down! If you don't, I fuckin' will!|Ojciec, zapierdol tego skurwysyna, bo jak nie, to ja go zapierdolę!
This is grand! Just like the old days! Wake's worthless without a row!|I to mi się podoba! Uczta jak za dawnych czasów!
Don't ye go soft on each other! Bloody look lively!|Nie oszczędzać się! Z życiem, kurwa mać!
Fought to the bitter end, but the sirens were too many.|Walczył do końca, ale syren było zbyt wiele.
He refused to abandon the flock to the beasts.|Nie chciał zostawić trzody na pastwę potworów.
Ehh, on her death bed me mum asked me to protect him.|Ech, na łożu śmierci matka prosiła mnie, żebym go strzegł.
I was to take his place come morn… If I'd only taken the night watch, he'd still be alive, I reckon.|Mieliśmy się zamienić rano... Gdybym wziął nocną wartę, dalej by żył.
I'll wait here. But hurry.|Poczekam tu. Tylko się pospiesz.
I'll wait at the cave entrance.|Będę czekać przy wejściu do jaskini.
Hurry, now. Pick up the pace!|Chodźmy szybciej!
I'm tellin' you, ploughin' enormous whoreson he is!|Mówię ci, jest wielki jak skurwysyn!
Can't believe I finally got the bastard.|Aż nie mogę uwierzyć, że wreszcie go dorwałem.
Ploughin' fish-bitches!|Baboryby chędożone!
I'll gut you!|Wypatroszę was!
Hang in there, Leif! I'll soon finish them off!|Trzymaj się, Leif! Zaraz z nimi skończę!
Die, fishwhores!|Zdychajcie, rybie kurwy!
Crach an Craite asked about you.|Crach an Craite pytał o was.
We went out... for a breath of fresh air.|Wyszliśmy zaczerpnąć świeżego powietrza.
Ahem, the claimants to the throne will step forth in a moment.|Khem, za chwilę zaczną się zgłaszać kandydaci do korony.
…Now heed my words. There is no greater act of valor than to fight a beast cursed by men and gods.|...Weźcie moje słowa pod rozwagę. Nie ma większego męstwa niż walka z bestią wyklętą przez ludzi i bogów.
No greater deed than that done to serve the goddess.|Nie ma większego czynu niż czyn w służbie bogini.
Words of uncommon beauty. We thank you and will take them to heart… But now - let's begin!|Dziękujemy bardzo za piękne słowa. Wszyscy wezmą je pod rozwagę... A teraz – zaczynajmy!
We have seen Bran off into the beyond and must now choose his successor.|Wyprawiliśmy Brana w zaświaty i musimy wybrać jego następcę.
A king must be wise. A king must command respect. A king must have bollocks. We've no lack of men like that.|„Król musi być mądry. Król musi cieszyć się szacunkiem. Król musi mieć jaja. Wśród nas takich nie brakuje.”
Let those who feel worthy of the throne of Skellige step forth.|Niech pokażą się ci, którzy sądzą, że są godni tronu Skellige.
My son could not be here this day. Behold his axe. Behold his will.|Mój syn nie mógł się dzisiaj stawić. Oto jego topór, oto jego wola.
May the best man… or woman… win.|Niech wygra z nas najlepszy... Bądź najlepsza.
What's got into her?|Co jej strzeliło do głowy?
She's your daughter, is she not?|Jest twoją córką, czyż nie?
Now I know why she said she'll sail to Spikeroog. Ah, children! The older they grow, the more trouble they are.|Teraz już wiem, dlaczego powiedziała mi, że wypływa na Spikeroog. Ech, dzieci – im starsze, tym więcej z nimi kłopotu.
Come with me. All the more essential we talk now.|Chodźcie, tym bardziej musimy porozmawiać.
Hair's gray, but you're no druid.|Włosy masz siwe, ale na druida nie wyglądasz.
Steel sizzlin', sparks glistenin', ancient runes in the blade… listenin'? Nahh…|Stal już skwierczy, iskry błyszczą, runy ojców w klindze... piszczą? Nieee...
Nice blade, that's true.|Ładna klinga, po prawdzie.
Rain gives me a powerful hunger.|W deszczu robię się głodny.
Jarl had 'em butcher not one but two flocks!|Jarl to kazał nie jedno, ale dwa stada baranów zarżnąć!
All so there'd be plenty o' scoff at Bran's wake!|Żeby mięsiwa na stypie Brana nie zbrakło, o!
Your shittin' me…|Nie do wiary...
Well then? We fishin' today or what?|To jak, płyniemy dziś na połów?
Dooon't know.|Nieeeee wiem.
Hey!|Hej!
Didn't recognize you! Hah!|Nie poznałem cię! Ha!
Mighty pale mug you got… Hungry or somethin'?|Ale bladą masz gębę... Z głodu?
Now what?|A teraz co?
Blunder somewhere else!|Nie kręc się tu!
Mummy!|O mamo!
Joe|Joe
What became of those nice Faroe lads who went treasure huntin' in the ruins?|Co z tymi miłymi chłopcami z Faroe, co poszli do ruin skarbów szukać?
I don't know. But I'm afeared we shan't see 'em again.|Nie wiem. I coś mi się zdaje, że już ich nie zobaczymy.
Uve… why're you talkin' like that?|Uwe... Czemu tak mówisz?
Went down to the river to do my wash. Got there… water was runnin' red with blood.|Poszłam nad rzekę pranie zrobić. Patrzę… A woda czerwona od krwi.
Someone mighta been guttin' fish upstream…|Może kto ryby oprawiał…
Perhaps. We should ask Freya to make it so.|Może. Prośmy Freyję, żeby tak było.
Up for a few rounds of gwent?|Masz ochotę na partyjkę gwinta?
Care to play cards?|Zagrajmy w karty.
Take care.|Bywaj.
Farewell.|Bywaj.
Show me what you got.|Pokaż mi swoje towary.
What're you offering?|Pokaż mi swoje towary.
Greetings, stranger. Have a drink with us.|Witaj, nieznajomy. Napij się z nami.
Asked around already… talked to the wrong people, maybe?|Już pytałem... Ale może niewłaściwe osoby?
Need to try the village again.|Przejdę się jeszcze raz do wioski.
Not likely to learn anymore here.|Więcej się tu nie dowiem.
Hmm… abandoned house Eiric mentioned - high time I had a look.|Hmm... Chyba czas sprawdzić ten opuszczony dom, o którym mu mówił Eirik.
Tellin' ye, Geralt… Crach had a hand in this.|Mówię ci, Geralt... Crach jest w to jakoś zamieszany.
Come visit us - we'll show you what a real feast looks like.|Przyjechałbyś do nas, to byś zobaczył prawdziwą ucztę.
Everyone needs to hear this. Let's get back to Kaer Trolde.|Wracajmy do Kaer Trolde. Wszyscy muszą się o tym dowiedzieć.
Will you tell the council of jarls of the plot?|Powiesz o zmowie przed radą jarlów?
I will. I was ready to die for Birna… But not like this.|Powiem. Byłem gotów umrzeć za Birnę... Ale nie tak.
The Thing will need to convene. Let's go!|W takim razie pora zwołać sąd. Jedziemy!
Let's take him to Kaer Trolde.|Zabierzmy go do Kaer Trolde.
What was Birna's motive?|Jaki Birna miała motyw?
What was her motive?|Jaki miała motyw?
It's obvious. She schemed this up to get rid of the other claimants, slander our clan in the process.|To przecież jasne. Uknuła całą intrygę, żeby pozbyć się innych pretendentów do tronu i oczernić nasz ród.
If she'd succeeded, Svanrige would've been left the only claimant to Skellige's throne.|Gdyby jej się udało, Svanrige byłby jedynym kandydatem na władcę Skellige.
And I know the colors those men wore. That was the Clan Tuirseach tartan.|I znam barwy, które nosili ci ludzie. Tartany klanu Tuirseach.
It's her. She's behind all this, isn't she?|To ona za tym wszystkim stoi, prawda?
Yes. Birna Bran.|Tak. Birna Bran.
No an Craite should ever sit on Skellige's throne. I know you better than others do - you're hot-headed, irresponsible…|An Craite nie powinni nigdy zasiadać na tronie Skellige. Znam was lepiej niż inni – porywczy, nieodpowiedzialni...
Skellige needs stability, a strong king. Not the kind a band of drunken jarls will choose.|Skellige potrzebuje stabilizacji, silnego króla. A nie takiego, którego wybierze gromada pijanych jarlów.
Curious. Never heard you voice that idea. But I do know one who never stops saying it.|Ciekawe. Nigdy nie słyszałam żebyś tak mówił. Ale wiem, kto opowiada w kółko takie rzeczy.
Why did you help me?|Czemu mi pomogliście?
Because I want to hear why you betrayed my father, my brother and our clan! Say it to my face!|Bo chciałam, żebyś mi powiedział prosto w oczy, dlaczego zdradziłeś mojego ojca, brata, nasz klan!
Worst possible claimant won. We'll all regret it, mark my words.|Najgorszy możliwy wybór. Wszyscy będziemy go żałowali.
Hjalmar's a fierce and able warrior, that's clear, but he'll never make a good king.|Hjalmar jest dobrym wojownikiem, ale nigdy nie będzie dobrym królem.
The better claimant won.|Wygrała lepsza.
What do you think of Skellige's new ruler?|Co sądzisz o nowym władcy?
Skellige's new ruler - any thoughts?|Co sądzisz o nowym władcy?
Remember me, Jarl?|Pamiętasz mnie, jarlu?
I remember, Geralt. I remember.|Pamiętam... Geralt... Pamiętam...
Forgive me, the gods speak.|Wybacz, bogowie mówią...
Farewell.|Bywaj.
Farewell.|Bywaj.
Who do you think'll win the crown?|Kto zdobędzie tron?
The fight for the throne's grown fierce.|Walka o koronę robi się coraz bardziej zacięta...
Strife 'tween siblings is never good. I know from experience.|Niedobrze, jak rodzeństwo się kłóci... Wiem to z własnego doświadczenia.
Hjalmar's ambitious, but to a fault. We'd all be better off were his sister to win.|Hjalmar ma wielkie ambicje, ale dla nas wszystkich byłoby lepiej, gdyby to jego siostra wygrała.
Really think so, or is that gratitude speaking?|Naprawdę tak uważasz czy kieruje tobą wdzięczność?
I am grateful, as Hemdall's my witness. No one's ever done more for me than you and that lass.|Jestem jej wdzięczny, Hemdall mi świadkiem. Nikt nigdy nie zrobił dla mnie tyle co ty i ta dziewczyna.
More important, she showed great cunning and courage. Qualities the Isles need now more than ever.|Wykazała się nieprzeciętnym sprytem i odwagą. A to jest właśnie to, czego teraz trzeba wyspom.
Geralt, friend. What brings you here?|Geralt, witaj. Co się sprowadza?
The totem! Right where it should be. Now's when we eat the herbs.|Totem... Wszystko się zgadza. Teraz trzeba zjeść te zioła.
Why would we do that?|Niby po co?
To go on - to where the nightmares are. So says the legend, and so we will do.|Żeby pójść dalej. Tam, gdzie zaczynają się koszmary. Tak mówi legenda i tak trzeba.
Fine, give 'em here.|Dobra, dawaj.
Take it. Uve, Jorulf, eat up! To the last grain!|Masz. Uwe, Jorulf, wcinajcie! Do ostatniego ziarnka!
Fine, give them here.|Dobra, dawaj.
What're these herbs?|Co to za zioła?
What herbs are these?|Co to za zioła?
Hmm, what'd that druid say? Hemlock, poppy, nightshade, and that chicky-- no, uh, henbane.|Hmm... Czekaj, czekaj, co ten druid mówił... Szalej, mak, pokrzyk, i ten, no, yy... Lulek.
Whoa. In for one helluva ride.|Ho, ho. To czeka nas niezła jazda.
I don't feel no different. How 'bout you, Uve?|Ja tam nie czuję żadnej różnicy. Ty, Uwe?
Hah! You're askin' a mute his opinion. You're feelin' it, mate!|Jak pytasz niemowę o zdanie, to chyba jednak czujesz!
C'mon, let's go. Time to face our fears.|No, chodźmy. Pora zmierzyć się ze strachem.
Can we talk? I'm…|Możemy porozmawiać? Jestem...
I know who you are, Geralt of Rivia. I'm Lugos. Madman's what many call me. Jarl of Clan Drummond's what I am.|...Geralt z Rivii, słyszałem o tobie. A ja jestem Lugos zwany Szalonym, jarl klanu Drummond.
Two clans on one island… tough to be neighbors, so near each other?|Dwa klany na jednej wyspie... To chyba ciężkie sąsiedztwo, co?
A neighbor is one who lives nearby, not one who stole half your home. The an Craite seized our lands.|Sąsiadem jest ktoś, kto mieszka obok ciebie – a nie ten, co zajął pół twojego domu. An Craite zagarnęli nasze ziemie...
In the days of Harald the Cripple. That was three centuries ago.|...za czasów Haralda Chromego. Trzysta lat temu.
Doesn't change the fact they had no right. I'll rid Ard Skellig of Crach and his brood yet.|Co nie zmienia faktu, że zrobili to bezprawnie. I ja jeszcze Cracha z Ard Skellig przegonię.
