en_text|pl_text|bielik_prompt7_translation
To Vizima. I've not yet repaid Emhyr all I owe him…|W Wyzimie. Jeszcze nie spłaciłam swoich długów wobec Emhyra...|Do Wizimy. Jeszcze nie spłaciłem Emhyrowi wszystkiego, co mu zawdzięczam...
You didn't have it?|Ty jej nie miałaś?|Nie miałeś tego?
We're looking for a young woman. Ashen hair, green eyes… Was she here?|Szukamy młodej dziewczyny. Szare włosy, zielone oczy. Była tu?|Szukamy młodej kobiety. Popielate włosy, zielone oczy... Czy ona tu była?
Just passing through, looking for work.|Rozglądałem się za robotą.|Przechodzę tylko, szukając pracy.
We're in… in Skellige? So… we've teleported? Oh, this is much worse than I thought…|Na... Na Skellige? Czyli... przeteleportowaliśmy się? Jest gorzej, niż myślałem...|Jesteśmy... w Skellige? Więc... przeniosło nas? Och, to jest znacznie gorsze niż sądziłem...
It promotes hair growth.|Na porost włosów.|Stymuluje wzrost włosów.
She did it for Ciri.|Tu chodzi o Ciri.|Ona to zrobiła dla Ciri.
Your ignorance speaks poorly of you. The white cat is the goddess' sacred animal and has deep symbolic significance.|Twoja ignorancja nie robi na mnie wrażenia. Biały kot jest świętym zwierzęciem bogini i ma głębokie znaczenie symboliczne.|Twoja ignorancja źle o tobie świadczy. Biały kot jest zwierzęciem świętym bogini i ma głębokie znaczenie symboliczne.
Gonna tell your father what you faced in the Cave of Dreams?|Powiesz ojcu, z czym ci się przyszło zmierzyć w Jaskini Snów?|Powiesz ojcu, co przeżyłeś w Jaskini Snów?
Yaaaawn…|Zieeew…|"Aaaa... (westchnienie)

(Uwaga: ""Yawn"" w języku angielskim oznacza ""ziewnięcie"", ale w mowie potocznej może być używane jako wyrażenie znudzenia lub irytacji. W tym kontekście najlepszym tłumaczeniem jest ""Aaaa..."" jako onomatopeja ziewnięcia.)"
Making a big mistake.|Popełniacie wielki błąd.|Popełnianie dużego błędu.
Busy here, can't you see?|Zajęty jestem, nie widać?|Tutaj jest duży ruch, czy nie widzisz?
What do you wanna know?|Co chcesz wiedzieć?|Czego chcesz się dowiedzieć?
Tin pots… Stand to make a lot of noise… Maybe give 'em a smack once he's asleep…|Blaszane garnki... Mogłyby zrobić dużo hałasu. Gdyby tak w nie przyłożyć, jak pójdzie spać...|"Garnki... Stań, żeby zrobić dużo hałasu... Może uderz go raz, kiedy zaśnie...

Tłumaczenie: Garnki... Stań, żeby narobić dużo hałasu... Może walnij go raz, jak zaśnie..."
I know… But me arm hurts.|Wiem... Tylko mnie już ręka boli.|Wiem... Ale moje ramię boli.
You're dull as dirt. *Yaaawn*|Nudzisz mnie, zieeeeew.|Jesteś nudny jak flaki z olejem. *Ziewnięcie*
The skinny thing? Lovely doe eyes, true, and she's from an honorable house - but the lass is gaunt as a sapling.|Tej chudziny? No, oczęta, owszem, jak u sarny, no i z zacnego rodu, ale przecież to mizerotka.|Ta chuda rzecz? Prawda, ma piękne oczy doe i pochodzi z szanowanego rodu - ale dziewczyna jest chuda jak młode drzewko.
I must get to Drowned Dead Rock.|Muszę iść do Skały Topielców.|Muszę dotrzeć do Zatopionej Skały Śmierci.
I'll make sure news of your deed spreads 'cross the five isles.|Dopilnuję, by wieść o twoim czynie rozniosła się po pięciu wyspach.|Upewnię się, że wieści o twoim czynie rozejdą się po pięciu wyspach.
Quiet, dear, you don't know what you're sayin'. Your brother was a vile man, a criminal. The quicker you forget him, the better.|Cicho, mała, nie wiesz, co mówisz. Twój brat to był podły człowiek, zbrodniarz. Im szybciej o nim zapomnisz, tym lepiej.|Cicho, kochanie, nie wiesz co mówisz. Twój brat był podłym człowiekiem, przestępcą. Im szybciej o nim zapomnisz, tym lepiej.
Mind if I have a look at your herbs?|Mogę spojrzeć na zioła, które sprzedajesz?|Czy mogę rzucić okiem na twoje zioło?
May your futures not be as black as they look!|Za to, aby wasza przyszłość nie była taka zła, jak na to wygląda!|Niech twoje przyszłości nie będą tak czarne, jak się wydają!
No greater deed than that done to serve the goddess.|Nie ma większego czynu niż czyn w służbie bogini.|Nie ma większego czynu niż ten dokonany w służbie bogini.
They're not part of any clan. They've no wives nor children.|Nie należą do żadnego klanu. Nie biorą sobie żon i nie mają dzieci.|Nie należą do żadnego klanu. Nie mają żon ani dzieci.
You're making a big mistake.|Popełniacie wielki błąd.|Robisz duży błąd.
Beautiful fight. Einar retains his title, but waits to be challenged anew.|Piękna walka. Einar zatrzymał swój tytuł, ale czeka na kolejne wyzwanie.|Piękna walka. Einar zachowuje swój tytuł, ale czeka na nowe wyzwanie.
They're off! They're off!|Jadą! Jadą!!!|Odjechali! Odjechali!
The gods are not kind, Jarl. Our isles are in for hard times.|Bogowie nie są łaskawi. Nasze wyspy czekają ciężkie czasy, panie.|Bogowie nie są łaskawi, Jarl. Nasze wyspy czekają trudne czasy.
Vigi. Poor bugger.|Biedny Vigi.|Biedny sukinsyn.
I do have a horse in the race. Can't refuse, to be honest.|Nie odmówię. Zwłaszcza że mam swojego faworyta.|Mam konia w tym wyścigu. Nie mogę odmówić, szczerze mówiąc.
Do you know any more about this curse?|O co chodzi z tą klątwą?|Czy wiesz coś więcej o tej klątwie?
Let's play cards instead.|Zagrajmy w karty.|Zagrajmy w karty zamiast tego.
Lu-gos! Lu-gos! Lu-gos!|Lu-gos! Lu-gos! Lu-gos!|Łukasz! Łukasz! Łukasz!
Sounds reasonable. Wait for me here - shouldn't be too long.|Brzmi rozsądnie. Czekajcie tu na mnie – załatwię to raz dwa.|Brzmi rozsądnie. Poczekaj tu na mnie - nie powinno to zająć zbyt dużo czasu.
Cerys wasn't lying… you know plants.|Cerys nie kłamała... Znasz się na ziołach.|Cerys nie kłamała... znasz rośliny.
Always.|Zawsze.|Zawsze.
Tell me, witcher. Have you any honor?|Powiedz no, wiedźminie. Masz honor?|Powiedz mi, wiedźminie. Masz jakikolwiek honor?
You were right…|Miałeś rację...|Miałeś rację...
You're right… Besides, trudging through mud in these heels would be murder.|Racja... Poza tym łażenie po tym błocie w moich obcasach byłoby mordęgą.|Masz rację... Poza tym, brodzenie przez błoto w tych szpilkach byłoby morderstwem.
I am honored.|Zaszczycony jestem.|Czuję się zaszczycony.
Twas as ye said it would be. Ye won. Glory's yours… as is the prize.|Stało się, jak mówiłeś. Wygrałeś. Twoja jest sława – i nagroda.|Tak jak powiedziałeś, tak było. Wygrałeś. Chwała tobie... oraz nagroda.
Show me what you have.|Chcę obejrzeć twoje towary.|Pokaż mi co masz.
You've made the right choice.|Podjąłeś dobrą decyzję.|Dokonałeś właściwego wyboru.
Hmm... Maya's got a right dreamy face! If not for that bit of bone rot in her right foot…|Hmm... Ale taka Maya buźkę ma jak marzenie! Tylko na prawą nogę lekko utyka...|Hmm... Maia ma śliczną twarz! Gdyby nie ten kawałek zgniłej kości w jej prawej stopie...
Why'd you two leave me at the Kingfisher?|Dlaczego zostawiłyście mnie w Zimorodku?|Dlaczego zostawiliście mnie w Kingfisher?
Ouch! That hurt!|Ajć! Boli!|Au! To zabolało!
All right. Going back down.|Dobra, wracam na dół.|Dobrze. Wracamy na dół.
Nothin', not a thing… Just got the impression she doesn't like to let you out of her sight.|Nic, nic... Po prostu mam wrażenie, że nie lubi spuszczać cię z oczu.|Nic, nic... Tylko mam wrażenie, że ona nie lubi spuszczać cię z oczu.
Can outsiders sign up, or is this a closed event?|Obcy też może się zapisać czy to impreza zamknięta?|Czy osoby z zewnątrz mogą się zapisać, czy to wydarzenie jest zamknięte?
Twas the jarl put the bun in 'er!|To jarl ją zabrzuszył!|To był jarl, który włożył jej bułkę!
Where did the mage flee to?|Dokąd uciekł czarodziej?|Dokąd uciekł mag?
Ey, if you really aim to return, mind bringin' me some solid twine? You're like to find it in the village.|Słuchaj, jakbyś rzeczywiście miał tu wracać, to przynieś mi ze wsi trochę solidnej dratwy.|Hej, jeśli naprawdę zamierzasz wrócić, pamiętaj o przyniesieniu mi trochę porządnego sznura. Znajdziesz go we wsi.
Wenches, you know… But enough talkin', grab a fork. We've got manure to haul.|Wiesz, baby... Ale starczy gadania, łap za widły. Trzeba gnój wynieść.|Dziewczyny, wiecie... Ale wystarczy gadania, weź widły. Mamy nawóz do wywiezienia.
We must go to the central chamber, try to power down the security measures.|Chodźmy do głównej komnaty. Trzeba pozbyć się zabezpieczenia.|Musimy iść do komory centralnej, spróbuj wyłączyć środki bezpieczeństwa.
Farewell.|Bywaj.|Żegnaj.
I'm sure it doesn't in your eyes.|W waszych oczach na pewno nie.|Jestem pewien, że tak nie jest w twoich oczach.
Ahh… Ehh, never got on too well with her. But you're right - I oughta do this.|Ech, nigdy nie potrafię się z nią dogadać. Ale masz rację, muszę to zrobić.|Ach... Ech, nigdy nie dogadywaliśmy się zbyt dobrze. Ale masz rację - powinienem to zrobić.
Ready? Can we go?|Gotów? Ruszamy stąd?|Gotowy? Możemy ruszać?
And I aim to keep my word. Here. This bauble's been in the family for generations. I give it you for helping ensure the line endures.|I dotrzymam słowa. Proszę. To cacko jest w moim rodzie od pokoleń... I za to, żeś pomógł zachować jego ciągłość, daję je tobie.|I zamierzam dotrzymać słowa. Tutaj. Ta błyskotka jest w rodzinie od pokoleń. Daję ją tobie za pomoc w zapewnieniu, że linia przetrwa.
Help! Help me pa! Help him, please!|Ratunku! Pomóż mojemu tacie! Pomóż mu, proszę!|Pomocy! Pomóż mi tato! Pomóż mu, proszę!
No hard feelings, but we'll have to drink another time.|Nie żywię urazy, ale napijemy się kiedy indziej.|Bez urazy, ale musimy napić się innym razem.
Disturbing indications of freedom.|Niepokojące oznaki wolności.|Niepokojące oznaki wolności.
Our time amongst the living is but the wink of an eye.|Czas pośród żywych to mgnienie.|Nasze życie pośród żyjących jest jak mrugnięcie oka.
The white-haired one… Who is he, I wonder…|Widzisz tego białowłosego? Ciekawe kto to...|Ten siwy... Kto to jest, zastanawiam się...
Hjort has doubts as well?|Hjort też ma wątpliwości?|Czy Hjort też ma wątpliwości?
Cause… 'Cause… 'Cause I didn't like me uncle, Gretter. He was fat and stank.|No bo... No bo... Bo nie lubiłam tego wujka, Grettera. Był gruby i śmierdział.|Bo... Bo... Bo nie lubiłem mojego wujka, Grettnera. Był gruby i śmierdział.
Gladly fight you, but some other time.|Chętnie się z tobą zmierzę, ale przy innej okazji.|Chętnie z tobą walczę, ale innym razem.
Farewell.|Bywaj.|Żegnaj.
You - you're a witcher? I seein' right?|Wyście... Wiedźmin? Tak, tak, dobrze widzę!|Ty - jesteś wiedźminem? Widzę dobrze?
Our wagon's full of loot we ripped from the Black Ones.|Bo nasz wóz cały wyładowany jest łupami wydartymi czarnym.|Nasz wóz jest pełen łupów zerwanych od Czarnych.
You know… I don't really have a home. I'm a traveler.|Wiesz, ja... Nie mam domu. Jestem w podróży.|Wiesz... Nie mam tak naprawdę domu. Jestem podróżnikiem.
Tis true, and before the advent of Tedd Deireadh, the Final Age, he shall return, walk amidst us, and face the evil powers, demons and specters of Chaos.|To prawda, a nim nastąpi Tedd Deireadh, Czas Końca, powróci do nas i stawi czoło złym mocom, demonom i upiorom Chaosu.|To prawda, a przed nadejściem Teda Deireadha, Ostatecznej Ery, on powróci, będzie chodził wśród nas i stawi czoła złym mocom, demonom i widmom Chaosu.
Why do you want this power?|Do czego ci ta moc?|Dlaczego chcesz tej władzy?
Take care.|Bywaj.|Dbaj o siebie.
We never mention this again.|Zapomnijmy o tym.|Nigdy więcej o tym nie wspominamy.
That will be a good day.|To będzie dobry czas.|To będzie dobry dzień.
Someone's in a good mood…|Ktoś tu jest w wesołym nastroju...|Ktoś jest w dobrym humorze...
Priestesses of Freya would've tended to any survivors. Only ones around here with any notion about medical care.|Jeśli ktokolwiek przeżył, to pewnie kapłanki Freyji się nim zajęły. Tylko one mają jakieś pojęcie o opiece medycznej.|Kapłanki Freyi zajmowałyby się każdym ocalałym. Jedyni w okolicy mający jakiekolwiek pojęcie o opiece medycznej.
We care for equilibrium, the balance of all things, not just trout populations in streams. We're lucky the jarls always valued us as advisors.|Troska o równowagę nie polega tylko na kontrolowaniu populacji pstrąga w strumieniach. Na szczęście jarlowie zawsze cenili nas jako doradców.|Dbamy o równowagę, harmonię wszystkich rzeczy, nie tylko populacji pstrągów w strumieniach. Mamy szczęście, że jarlowie zawsze cenili nas jako doradców.
We lived in the Ice Giant's thrall.|W strachu przed lodowym gigantem żeśmy żyli.|Żyliśmy pod władzą Lodowego Olbrzyma.
Don't understand a thing, do you, witcher? Guess you don't need to. Killing monsters - that's what you're good for.|Nic nie rozumiesz, wiedźminie. Ale może i nie musisz, bo twoją rzeczą jest zabijanie potworów.|Nic nie rozumiesz, prawda, wiedźminie? Pewnie nie musisz. Zabijanie potworów - do tego jesteś stworzony.
Clan Dimun Guard|Strażnik z klanu Dimun|Ród Ciemnej Straży
Ah, Geralt, how're things?|Co tam, Geralt?|Ach, Geralt, jak się masz?
Yeah, we can work together.|Możemy pracować razem.|Tak, możemy razem pracować.
I'll change into travel attire and find you.|Włożę wygodniejszy strój i spotkamy się na miejscu.|Przebiorę się w ubrania podróżne i znajdę cię.
It can't be. Why, he's the best axeman on the isle!|Nie może być. Przecież to najlepszy rębacz na całej wyspie!|Nie może być. Dlaczego, to najlepszy drwal na wyspie!
Treacherous, those caves. Folk used to make sacrifices to Melusine there.|Te jaskinie to złe miejsce. Kiedyś składali tam ofiary Meluzynie.|Zdradliwe są te jaskinie. Ludzie składali tam ofiary Meluzynie.
Injured? Was it serious?|Była ranna? To coś poważnego?|Ranny? Czy to było poważne?
Yes, the last thing Udalryk needed more of. Thanks for your help.|No, tak... Ostatnie, czego Udalrykowi było trzeba. Dzięki za pomoc.|Tak, ostatnia rzecz, której Udalryk potrzebował więcej. Dziękuję za twoją pomoc.
Where'd you get that idea?|Skąd taki wniosek?|Skąd wziąłeś ten pomysł?
*Sigh* Eh, I want to know already what it is we'll face…|Eh, chciałbym już wiedzieć, z kim przyjdzie nam się zmierzyć...|Westchnienie... Ech, chciałbym już wiedzieć, co nas czeka...
Shit…|Szlag...|Kurwa...
Farewell.|Bywaj.|Żegnaj.
Good luck.|Powodzenia.|Powodzenia.
I been already. They said their herbs can't help, and all that's left is to pray.|Już byłam. Powiedzieli, że ich zioła już nic nie wskórają. Że już tylko modlitwa zostaje.|Byłem już tutaj. Powiedzieli, że ich zioła nie mogą pomóc, i jedyne co zostało, to modlić się.
You tell her.|Sam jej powiedz.|Powiedz jej.
Take it… And next time, slay some damn monsters.|Bierz... I następnym razem zapoluj na potwory.|Weź to... A następnym razem zabij jakieś cholerne potwory.
Drummond Shieldmaiden|Tarczowniczka klanu Drummond|Tarcza Drummonda
Show me what you have.|Pokaż mi swoje towary.|Pokaż mi co masz.
See you later, Jorulf, son of the Wolverine. Or whatever it was.|To na razie, Jorulfie, synu Rosomaka. Czy jakoś tak.|Do zobaczenia później, Jorulfie, synu Wolverina. Albo cokolwiek to było.
Maybe…|Możliwe...|Może...
Never heard of those monsters. Are those local names?|Nigdy nie słyszałem o takich stworzeniach. Może to jakieś miejscowe nazwy?|Nigdy o nich nie słyszałem. Czy to lokalne nazwy?
Where you goin', vagrant? No stranger's gonna stroll about our boat!|Gdzie, przybłędo? Nie będzie nam się obcy pałętał po łodzi!|Dokąd idziesz, włóczęgo? Żaden obcy nie będzie się szwendać po naszej łodzi!
Ritual of some kind… We'll have to wait.|Jakiś rytuał. Musimy poczekać.|Rytuał jakiegoś rodzaju... Będziemy musieli poczekać.
Think you scare me - scare Jorulf, son of Odmar, known elsewise as the Wolverine?|Myślisz, że mnie nastraszysz? Jorulfa, syna Odmara, zwanego Rosomakiem?|Myślisz, że mnie straszysz - straszysz Jorulfa, syna Odmara, znanego również jako Wolverine?
Don't like her?|Nie lubisz jej?|Nie lubisz jej?
Right.|Racja.|Dobrze.
Mhm?|Mhm?|Hmm?
Aye, I heard. Even asked me to go with him, but I turned him down.|Ano, słyszałem. Prosił mnie nawet, żebym popłynął z nimi, ale odmówiłem.|Tak, słyszałem. Nawet poprosił mnie, żebym z nim poszedł, ale odmówiłem.
Need to think it over.|Jeszcze się namyślę.|Muszę to przemyśleć.
Rurik, right? Heard you were on a boat the drowners attacked.|Ruryk, tak? Słyszałem, że byłeś na łodzi, którą napadły utopce?|Ruryk, prawda? Słyszałem, że byłeś na łodzi, kiedy zaatakowali topielcy.
Huh, doubt it.|Śmiem wątpić.|Eh, wątpię.
Ha! I knew we'd best him!|No, wiedziałem, że damy mu radę!|Haha! Wiedziałem, że go pokonamy!
Moments like this.|Tak jak teraz.|Chwile takie jak ta.
So, didn't get away after all.|A więc jednak nie udało mu się uciec...|No cóż, nie udało się uciec.
But if ye change your mind, a reward awaits.|Na wypadek gdybyś zmienił zdanie, to nagroda czeka.|Ale jeśli zmienisz zdanie, czeka nagroda.
I swore to the goddess that only he who bested me in battle would lie with me, take me as his wife and give me children.|Ślubowałam bogini, że tylko ten, kto pokona mnie walce, będzie mógł się ze mną położyć, wziąć mnie za żonę i dać mi dzieci.|Przysięgłam bogini, że tylko ten, kto pokona mnie w walce, będzie ze mną spał, weźmie mnie za żonę i da mi dzieci.
Oh, but-but I assure you I-- All right, all right, you got me.|Ależ zapewniam, że... Ech, no dobra, przyłapałeś mnie.|Och, ale... ale zapewniam cię, że... No dobrze, no dobrze, masz mnie.
"Then you must find ""Gottfried's Omni-opening Grimoire."""|W takim razie musisz znaleźć „Globalne Otwarcie Gotfryda”.|"Wtedy musisz znaleźć ""Omniodrzwiowy Grimuar Gottfrieda""."
Yes.|Tak.|Tak.
Unlike his wife.|W przeciwieństwie do jego żony.|W przeciwieństwie do jego żony.
We fished you out of the sea… Me and that friend of yours.|Wyłowiliśmy cię z morza. Ja... I ten twój przyjaciel.|Wyciągnęliśmy cię z morza... Ja i ten twój kolega.
How can you know?|Skąd wiesz?|Skąd możesz to wiedzieć?
What was that title again?|Jaki był tytuł?|Jaki był ten tytuł jeszcze raz?
You must, even! Come, I've been waiting for you.|Nawet trzeba! Chodź, czekałem na ciebie.|Musisz, nawet! Chodź, czekałem na ciebie.
When it realizes it's been tricked, it'll be forced to leave.|Kiedy zrozumie, że został oszukany, będzie musiał odejść.|Gdy zorientuje się, że zostało oszukane, będzie musiało odejść.
Wouldn't mind a few rounds of gwent.|Mam ochotę na partyjkę gwinta.|Nie pogardziłbym kilkoma rundami gwinta.
Where'll we meet once I get Uma from the baron?|Gdzie się spotkamy, jak już odbiorę Umę od Barona?|Gdzie się spotkamy, gdy odbiorę Umę od barona?
It… It seemed more clever'n the others. Like it knew. Knew everythin'.|On... On był jakby bardziej rozumny niż reszta. Jakby wiedział. Wszystko wiedział.|To wydawało się mądrzejsze od pozostałych. Jakby to coś wiedziało. Wszystko.
Aye, read my mind? Some seafiends got a lair in the bay. Grab folk off boats from time to time… Ye lookin' for work, maybe?|A tak, jakbyś wiedział. Gdzieś w zatoce jest leże morskich diabłów. Co i raz kogoś z łodzi ściągną... A co, pracy szukasz?|Tak, czytasz w moich myślach? Kilku morskich ludzi ma swoją siedzibę w zatoce. Od czasu do czasu porywają ludzi z łodzi... Szukasz pracy, być może?
Don't even want to think about it.|Nawet nie chcę o tym myśleć...|Nie chcę nawet o tym myśleć.
What did you say?!|Coś ty powiedziała?|Co powiedziałeś?!
Enough. Not another word about pride, feuds or bonds of kinship. You can kill each other without my help from now on.|Dość. Ani słowa więcej o dumie, wendetach i koligacjach rodzinnych. Mordujcie się już bez mojego udziału.|Dosyć. Ani słowa więcej o dumie, waśniach czy więzach krwi. Od teraz możecie zabijać się nawzajem bez mojej pomocy.
Arnvald! Stop, dammit!|Arnvald! Stój, do diabła!|Arnvald! Zatrzymaj się, do cholery!
I'd rather you stayed.|Wolałabym, żebyś został.|Wolałbym, żebyś został.
Gotta go. So long.|Czas na mnie. Bywaj.|Muszę iść. Trzymaj się.
Aim to talk to Sverre? Maybe 'tain't a bad idea. They're sittin' over there, by that hut.|Chcecie ze Sverrem pogadać? No, może to i dobry pomysł. Ot, tam siedzą, przy chacie.|Chcesz porozmawiać ze Sverrem? Może to nie jest zły pomysł. Siedzą tam, przy tej chacie.
Said you were gonna go on three.|Miało być na trzy.|Powiedziałeś, że idziesz na trójkę.
We'll talk when you get here, all right?|Pogadamy na górze, dobra?|Porozmawiamy, gdy tu dotrzesz, dobrze?
Need you to craft something for me.|Chciałbym, żebyś coś dla mnie wykonał.|Potrzebuję, żebyś coś dla mnie stworzył.
Hello. Still on your pilgrimage?|Witaj. Ciągle pielgrzymujesz?|Cześć. Nadal jesteś w swojej pielgrzymce?
He won't die, I freed him.|Nie umrze, uwolniłem go.|On nie umrze, uwolniłem go.
As we all do. Me, for instance, I'm lookin' for me sister.|Jak każdy. Ja, dla przykładu, szukam siostry.|Tak jak wszyscy. Na przykład ja szukam mojej siostry.
Any glory stemming from the giant's death should be yours.|Zaszczyt zabicia giganta powinien przypaść tobie.|Każda chwała wynikająca ze śmierci olbrzyma powinna należeć do ciebie.
You need not do this, child.|Nie musisz, dziecko.|Nie musisz tego robić, dziecko.
Not in the mood to fight.|Nie mam ochoty się bić.|Nie jestem w nastroju na kłótnię.
Beautiful fight. Congratulations on your victory.|Piękna walka. Gratuluję zwycięstwa.|Piękna walka. Gratulacje z okazji twojego zwycięstwa.
Aye, I am.|No.|Tak, jestem.
What do you want?|O co chodzi?|Czego chcesz?
Take care.|Bywaj.|Dbaj o siebie.
Come, let's search the ship.|Chodź, przeszukajmy statek.|Chodźmy, poszukamy na statku.
Who the fuck are you to advise me, eh?|A kim ty, kurwa, jesteś, że dajesz mi rady, co?|Kim jesteś, żeby mi doradzać?
It would've, if I'd only found the sword.|Pomogłaby, gdybym przyniosła miecz.|To by się stało, gdybym tylko znalazł miecz.
Farewell.|Bywaj.|Żegnaj.
Barmaid|Kelnerka|Barman/barmanka
Lemme help you. And I promise to do everything I can to keep from angering the gods.|Pomogę ci. I obiecuję, że zrobię, co w mojej mocy, żeby ich nie rozgniewać.|Pozwól mi sobie pomóc. Obiecuję zrobić wszystko, co w mojej mocy, aby nie rozgniewać bogów.
Farewell.|Bywaj.|Żegnaj.
Lead the way.|Prowadź.|Prowadź drogę.
My line doesn't have too rosy a future anyway, but never mind that. What do I do?|Mój ród i tak nie ma przed sobą świetlanej przyszłości, ale mniejsza z tym. Co mam zrobić?|Moja sytuacja nie ma zbyt różowej przyszłości, ale nieważne. Co mam zrobić?
It's not the gods.|To nie bogowie.|To nie są bogowie.
Shame.|Szkoda.|Wstyd.
Our rivalry's one thing, but we share the same blood - that's what really counts.|Rywalizacja rywalizacją, ale tak naprawdę liczy się to, że jesteśmy z jednej krwi.|Nasza rywalizacja to jedno, ale mamy wspólną krew - to jest najważniejsze.
You needn't resort to blackmail. You would've learned, eventually.|Nie musisz mnie szantażować, i tak byś się dowiedział.|Nie musisz uciekać się do szantażu. W końcu byś się nauczył.
My son could not be here this day. Behold his axe. Behold his will.|Mój syn nie mógł się dzisiaj stawić. Oto jego topór, oto jego wola.|Mój syn nie mógł być tutaj tego dnia. Oto jego topór. Oto jego wola.
Did it hurt that monster when ye killed it? 'Cause I hope it did, hope it hurt a lot.|Tego potwora to bolało, jak go ubijałeś? Bo bym chciała, żeby bolało.|Czy to monstrum bolało, gdy je zabiłeś? Mam nadzieję, że tak, mam nadzieję, że bardzo bolało.
Hey! Where you goin'?!|Hej! A ty dokąd?!|Hej! Dokąd idziesz?!
Please. I'll enchant a needle.|Chyba żartujesz. Zaczaruję igłę.|Proszę. Zaczaruję igłę.
My oh my.|Ech... Jejku, jej... mmm...|Ojejku.
Almost certain we're dealing with an old leshen.|Jestem prawie pewien, że to bardzo stary leszy.|Prawie pewne, że mamy do czynienia ze starym leśnym duchem.
Ach, Mum, you always worry. Everything's fine. Ain't it?|Oj, mama, bo ty się zawsze martwisz. Wszystko w porządku. Co nie?|Ach, mamo, zawsze się martwisz. Wszystko jest w porządku. Prawda?
If your fingers tire, grip the string with…|Jak ci się palce zmęczą, możesz złapać cięciwę przez...|Jeśli twoje palce zmęczą się, chwyć sznurek...
May I never flee the battlefield.|Żebym nigdy nie uciekł z pola bitwy.|Nigdy nie ucieknę z pola bitwy.
G-g-g-good day.|Dziee-eeń dobry.|Dobry dzień.
Bran spent his life at sea, and while he was away, old feuds flared, devourin' the Isles from the inside. Folk grew furious, claimin' there was no one to mediate, resolve quarrels.|Bran całe życie spędził na morzu, a jak go nie było, odżywały zatargi, które toczyły wyspy od środka. Wtedy ludzie pomstowali, że nie ma komu rozsądzać sporów.|Bron spędził swoje życie na morzu, a podczas jego nieobecności stare waśnie rozgorzały, pochłaniając Wyspy od wewnątrz. Ludzie stali się wściekli, twierdząc, że nikt nie może mediować ani rozwiązywać sporów.
Foreigners.|Cudzoziemcy.|Cudzoziemcy.
Do you hear the witcher, people?!|Słyszeliście wiedźmina?!|Słyszycie wiedźmina, ludzie?!
Passed out. Gotta get her outta here.|Straciła przytomność. Muszę ją stąd zabrać.|Zemdlała. Muszę ją stąd zabrać.
And I've seen rotfiends in better condition than this.|I widziałem zgnilce, które były w lepszym stanie.|I widziałem diabły w lepszym stanie niż to.
Ye get similar bouts in Novigrad and Velen, but those're glorified tavern brawls, ye ask me. This here's a minor festival.|W Novigradzie i w Velen mają podobne zawody, ale tam to zwykłe mordobicie. A u nas małe święto.|Dostajesz podobne starcia w Novigradzie i Velenu, ale to są ulepszone bójki w karczmach, jeśli mnie pytasz. To tutaj to drobny festiwal.
First I heard the giant growl to those flying sirens. Damn me if he weren't givin' 'em orders!|Najpierw usłyszałem, jak gigant coś warczy do tych swoich latających syren. Rozkazywał im, wyobrażasz sobie?!|Najpierw usłyszałem potężne warczenie do tych latających syren. Cholera, on im wydawał rozkazy!
Alone? What on earth was she thinking?|Sama? Co ona sobie w ogóle myślała?|Sama? Co ona sobie myślała?
"We must deactivate the Defensive Regulatory Magicon. The tower's prior owner wrote a treatise about removing such defenses - ""Gottfried's Omni-opening Grimoire."""|Trzeba wyłączyć Defensywny Regulator Magiczny. Poprzedni właściciel napisał kiedyś traktat o zdejmowaniu podobnych blokad – „Globalne Otwarcie Gotfryda”.|"Musimy deaktywować Defensywną Regulacyjną Magikonę. Poprzedni właściciel wieży napisał traktat o usuwaniu takich obron - ""Omniodostępny Grimuar Gottfrieda""."
Don't really know.|W zasadzie nie wiem.|Nie wiem naprawdę.
And what's this mixture for?|A ta mieszanka to na co?|A do czego to mieszanie służy?
This wraith, the big one… Tell me more.|Ten upiór... Powiedz mi o nim coś więcej.|Ten upiór, ten duży... Powiedz mi więcej.
And if that lad o' his crosses my path, he'll truly be a blue boy.|A jak jego synalek wejdzie mi w drogę, rzeczywiście będzie Siny.|A jeśli ten chłopak z jego strony przetnie moją ścieżkę, to on naprawdę będzie niebieskim chłopcem.
No promises.|Nic nie mogę obiecać.|Żadnych obietnic.
Willing to craft something for me?|Chciałbym, żebyś coś dla mnie wykonał.|Czy jesteś chętny, aby coś dla mnie stworzyć?
Let me look at your goods.|Obejrzę inne towary.|Pozwól mi obejrzeć twoje towary.
We? Seem to remember you sitting on that rock, crying for help.|My? O ile pamiętam, ty siedziałeś na skale i wzywałeś pomocy.|My? Pamiętamy, jak siedziałeś na tym kamieniu, płacząc o pomoc.
A shipwreck and a cavern. I'll look inside.|Szczątki statku i jakaś jaskinię. Sprawdzę ją.|Rozbitek i jaskinia. Wejdę do środka.
What's so important about this sword?|O co chodzi z tym mieczem?|Co jest tak ważne w tej szpadzie?
We spilled that blood for Skellige. For a king we can be proud of.|Przelaliśmy tę krew za Skellige. Za króla, z którego będziemy dumni.|Rozlaliśmy tę krew dla Skellige. Dla króla, z którego możemy być dumni.
They strutted into the village and raped our lasses.And Holger was among 'em!|Jak na weszli do wioski, to dziewki pogwałcili. I Holger był między nimi!|Wmaszerowali do wioski i zgwałcili nasze dziewczyny. A Holger był wśród nich!
