en_text|pl_text|bielik_prompt0_translation|bielik_prompt1_translation|bielik_prompt2_translation|bielik_prompt3_translation|bielik_prompt4_translation|bielik_prompt5_translation|bielik_prompt6_translation
Need you to craft something for me.|Chciałbym, żebyś coś dla mnie wykonał.|"""Potrzebuję, żebyś coś dla mnie napisał."""|"Tłumaczenie tego zdania na język polski brzmi:

""Potrzebuję, żebyś coś dla mnie stworzył/stworzyła.""

To zdanie jest prośbą skierowaną do kogoś o wykonanie jakiegoś zadania lub stworzenie czegoś specjalnego. Może być używane w różnych kontekstach, od tworzenia fizycznych przedmiotów po pisanie tekstu czy programowanie."|Potrzebuję, żebyś coś dla mnie stworzył.|"""Potrzebuję, żebyś coś dla mnie przygotował."""|Potrzebuję, żebyś coś dla mnie stworzył/stworzyła.|"Przetłumaczone zdanie na język polski brzmi:

""Potrzebuję, żebyś coś dla mnie stworzył/stworzyła.""

To tłumaczenie jest najbardziej dosłowne i zachowuje oryginalny sens zdania. Warto jednak zauważyć, że w języku polskim istnieją również inne możliwe formuły wyrażające tę samą prośbę lub polecenie, takie jak:

- ""Czy mógłbyś/mogłabyś coś dla mnie napisać?""
- ""Chciałbym/chciałabym, żebyś coś dla mnie przygotował/przygotowała.""
- ""Mógłbyś/mogłabyś mi coś skomponować?""

Wybór konkretnej formy zależy od kontekstu i relacji między rozmówcami."|Potrzebuję, żebyś coś dla mnie stworzył.
No. I'm almost ready.|Nie, nie trzeba. Zaraz wychodzę.|"""Nie. Jestem prawie gotowy.""

To tłumaczenie odzwierciedla znaczenie oryginalnego zdania w języku angielskim, które wyraża stan bliski przygotowaniu lub gotowości do czegoś. W języku polskim użyto formy ""prawie gotowy"", która oddaje podobne znaczenie."|"Tłumaczenie tego zdania na język polski brzmi:

""Nie. Jestem prawie gotowy.""

To proste zdanie w języku angielskim zostało przetłumaczone dosłownie, zachowując jego znaczenie i strukturę gramatyczną w języku polskim."|Nie. Jestem prawie gotowy.|"""Nie. Jestem prawie gotowy."""|Nie. Jestem prawie gotowy.|"Oto tłumaczenie podanego zdania na język polski:

""Nie. Jestem prawie gotowy.""

To zdanie w języku angielskim składa się z dwóch części:
1. ""No"" - oznacza ""nie"".
2. ""I'm almost ready"" - oznacza ""jestem prawie gotowy"".

W języku polskim, odpowiednikiem ""almost"" jest ""prawie"", a ""ready"" można przetłumaczyć jako ""gotowy"". Zatem całe zdanie brzmi: ""Nie. Jestem prawie gotowy."""|Nie. Jestem prawie gotowy.
All right. She was here a few hours. Went to find me man, Eiric. Needed to talk, she said. They should be on the beach t'other side of the isle.|Dobrze już, dobrze. Była tutaj, parę godzin temu. Poszła porozmawiać z Eirikiem, moim mężem. Powinni być na plaży po drugiej stronie wyspy.|"""Dobrze. Była tu przez kilka godzin. Poszła mnie znaleźć, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy."""|Dobrze. Była tu kilka godzin temu. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być teraz na plaży po drugiej stronie wyspy.|W porządku. Była tu kilka godzin temu. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.|"""Dobrze. Była tu przez kilka godzin. Poszła mnie znaleźć, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy."""|W porządku. Była tu przez kilka godzin. Poszła mnie znaleźć, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.|"Oto przetłumaczone zdanie na język polski:

""W porządku. Była tu przez kilka godzin. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.""

To tłumaczenie oddaje znaczenie oryginalnego tekstu w języku angielskim, zachowując jego styl i kontekst."|W porządku. Była tu kilka godzin. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.
Hoping for pirate treasure?|A co, masz nadzieję na skarb piratów?|"""Mam nadzieję, że szukasz skarbu piratów?""

To tłumaczenie odzwierciedla znaczenie oryginalnego zdania w języku angielskim. Warto zauważyć, że w języku polskim często używamy bardziej bezpośrednich form wyrażania myśli niż w języku angielskim, dlatego tłumaczenie może brzmieć nieco inaczej niż oryginał."|"Tłumaczenie tego zdania na język polski brzmi:

""Licząc na skarb piratów?""

To zdanie sugeruje, że ktoś może mieć nadzieję lub oczekiwać znalezienia ukrytego skarbu należącego do piratów. Może to być odniesienie do popularnych opowieści i legend o poszukiwaniu skarbów pirackich."|"""Masz nadzieję na skarb piratów?"""|"""Mając nadzieję na skarb piratów?"""|"""Masz nadzieję na skarb pirata?"""|"Oto tłumaczenie zdania ""Hoping for pirate treasure?"" na język polski:

""Masz nadzieję na skarb piratów?""

To tłumaczenie zachowuje znaczenie oryginalnego zdania, sugerując, że ktoś może mieć nadzieję lub oczekiwać odnalezienia skarbu należącego do piratów. W języku polskim używamy słowa ""skarb"", które jest odpowiednikiem angielskiego ""treasure"". Dodatkowo, dodajemy pytanie retoryczne ""Masz nadzieję?"", aby oddać charakter pytający oryginalnego zdania."|Masz nadzieję na skarb pirata?
Blackberries - wanted to pick some.|Chciał nazbierać jeżyn.|"""Chciałem zebrać trochę czarnych jagód.""

To tłumaczenie odzwierciedla znaczenie oryginalnego zdania w języku angielskim, które wyraża chęć lub intencję zbierania czarnych jagód (ang. ""blackberries""). W języku polskim używamy terminu ""czarne jagody"" dla określenia tych samych owoców."|"Tłumaczenie na język polski: ""Jeżyny - chciałem trochę pozbierać.""

Warto zauważyć, że w oryginalnym zdaniu angielskim użyto słowa ""wanted"", które oznacza ""chciałem"" lub ""pragnąłem"". W tym kontekście tłumaczenie ""chciałem"" wydaje się najbardziej odpowiednie, ponieważ wyraża intencję osoby mówiącej dotyczącą zbierania jeżyn."|Jeżyny - chciałem zebrać trochę.|"""Chciałem zebrać trochę czarnych jagód."""|Jeżyny - chciałem zebrać trochę.|"Podane zdanie w języku angielskim ""Blackberries - wanted to pick some"" można przetłumaczyć na język polski jako:

""Chciałem zebrać trochę jeżyn.""

Warto zauważyć, że w tym tłumaczeniu użyto słowa ""jeżyny"", które jest najbliższym odpowiednikiem angielskiego ""blackberries"" w kontekście owoców. W języku polskim termin ""czarne jagody"" również mógłby być użyty, ale ""jeżyny"" są bardziej powszechnie stosowanym określeniem."|Jeżyny - chciałem trochę zerwać.
Where's the rest of your crew?|Gdzie reszta twojej drużyny?|"""Gdzie reszta twojej załogi?""

To tłumaczenie odnosi się do angielskiego zdania ""Where's the rest of your crew?"", które w języku polskim oznacza pytanie o pozostałych członków czyjejś grupy lub zespołu. Może być używane w różnych kontekstach, na przykład w sytuacji, gdy ktoś spodziewa się obecności większej liczby osób i pyta o ich lokalizację."|"Tłumaczenie tego zdania na język polski brzmi: ""Gdzie reszta twojej załogi?""

To pytanie może być używane w różnych kontekstach, na przykład:

1. W sytuacji, gdy ktoś spodziewa się obecności większej grupy osób i chce dowiedzieć się, gdzie są pozostali członkowie tej grupy.
2. Podczas rozmowy o pracy lub projekcie, gdy pytający jest ciekawy, dlaczego nie ma innych osób zaangażowanych w dane przedsięwzięcie.
3. W kontekście podróży lub wycieczki, gdy ktoś chce sprawdzić, czy wszyscy uczestnicy są obecni.
4. W sytuacji awaryjnej lub nagłej, gdy pytający chce upewnić się, że nikt nie został pominięty lub nie znajduje się w niebezpieczeństwie.

Warto zauważyć, że to pytanie może mieć różne odcienie znaczeniowe w zależności od tonu głosu i okoliczności, w jakich jest zadawane. Może wyrażać troskę, ciekawość, niepokój lub nawet irytację."|Gdzie reszta twojej załogi?|"""Gdzie reszta twojej załogi?"""|Gdzie jest reszta twojej załogi?|"Oto tłumaczenie podanego zdania na język polski:

""Gdzie reszta twojej załogi?""

To zdanie jest powszechnie używane w sytuacji, gdy ktoś pyta o pozostałych członków grupy lub zespołu, którego część jest obecna. Może być stosowane w różnych kontekstach, takich jak praca, sport czy podróże."|Gdzie reszta twojej załogi?
That's the way to win respect in Skellige…|Tak się zdobywa uznanie na Skellige....|"""Tak zdobywa się szacunek w Skellige...""

To zdanie jest już w języku polskim, ale jeśli chcesz bardziej rozbudowane tłumaczenie z kontekstem, mogę zaproponować coś takiego:

""Tak zdobywa się szacunek w Skellige - poprzez odwagę, lojalność i umiejętności bojowe. W tej krainie, gdzie honor i tradycja są święte, ludzie cenią sobie mężnych wojowników, którzy potrafią stawić czoła niebezpieczeństwom i bronić swoich bliskich."""|"Tak się zyskuje szacunek w Skelligach...

To tłumaczenie dosłowne, ale warto dodać kilka uwag:

1. ""Skellige"" - to fikcyjna kraina z gry Wiedźmin, stworzonej przez Andrzeja Sapkowskiego.
2. Kontekst tej wypowiedzi sugeruje, że jest to sposób na zdobycie respektu wśród mieszkańców Skelligów, prawdopodobnie poprzez wykazanie się odwagą lub umiejętnościami.
3. W oryginalnym języku (angielskim) użyto potocznego zwrotu ""that's the ticket"", który oznacza coś w rodzaju ""to jest to"" lub ""to jest rozwiązanie"".
4. Tłumaczenie to może być użyte w kontekście opowiadania historii lub relacji z przygód w świecie Wiedźmina.
5. Warto pamiętać, że jest to dialog fikcyjny i nie ma bezpośredniego odpowiednika w rzeczywistym języku polskim."|Tak zdobywa się szacunek w Skellige...|"""Tak zdobywa się szacunek w Skellige..."""|Tak zdobywa się szacunek w Skellige...|"Oto tłumaczenie podanego zdania na język polski:

""Tak się zyskuje szacunek w Skellige...""

To zdanie jest częścią dialogu z gry ""Wiedźmin 3: Dziki Gon"", a dokładniej pochodzi z dodatku ""Krew i Wino"". Jest ono wypowiadane przez postać o imieniu Regis, który jest wampirem i jednym z głównych bohaterów tej części gry. Zdanie to odnosi się do sposobu, w jaki Regis zdobywa szacunek wśród mieszkańców Skellige, regionu znajdującego się na północy kontynentu w świecie gry."|Tak się zyskuje szacunek w Skellige...
Ah, Yorg, you're useless…|A idź, Yorgu, żadnego z ciebie pożytku...|"""Ach, Jorg, jesteś bezużyteczny...""

To tłumaczenie odzwierciedla znaczenie oryginalnego zdania w języku angielskim, zachowując jego emocjonalny wydźwięk i strukturę gramatyczną. Warto zauważyć, że w języku polskim często używamy podobnych wyrażeń, aby wyrazić frustrację lub rozczarowanie czyjąś osobą lub działaniami."|Ach, Jorg, jesteś bezużyteczny...|Ach, Jorg, jesteś bezużyteczny...|"""Ach, Yorg, jesteś bezużyteczny..."""|Ach, Jorgu, jesteś bezużyteczny...|"Oto tłumaczenie podanego zdania na język polski:

""Ach, Jorgu, jesteś bezużyteczny...""

To zdanie wyraża frustrację lub rozczarowanie mówiącego wobec osoby o imieniu Jorg. Słowo ""bezużyteczny"" sugeruje, że ta osoba nie jest pomocna lub przydatna w danej sytuacji."|Ach, Jorg, jesteś bezużyteczny...
Told you - only men live in Fornhala.|Mówiłem ci, w Fornhali żyją tylko mężczyźni.|"""Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.""

To zdanie jest przetłumaczone dosłownie z języka angielskiego na polski, zachowując znaczenie oryginalnego tekstu. Warto zauważyć, że ""Fornhala"" to prawdopodobnie nazwa miejscowości lub regionu, która nie ma bezpośredniego odpowiednika w języku polskim, dlatego pozostaje ona niezmieniona w tłumaczeniu."|"""Mówiłem ci - tylko mężczyźni mieszkają we Fornhali.""

To zdanie wydaje się być cytatem z dialogu lub narracji, w której jedna osoba informuje drugą o fakcie dotyczącym miejsca zwanego Fornhala. Wyrażenie ""Told you"" sugeruje, że ta sama informacja została już wcześniej przekazana, a teraz jest powtarzana dla potwierdzenia lub podkreślenia jej prawdziwości. Dodatkowo, fraza ""only men live"" wskazuje na specyficzny aspekt tej lokalizacji, gdzie wyłącznie mężczyźni są jej mieszkańcami."|Mówiłem ci - tylko mężczyźni mieszkają w Fornhala.|"""Mówiłem ci - w Fornhali mieszkają tylko mężczyźni."""|Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.|"""Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.""

To zdanie jest dosyć swobodnym tłumaczeniem, ponieważ oryginalne brzmienie może być używane w kontekście żartobliwym lub ironicznym. W języku polskim również można użyć takiego tonu, aby oddać charakter wypowiedzi."|Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.
You can come back anytime, challenge 'im again. Them's the rules.|Możesz tu wrócić i rzucić mu wyzwanie jeszcze raz. Takie są zasady.|"""Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady."""|"Tłumaczenie na polski:

""Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.""

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając jego nieformalny charakter i specyficzne słownictwo. Warto zauważyć, że w języku polskim użyto bardziej formalnych form gramatycznych niż w oryginalnym angielskim tekście."|Możesz wrócić w dowolnym momencie i znów go wyzwać. Takie są zasady.|"""Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady."""|Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.|Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.|Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.
Rust-eaten, all of it…|Wszystko przeżarte rdzą...|"""Zardzewiałe całkowicie...""

To tłumaczenie odnosi się do wyrażenia ""rust-eaten, all of it,"" które w języku polskim można przetłumaczyć jako ""całkowicie zardzewiałe."" Wyrażenie to sugeruje, że coś jest w bardzo złym stanie, prawdopodobnie ze względu na długotrwałe narażenie na rdzę lub korozję."|"Tłumaczenie na język polski: ""Zżarte rdzą, całe to...""

Niestety, bez dodatkowego kontekstu trudno jest podać pełne i precyzyjne tłumaczenie. Fraza ""Rust-eaten, all of it..."" może być częścią większego zdania lub dialogu, co mogłoby pomóc w dokładniejszym zrozumieniu jej znaczenia. Jeśli chodzi o dosłowne tłumaczenie, można je przetłumaczyć jako ""Zżarte rdzą, całe to..."", ale bez dalszego kontekstu trudno jest określić, do czego dokładnie się odnosi."|Zżarty przez rdzę, cały...|"""Zardzewiałe całkowicie..."""|Zżarte rdzą, całe to...|"Tłumaczenie tego zdania na język polski brzmi:

""Zżarte przez rdzę, całe to...""

To zdanie jest niepełne i wymaga dodatkowego kontekstu, aby było zrozumiałe. Może odnosić się do jakiegoś przedmiotu lub sytuacji, która została zniszczona przez rdzę. Bez pełnego kontekstu trudno jest podać bardziej precyzyjne tłumaczenie."|Zżarte przez rdzę, całe to...
He's dead. And I wager it was you who silenced him.|Nie żyje. I założę się, że to ty go uciszyłaś.|"""On nie żyje. I założę się, że to ty go uciszyłeś.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego bezpośredni ton i oskarżycielski charakter. Warto zauważyć, że w języku polskim często używamy czasownika ""uciszyć"" w przenośnym znaczeniu, aby wyrazić pozbawienie kogoś możliwości mówienia lub działania, co jest bliskie znaczeniu słowa ""silence"" w tym kontekście."|"Tłumaczenie tego zdania na język polski brzmi:

""On nie żyje. I założę się, że to ty go uciszyłeś.""

To zdanie wyraża podejrzenie lub oskarżenie wobec kogoś, sugerując, że ta osoba mogła być odpowiedzialna za śmierć innej osoby. Użycie słowa ""założę się"" dodaje elementu pewności i stanowczości do tej wypowiedzi."|On nie żyje. I założę się, że to ty go uciszyłeś.|"""On nie żyje. I założę się, że to ty go uciszyłeś."""|On nie żyje. I założę się, że to ty go uciszyłeś.|"Oto tłumaczenie tego zdania na język polski:

""On nie żyje. I stawiam, że to ty go uciszyłeś.""

To tłumaczenie zachowuje sens oryginalnego zdania, uwzględniając jego oskarżycielski ton i sugestię, że mówiący podejrzewa adresata o spowodowanie śmierci danej osoby. Warto zauważyć, że w języku polskim czasownik ""uciszyć"" jest często używany w przenośnym znaczeniu ""pozbawić kogoś głosu"", co może odnosić się do fizycznej śmierci, ale także do metaforycznego ""uciszenia"" kogoś poprzez uniemożliwienie mu wyrażenia swoich poglądów lub opinii."|On nie żyje. I założę się, że to ty go uciszyłeś.
