default,no_details,translation_extraction_llm,translation_extraction_brackets,chrf_default,bleu_default,bertscore_default,chrf_translation_extraction_llm,bleu_translation_extraction_llm,bertscore_translation_extraction_llm,chrf_translation_extraction_brackets,bleu_translation_extraction_brackets,bertscore_translation_extraction_brackets
"Tłumaczenie tego zdania na język polski brzmi:

""Piękność wytworna, złotowłosa i rumianolica...""

To klasyczne tłumaczenie początku ""Pieśni o żołnierzu tułaczu"" Adama Mickiewicza. W oryginale jest to pierwsze zdanie tej pieśni, które opisuje postać kobiety spotkanej przez głównego bohatera podczas jego wędrówki.",Piękność złotowłosa i rumianolica...,"Piękność wytworna, złotowłosa i rumianolica...","Piękna dziewczyna, złotowłosa i rumianolica...",0.5141829299833761,0.009524331129825377,0.718984067440033,0.8884243394359922,0.28574404296988,0.9244853258132935,0.7925988514563361,0.26591479484724945,0.8890941143035889
"Tak, jest tam. Ale nie tak łatwo to wydostać.

To tłumaczenie zachowuje oryginalny styl i brzmienie wypowiedzi, używając potocznego języka i dialektu charakterystycznego dla angielskiego slangu. Warto zauważyć, że w języku polskim nie ma dokładnego odpowiednika tej frazy, ale próbuje ona oddać sens oryginału, sugerując trudność lub komplikację w uzyskaniu czegoś.","Tak, jest tam. Ale nie tak łatwo to wydostać.","Tak, jest tam. Ale nie tak łatwo to wydostać.","Tak, jest tam. Ale nie tak łatwo to wydostać.",0.5543262064627135,0.14984804188561687,0.7096660137176514,1.0,1.0,1.0,1.0,1.0,1.0
"Duch

To słowo ""Ghost"" w języku angielskim tłumaczy się na polski jako ""Duch"". Jest to istota niematerialna, często przedstawiana jako biała postać lub mglista forma, która pojawia się w miejscach związanych ze śmiercią lub dziwnymi zdarzeniami. W kulturze popularnej duchy są często przedstawiane jako postacie straszące ludzi lub próbujące przekazać jakąś wiadomość.",Duch,Duch,Duch,0.04877542105975294,0.003522208809549654,0.5907576680183411,0.6666666666666666,0.1778279410038923,1.0,0.6666666666666666,0.1778279410038923,1.0
"Dobrze, oto tłumaczenie na język polski:

Zróbmy to.

To jest dosłowne tłumaczenie frazy ""Let's do it"" z języka angielskiego na polski. Fraza ta może być używana w różnych kontekstach jako zachęta lub propozycja wykonania jakiegoś działania.",Zróbmy to.,"Tłumaczenie:

Zróbmy to.",Zróbmy to.,0.2467396707078491,0.01090602900579092,0.6313084363937378,0.8357654017700783,0.24028114141347542,0.7166919708251953,1.0,0.316227766016838,1.000000238418579
"Nie martw się, jestem pewny, że cię oczekują.

To tłumaczenie z języka angielskiego ""Fret not, I'm certain they await you"" na język polski.","Nie martw się, jestem pewien, że cię oczekują.","Nie martw się, jestem pewny, że cię oczekują.","Nie martw się, jestem pewny/pewna, że cię oczekują.",0.7174142287325754,0.14908960803395838,0.7869465351104736,0.8533952702306443,0.5,0.973030149936676,0.8437914873161808,0.5,0.9233257174491882
"A jednak nas niepokoi.

To tłumaczenie odnosi się do angielskiego zdania ""And yet bother us he does"", które można przetłumaczyć jako ""A jednak nas niepokoi"". Zdanie to wyraża pewien paradoks lub sprzeczność, sugerując, że ktoś (lub coś) mimo swojej pozornej nieszkodliwości lub neutralności wciąż ma negatywny wpływ lub powoduje problemy.",A jednak nas niepokoi.,A jednak nas niepokoi.,A jednak on nas denerwuje.,0.37922197461317436,0.04564850044445124,0.6377897262573242,1.0,1.0,1.0,0.35755833886869554,0.12574334296829354,0.8236812949180603
"Tłumaczenie na polski:

Umówiliśmy się tutaj na spotkanie z czarodziejką - Yennefer z Vengerbergu. Podobno miała być na Wyspie Skellige.

To tłumaczenie oddaje sens oryginalnego zdania, jednocześnie dostosowując je do kontekstu i stylu języka polskiego.",Umówiłem się na spotkanie z czarodziejką tutaj - Yennefer z Vengerbergu. Ma być na Ard Skellig.,"Umówiliśmy się tutaj na spotkanie z czarodziejką - Yennefer z Vengerbergu. Podobno miała być na Wyspie Skellige.

To jest samo tłumaczenie bez dodatkowych informacji.",Umówiłem się na spotkanie z czarodziejką tutaj - Yennefer z Vengerbergu. Ma być na Ard Skellig.,0.6116296186477354,0.15206861774588476,0.7577390670776367,0.6662234806056664,0.22656720908801994,0.8432533144950867,1.0,1.0,1.0
"Witaj, nieznajomy. Morskie powietrze daje człowiekowi potężne pragnienie, prawda?

To tłumaczenie oddaje oryginalny sens i brzmienie zdania w języku angielskim. Zwróć uwagę, że ""stranger"" zostało przetłumaczone jako ""nieznajomy"", co jest dosłownym tłumaczeniem tego słowa. W kontekście dialogu między dwoma osobami, które się nie znają, to tłumaczenie wydaje się najbardziej odpowiednie.","Witaj, nieznajomy. Morskie powietrze sprawia, że człowiek bardzo chce się napić, prawda?","Witaj, nieznajomy. Morskie powietrze daje człowiekowi potężne pragnienie, prawda?","Witaj nieznajomy. Słone powietrze sprawia, że mężczyzna odczuwa silne pragnienie, prawda?",0.5235599679658561,0.05250323068250045,0.7127063274383545,0.6137441332027013,0.22613617379612147,0.8808109164237976,0.5117595561195621,0.09679153739649397,0.8637654185295105
"Tłumaczenie tego zdania na język polski brzmi: ""Te same wagi co na ołtarzu.""

To wyrażenie może być używane w kontekście, gdy chcemy podkreślić, że coś jest równie ważne lub istotne jak to, co znajduje się na ołtarzu, czyli w miejscu szczególnie świętym i symbolicznym w kościołach chrześcijańskich. Może też odnosić się do czegoś, co ma taką samą precyzję lub dokładność jak instrumenty używane do ważenia ofiar składanych na ołtarzu.",Te same wagi co na ołtarzu.,Te same wagi co na ołtarzu.,Takie same wagi jak na ołtarzu.,0.36113922434812795,0.03726239904517126,0.6708657741546631,1.0,1.0,1.0,0.7012857238198432,0.12209471671615688,0.9480856657028198
"Tak zrobiła każda osoba w tym pokoju, która nie jest całkowicie głucha.","Tak samo zrobiła każda osoba w tym pokoju, która nie jest całkowicie głucha.","Każda osoba w tym pokoju, która nie jest całkowicie głucha, tak zrobiła.","Tak samo każdy w tym pokoju, kto nie jest całkowicie głuchy.",0.9077879291533666,0.8496364166597655,0.9829563498497009,0.8292365982737477,0.5641985990655358,0.9188086986541748,0.6044698736962154,0.1486375602900724,0.8528963923454285
"Tłumaczenie na polski:

""Donar był niemowlęciem w powijakach, kiedy ten puklerz tu trafił.""

To zdanie jest tłumaczeniem dosłownym i zachowuje sens oryginalnego tekstu angielskiego. Warto zauważyć, że ""powijaki"" to tradycyjne określenie ubranka dla niemowląt, które było popularne w dawnych czasach.","Donar był niemowlęciem w powijakach, kiedy ta tarcza tu wylądowała.","Donar był niemowlęciem w powijakach, kiedy ten puklerz tu trafił.","Donar był niemowlęciem w powijakach, gdy ta tarcza tu wylądowała.",0.5343358944836956,0.09001463882570905,0.7212880849838257,0.6704967592278113,0.537284965911771,0.9319575428962708,0.9031122397947136,0.6580370064762462,0.9950501918792725
"Oto tłumaczenie na język polski:

""Właśnie o to chodzi - twoje 'proszę' nigdy nie jest prośbą, zawsze tylko rozkazem. Ale przejdźmy dalej.""

To zdanie wyraża frustrację lub irytację wobec kogoś, kto używa słowa ""proszę"" jako sposobu wydawania poleceń lub rozkazów, zamiast rzeczywistej prośby. Osoba mówiąca sugeruje, że takie użycie słowa ""proszę"" jest manipulacyjne i nieuczciwe. Jednocześnie wyraża gotowość do kontynuowania rozmowy lub tematu, mimo tej obserwacji.","Właśnie o to chodzi - twoje proszę nigdy nie jest prośbą, zawsze jedynie rozkazem. Ale przejdźmy dalej.","Właśnie o to chodzi - twoje proszę nigdy nie jest prośbą, zawsze tylko rozkazem. Ale przejdźmy dalej.","Właśnie tak jest - twoje ""proszę"" nigdy nie jest prośbą, zawsze jedynie rozkazem. Ale przejdźmy dalej.",0.6244542643324985,0.12044281352426754,0.7575479745864868,0.8911438131586138,0.8282477531331041,0.9980348348617554,0.805343302624586,0.6002314985235407,0.9503344297409058
"Dobrze? Co to jest?

To tłumaczenie dosłowne, ale w kontekście pytania ""Well? What is it?"" można je interpretować jako zachętę do wyjaśnienia lub przedstawienia czegoś. W języku polskim podobne użycie mogłoby brzmieć:

""No więc? Co to takiego?""

lub

""Więc co to za rzecz/sprawa?""

Obie te formy oddają sens oryginalnego pytania, sugerując oczekiwanie na dalsze informacje lub wyjaśnienie.",No cóż? Co to jest?,"No więc? Co to takiego?

lub

Więc co to za rzecz/sprawa?",No więc? Co się dzieje?,0.19172674815571078,0.015861088179912466,0.6423009634017944,0.22550770308123247,0.04411629359322707,0.7956901788711548,0.16695921546667816,0.06389431042462725,0.8713856339454651
"""Grrr!"" to onomatopeja, która zazwyczaj oznacza dźwięk wydawany przez zwierzęta drapieżne, takie jak lwy czy tygrysy. W języku polskim może być przetłumaczone jako ""warknięcie"" lub ""pomruk"".

W kontekście użycia w zdaniu, mogłoby to brzmieć:

""Lew wydał głośne warknięcie.""
lub
""Tygrys wydał głęboki pomruk.""

Jednakże, jeśli chodzi o samo słowo ""Grrr!"" bez dodatkowego kontekstu, nie ma ono bezpośredniego tłumaczenia na polski. Jest to po prostu dźwięk, który oddaje charakterystyczny odgłos wydawany przez te zwierzęta.",Grrr!,"Grrr! to onomatopeja, która w języku polskim może być przetłumaczona jako warknięcie lub pomruk.",Warknięcie lub dźwięk niezadowolenia.,0.052264471209438994,0.0,0.5732625126838684,0.22085063748577669,0.01428363257865929,0.6821635365486145,0.0210970464135022,0.0,0.5941548943519592
"Tłumaczenie na polski:

""Potrzebuję, żebyś coś dla mnie napisał/napisała.""

To zdanie jest poprawnym tłumaczeniem oryginalnego tekstu angielskiego na język polski. Zawiera ono prośbę o wykonanie jakiegoś zadania pisemnego przez osobę, do której jest skierowane.","Potrzebuję, żebyś coś dla mnie stworzył.","Potrzebuję, żebyś coś dla mnie napisał/napisała.",Czy mógłbyś coś dla mnie stworzyć?,0.5014477451922301,0.06814385179012217,0.7288755774497986,0.7188945725835825,0.7598356856515925,0.9256205558776855,0.5569789766195458,0.20205155046766235,0.8288585543632507
"Numer tłumaczenia:

1. ""No. I'm almost ready.""
   - Tłumaczenie na język polski:
     ""Nie. Jestem prawie gotowy.""

Wyjaśnienie krok po kroku:

1. Analiza zdania w języku angielskim:
   - ""No"" to przeczenie, które odpowiada polskiemu ""nie"".
   - ""I'm"" to skrócona forma czasownika ""I am"", co oznacza ""jestem"".
   - ""almost"" to przysłówek oznaczający ""prawie"".
   - ""ready"" to przymiotnik oznaczający ""gotowy"".

2. Tłumaczenie poszczególnych elementów:
   - ""No"" = ""Nie""
   - ""I'm"" = ""Jestem""
   - ""almost"" = ""prawie""
   - ""ready"" = ""gotowy""

3. Połączenie elementów w poprawną strukturę zdania w języku polskim:
   - ""Nie. Jestem prawie gotowy.""

4. Sprawdzenie gramatyki i sensu zdania:
   - Zdanie jest poprawne gramatycznie i logicznie.

5. Ostateczny wynik:
   - ""Nie. Jestem prawie gotowy.""",Nie. Jestem prawie gotowy.,Nie. Jestem prawie gotowy.,Nie. Jestem prawie gotowy.,0.2505904251726982,0.003372907774224276,0.5699731111526489,1.0,1.0,1.0,1.0,1.0,1.0
"Dobrze. Była tu przez kilka godzin. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.

Tłumaczenie:
""Wszystko w porządku. Przebywała tutaj przez kilka godzin. Poszła cię szukać, Erica. Potrzebowała porozmawiać, tak powiedziała. Powinni być na plaży po drugiej stronie wyspy.""","W porządku. Była tu kilka godzin. Poszła mnie szukać, Erica. Chciała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.","Wszystko w porządku. Przebywała tutaj przez kilka godzin. Poszła cię szukać, Erica. Potrzebowała porozmawiać, tak powiedziała. Powinni być na plaży po drugiej stronie wyspy.","W porządku. Była tu przez kilka godzin. Poszła znaleźć mojego mężczyznę, Erica. Musiała porozmawiać, powiedziała. Powinni być na plaży po drugiej stronie wyspy.",0.840993294096311,0.36745290364596844,0.8158155083656311,0.7909878774785234,0.42662196623863147,0.9129056930541992,0.8268896315614116,0.5683565265173782,0.9267237782478333
"Tłumaczenie na polski:

""Mając nadzieję na skarb piratów?""

To zdanie można interpretować jako pytanie lub stwierdzenie. Jeśli jest to pytanie, sugeruje ono, że ktoś poszukuje skarbu piratów i ma nadzieję go znaleźć. Jeśli jest to stwierdzenie, oznacza to, że ktoś wyraża swoją nadzieję na odnalezienie takiego skarbu.

Warto zauważyć, że w języku angielskim ""hoping"" często używane jest w kontekście nadziei lub pragnienia czegoś, co niekoniecznie musi być realistyczne lub możliwe do osiągnięcia. W tym przypadku, poszukiwanie skarbu piratów może być postrzegane jako romantyczne marzenie lub przygoda, a nie jako rzeczywiste działanie mające szansę powodzenia.",Mając nadzieję na skarb piratów?,Mając nadzieję na skarb piratów?,Masz nadzieję na skarb piratów?,0.320844377338088,0.00951541660003779,0.6687674522399902,1.0,1.0,1.0,0.8243508129364249,0.668740304976422,0.9292332530021667
"Tłumaczenie na język polski:

""Jeżyny - chciałem trochę zebrać.""

To tłumaczenie odnosi się do zdania ""Blackberries - wanted to pick some"", gdzie ""blackberries"" oznacza jeżyny, a ""wanted to pick some"" wyraża chęć zebrania pewnej ilości tych owoców.",Jeżyny - chciałem trochę zebrać.,Chciałem trochę zebrać jeżyn.,Chciałem zebrać trochę jeżyn.,0.5828862571594509,0.024804188095684146,0.7207448482513428,0.7188494350207888,0.06257106818159155,0.9081694483757019,0.5111274259804361,0.06257106818159155,0.8919287919998169
"Tłumaczenie tego zdania na język polski brzmi:

""Gdzie reszta twojej załogi?""

To pytanie może być używane w różnych kontekstach, na przykład gdy ktoś pyta o pozostałych członków grupy lub ekipy, którą widzi tylko częściowo. Może to dotyczyć zarówno zespołu sportowego, jak i grupy pracowników czy pasażerów statku lub samolotu. Pytanie to wyraża ciekawość lub troskę o obecność innych osób w danej sytuacji.",Gdzie reszta twojej załogi?,Gdzie reszta twojej załogi?,Gdzie reszta twojej załogi?,0.4005103406851949,0.006216934650356319,0.6854362487792969,1.0,1.0,1.0,1.0,1.0,1.0
Tak się zdobywa szacunek w Skelligach...,Tak zdobywa się szacunek w Skellige...,Tak się zdobywa szacunek w Skelligach...,"To jest sposób, aby zdobyć szacunek w Skellige…",0.7018376204187393,0.10855926040543844,0.9312789440155029,0.7018376204187393,0.10855926040543844,0.9312789440155029,0.555325913047133,0.05873949094699214,0.7867843508720398
"Ach, Jorgu, jesteś bezużyteczny...

To tłumaczenie odzwierciedla dosłowne znaczenie oryginalnego zdania w języku angielskim. Warto zauważyć, że w języku polskim często używamy bardziej opisowych lub emocjonalnych wyrażeń w podobnych sytuacjach, takich jak ""Jesteś kompletnie nieprzydatny"" czy ""Nie mogę na tobie polegać"".","Ach, Jorg, jesteś bezużyteczny...","Ach, Jorgu, jesteś bezużyteczny...","Ach, Jurek, jesteś bezużyteczny...",0.4745750187111637,0.01054040505861668,0.7185800671577454,0.9015795733300561,0.1880301546543197,0.9862274527549744,0.7980020599695551,0.1880301546543197,0.9730727672576904
"Tłumaczenie tego zdania na język polski brzmi:

""Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.""

To zdanie jest prawdopodobnie częścią dialogu lub narracji, gdzie jedna osoba informuje drugą o czymś, co już wcześniej wspominała. ""Fornhala"" to nazwa miejsca, które może być fikcyjne lub odnosić się do rzeczywistej lokalizacji. Warto zauważyć, że w języku polskim nie ma bezpośredniego odpowiednika dla słowa ""told you"", ale jego znaczenie jest oddane przez zwrot ""mówiłem ci"".",Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.,Mówiłem ci - tylko mężczyźni mieszkają w Fornhali.,Mówiłem ci - tylko mężczyźni mieszkają w Fornhala.,0.5250587118174271,0.06268260360206092,0.6864964962005615,1.0,1.0,1.0000001192092896,0.9544051700655277,0.8408964152537145,0.9951702356338501
"Tłumaczenie na polski:

Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.

To tłumaczenie oddaje sens oryginalnego zdania, używając bardziej formalnego języka niż w oryginale. Warto zauważyć, że w języku polskim często używa się formy ""go"" zamiast bezpośredniego imienia osoby, co jest odpowiednikiem angielskiego ""him"".",Możesz wrócić w dowolnym momencie i znów ich wyzwać. Takie są zasady.,Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.,Możesz wrócić w każdej chwili i znów go wyzwać. Takie są zasady.,0.46116549037266635,0.07674523025879262,0.7395914196968079,0.6112723821689375,0.34172334076593075,0.9597483277320862,0.6112723821689375,0.34172334076593075,0.9597483277320862
"Tłumaczenie na język polski:

""Rdzewiejący od środka, cały...""

To tłumaczenie może być nieco niedokładne, ponieważ oryginalny tekst ""Rust-eaten, all of it..."" jest dość enigmatyczny i może mieć kilka interpretacji. Możliwe znaczenia mogłyby obejmować coś, co jest doszczętnie zniszczone przez rdzę lub coś, co jest w pełni przeżarte rdzą. W kontekście technicznym, mógłby to być opis silnika lub innego mechanizmu, który jest tak skorodowany, że już nie nadaje się do użytku. W szerszym kontekście, mogłoby to oznaczać coś, co jest kompletnie zepsute lub zdewastowane.","Zżarty przez rdzę, cały...","Rdzewiejący od środka, cały...","Zżarty rdzą, całe to żelastwo...",0.2080109493548855,0.0021821432764033825,0.6387162804603577,0.3157962048064798,0.08034284189446518,0.8163813948631287,0.3300951199576609,0.05372849659117709,0.8261326551437378
